 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2208	1360	2208	809	386400	175	0	175	175	175	643.853	314.434	7.821	8.103	1.934	8.289	643.855	314.435	7.821	635	303	3	20	22	10
2	1864	1330	1864	789	63376	34	0	34	34	34	542.285	512.155	7.211	8.031	2.622	7.942	542.285	512.155	7.211	524	503	3	30	20	9
3	3443	2130	3443	1285	798776	232	0	232	232	232	700.345	519.024	7.575	10.849	4.133	10.633	700.335	519.025	7.575	685	504	3	30	35	10
4	1639	1098	1639	755	68838	42	0	42	42	42	660.530	606.763	7.345	7.654	2.282	7.541	660.527	606.762	7.345	652	595	3	15	23	9
5	2058	1348	2058	816	530964	258	0	258	258	258	652.580	622.939	7.610	8.128	2.228	8.119	652.578	622.940	7.610	639	616	3	25	17	10
6	2885	1884	2885	1174	152905	53	0	53	53	53	583.913	680.737	7.766	10.123	3.644	9.996	583.908	680.736	7.766	569	665	3	28	32	9
7	2394	1682	2394	1022	136458	57	0	57	57	57	652.559	686.747	7.360	9.156	3.038	9.060	652.554	686.748	7.360	643	676	3	27	27	9
8	5256	2906	5256	1964	373176	71	0	71	71	71	623.077	752.065	7.488	12.879	4.736	12.836	623.079	752.066	7.488	609	735	3	33	39	10
9	2562	1380	2562	1020	179340	70	0	70	70	70	601.213	746.548	7.450	8.627	2.141	8.957	601.221	746.549	7.450	593	738	3	19	20	10
10	5050	2654	5050	1987	1489750	295	0	295	295	295	582.147	751.706	7.495	12.861	5.009	12.453	582.146	751.706	7.495	568	728	3	28	51	10
11	3658	2082	3658	1434	1101058	301	0	301	301	301	644.234	754.966	7.976	10.521	3.386	10.669	644.233	754.965	7.976	632	740	3	26	28	10
12	3086	1700	3086	1153	913456	296	0	296	296	296	664.770	754.630	8.342	9.388	2.535	9.554	664.761	754.631	8.342	654	744	3	24	23	11
13	3484	2044	3484	1331	1041716	299	0	299	299	299	564.153	763.228	7.762	10.470	3.541	10.218	564.156	763.230	7.762	551	751	3	24	31	11
14	4529	2414	4529	1674	330617	73	0	73	73	73	609.243	774.747	7.222	11.778	4.113	11.391	609.240	774.747	7.222	594	758	3	38	34	10
15	2495	1466	2495	989	758480	304	0	304	304	304	641.516	774.561	7.475	8.746	2.355	8.849	641.525	774.562	7.475	629	766	3	27	19	10
16	3831	2022	3831	1481	1179948	308	0	308	308	308	588.408	778.778	7.423	10.645	3.533	10.796	588.405	778.775	7.423	563	766	3	38	24	10
