 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2782	1604	2782	930	66768	24	0	24	24	24	782.829	419.043	6.750	8.648	1.954	8.892	782.829	419.043	6.750	773	408	1	21	23	12
2	1646	1160	1646	692	41150	25	0	25	25	25	726.542	433.227	6.181	7.481	2.050	7.587	726.535	433.227	6.181	718	423	1	18	21	10
3	1903	1320	1903	822	51381	27	0	27	27	27	700.536	436.995	5.632	8.179	2.615	8.255	700.544	436.995	5.632	692	427	1	22	21	10
4	1630	1156	1630	715	48900	30	0	30	30	30	713.975	443.240	5.517	7.446	2.038	7.428	713.977	443.240	5.517	706	430	1	16	24	10
5	4318	2344	4318	1474	297942	69	0	69	69	69	763.656	448.130	6.778	10.925	3.502	10.769	763.652	448.130	6.778	753	432	1	27	35	11
6	2809	1786	2809	1091	19663	7	0	7	7	7	781.167	526.088	6.150	9.354	2.841	9.517	781.167	526.088	6.150	767	516	1	29	23	12
7	3039	1986	3039	1139	246159	81	0	81	81	81	895.439	544.046	8.427	9.676	2.942	9.523	895.436	544.046	8.427	885	532	1	27	29	13
8	3041	1786	3041	1095	112517	37	0	37	37	37	740.972	244.106	7.615	9.361	2.559	9.397	740.965	244.106	7.615	729	231	2	24	26	12
9	2264	1588	2264	963	88296	39	0	39	39	39	333.683	261.867	6.628	8.911	3.028	8.182	333.687	261.867	6.628	324	249	2	17	33	11
10	1766	1114	1766	698	72406	41	0	41	41	41	317.738	267.897	6.575	7.390	1.746	7.772	317.736	267.897	6.575	309	260	2	19	18	9
11	3713	2022	3713	1193	155946	42	0	42	42	42	358.502	275.276	7.853	9.833	2.629	9.707	358.493	275.276	7.853	347	259	2	22	30	12
12	4015	2432	4015	1476	357335	89	0	89	89	89	858.913	277.709	8.002	11.003	3.611	11.284	858.911	277.709	8.002	845	264	2	33	29	12
13	1337	1040	1337	582	183169	137	0	137	137	137	807.496	288.303	9.122	6.725	1.835	7.165	807.494	288.303	9.122	799	280	2	18	18	11
14	3768	2082	3768	1264	342888	91	0	91	91	91	835.034	287.733	8.014	10.193	2.858	10.057	835.036	287.733	8.014	823	274	2	26	28	12
15	2588	1540	2588	889	124224	48	0	48	48	48	145.656	319.487	7.270	8.475	1.837	8.276	145.656	319.487	7.270	133	312	2	26	20	13
16	1904	1362	1904	802	95200	50	0	50	50	50	990.047	324.060	6.400	8.007	2.230	8.043	990.038	324.060	6.400	981	313	2	19	24	10
17	7700	3688	7700	2263	770000	100	0	100	100	100	177.539	330.681	7.829	13.302	3.880	13.780	177.530	330.681	7.829	160	310	2	37	40	13
18	2000	1270	2000	748	18000	9	0	9	9	9	280.875	326.788	6.457	7.761	1.870	8.049	280.875	326.788	6.457	273	316	2	18	22	9
19	7904	4190	7904	2745	94848	12	0	12	12	12	358.132	336.987	6.621	14.380	4.707	15.000	358.132	336.987	6.621	337	316	2	43	45	10
20	1431	1108	1431	648	1431	1	0	1	1	1	707.323	355.911	5.697	7.210	2.110	7.437	707.323	355.911	5.697	698	346	2	20	22	8
21	1302	940	1302	557	2604	2	0	2	2	2	365.018	361.170	5.402	6.621	1.575	6.982	365.018	361.170	5.402	356	354	2	18	16	8
22	964	804	964	473	2892	3	0	3	3	3	723.148	362.382	5.089	6.076	1.705	6.383	723.148	362.382	5.089	716	354	2	16	18	7
23	1006	870	1006	500	4024	4	0	4	4	4	688.935	362.785	5.692	6.275	1.874	6.505	688.935	362.785	5.692	681	357	2	18	14	8
24	1758	1206	1758	706	8790	5	0	5	5	5	742.957	377.897	5.443	7.465	2.019	7.892	742.957	377.897	5.443	733	369	2	21	20	8
25	933	842	933	488	19593	21	0	21	21	21	227.058	394.259	6.054	6.115	1.777	6.371	227.058	394.259	6.054	219	385	2	16	16	8
26	1447	1028	1447	631	31834	22	0	22	22	22	230.568	410.752	6.352	7.016	1.807	7.173	230.568	410.752	6.352	223	402	2	15	19	9
27	1973	1290	1973	798	45379	23	0	23	23	23	249.018	413.588	6.390	8.060	2.324	8.155	249.018	413.588	6.390	239	402	2	20	22	9
28	5241	2680	5241	1566	581751	111	0	111	111	111	200.040	415.261	8.047	11.338	3.134	11.409	200.043	415.263	8.047	184	400	2	32	29	14
29	3275	2116	3275	1252	216150	66	0	66	66	66	795.090	429.108	7.289	10.349	3.663	10.165	795.081	429.107	7.289	775	413	2	33	30	12
30	1873	1148	1873	738	48698	26	0	26	26	26	221.654	438.475	5.839	7.533	1.806	8.011	221.654	438.475	5.839	214	429	2	18	19	8
31	1904	1214	1904	781	53312	28	0	28	28	28	204.780	440.030	6.608	7.469	1.626	7.671	204.780	440.030	6.608	199	431	2	14	20	13
32	1641	1102	1641	667	111588	68	0	68	68	68	682.988	433.801	6.562	7.233	1.742	7.541	682.985	433.801	6.562	674	425	2	17	19	9
33	2542	1498	2542	896	180482	71	0	71	71	71	746.876	449.226	7.004	8.536	2.116	8.557	746.879	449.227	7.004	737	434	2	18	27	11
34	500	498	500	279	35000	70	0	70	70	70	727.526	448.580	7.378	4.728	1.126	4.709	727.526	448.580	7.378	723	444	2	12	12	9
35	1457	946	1457	618	48081	33	0	33	33	33	215.319	455.325	5.857	6.869	1.584	7.290	215.319	455.324	5.857	207	448	2	16	17	8
36	3011	1814	3011	1084	105385	35	0	35	35	35	767.937	492.177	6.564	9.360	2.687	9.633	767.945	492.177	6.564	756	477	2	25	27	10
37	1277	898	1277	568	7662	6	0	6	6	6	767.543	511.392	5.157	6.588	1.584	6.766	767.543	511.392	5.157	759	505	2	18	16	8
38	7369	3928	7369	2387	574782	78	0	78	78	78	727.906	513.185	6.921	13.924	4.726	13.990	727.913	513.185	6.921	709	490	2	39	45	11
39	1228	1082	1228	554	152272	124	0	124	124	124	941.929	547.775	7.542	6.978	2.324	7.015	941.936	547.775	7.542	930	540	2	20	19	10
40	2064	1268	2064	770	171312	83	0	83	83	83	688.737	245.533	7.981	7.824	1.701	7.990	688.739	245.534	7.981	680	235	3	19	19	11
41	2074	1248	2074	774	78812	38	0	38	38	38	316.217	248.927	6.817	7.824	1.896	8.403	316.217	248.927	6.817	307	239	3	20	20	8
42	2754	1700	2754	1039	110160	40	0	40	40	40	755.150	258.401	7.845	9.399	2.895	9.394	755.150	258.401	7.845	745	243	3	22	28	11
43	3174	1914	3174	1166	580842	183	0	183	183	183	346.643	256.782	9.387	9.827	3.233	9.369	346.644	256.781	9.387	338	244	3	22	34	13
44	1410	1024	1410	586	188940	134	0	134	134	134	408.838	280.855	8.709	6.776	1.580	7.064	408.842	280.855	8.709	401	273	3	18	18	11
45	1673	1170	1673	708	145551	87	0	87	87	87	394.020	271.181	8.210	7.398	1.913	7.527	394.023	271.182	8.210	384	265	3	21	16	11
46	2411	1716	2411	1021	212168	88	0	88	88	88	668.487	278.061	8.077	9.117	3.004	9.062	668.488	278.061	8.077	651	269	3	32	20	11
47	3344	2080	3344	1251	300960	90	0	90	90	90	240.158	287.418	8.288	10.660	3.779	10.449	240.154	287.418	8.288	228	273	3	23	32	13
48	2936	1786	2936	1015	126248	43	0	43	43	43	893.169	283.678	7.887	9.118	2.483	9.072	893.176	283.679	7.887	880	274	3	28	21	11
49	4950	2908	4950	1760	658350	133	0	133	133	133	226.679	275.527	8.622	12.897	4.887	12.421	226.677	275.527	8.622	214	254	3	23	44	13
50	2315	1482	2315	878	212980	92	0	92	92	92	636.502	289.431	8.064	8.411	2.277	8.720	636.511	289.431	8.064	625	279	3	22	22	11
51	5604	2970	5604	1866	246576	44	0	44	44	44	402.818	303.978	7.876	12.116	3.771	12.422	402.830	303.978	7.876	386	283	3	31	40	11
52	3264	2216	3264	1295	146880	45	0	45	45	45	145.820	298.929	8.542	9.775	2.937	10.106	145.818	298.928	8.542	132	286	3	27	25	15
53	3316	1874	3316	1106	324968	98	0	98	98	98	161.164	310.261	7.918	9.256	2.079	9.623	161.161	310.262	7.918	152	296	3	22	29	12
54	2005	1288	2005	738	190475	95	0	95	95	95	250.103	301.871	8.089	7.596	1.528	7.813	250.106	301.871	8.089	242	292	3	18	21	13
55	2587	1616	2587	907	494117	191	0	191	191	191	187.406	305.095	9.382	8.520	2.106	8.916	187.408	305.095	9.382	175	293	3	24	22	12
56	2060	1330	2060	793	203940	99	0	99	99	99	234.080	322.221	7.621	7.852	2.020	8.432	234.083	322.221	7.621	223	313	3	22	20	9
57	1737	1168	1737	724	79902	46	0	46	46	46	320.153	316.557	6.921	7.426	1.879	7.761	320.153	316.557	6.921	311	307	3	19	21	9
58	1979	1244	1979	761	19790	10	0	10	10	10	263.510	329.006	6.462	7.737	1.983	8.014	263.510	329.006	6.462	254	319	3	19	21	8
59	1139	838	1139	519	12529	11	0	11	11	11	1004.399	332.839	5.812	6.269	1.401	6.676	1004.399	332.839	5.812	998	326	3	15	15	9
60	1462	1020	1462	605	19006	13	0	13	13	13	990.879	341.404	6.289	6.929	1.706	7.184	990.876	341.404	6.289	983	334	3	18	17	9
61	2245	1388	2245	813	116740	52	0	52	52	52	690.257	346.061	7.034	8.082	1.824	8.317	690.252	346.061	7.034	678	337	3	23	20	10
62	1325	994	1325	604	70225	53	0	53	53	53	287.198	344.773	6.705	6.859	1.887	7.260	287.197	344.773	6.705	279	336	3	17	19	8
63	2059	1342	2059	784	117363	57	0	57	57	57	302.273	359.510	7.447	7.981	2.080	8.289	302.269	359.510	7.447	291	349	3	22	21	9
64	462	596	462	296	6468	14	0	14	14	14	184.409	355.671	6.255	4.975	1.607	4.947	184.409	355.671	6.255	176	350	3	15	13	8
65	1552	1104	1552	687	24832	16	0	16	16	16	258.109	372.642	6.660	7.257	2.076	7.593	258.109	372.642	6.660	249	363	3	20	20	8
