 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2472	1566	2472	949	59328	24	0	24	24	24	861.427	428.119	6.814	8.580	2.280	8.459	861.427	428.119	6.814	853	416	1	18	26	12
2	3872	2218	3872	1241	197472	51	0	51	51	51	885.496	466.362	7.356	10.228	3.094	9.906	885.499	466.362	7.356	874	454	1	29	26	15
3	5464	2878	5464	1844	305984	56	0	56	56	56	859.200	504.581	7.418	11.925	3.611	12.040	859.231	504.582	7.418	842	486	1	35	32	13
4	3398	2026	3398	1248	95144	28	0	28	28	28	799.507	512.788	6.376	9.849	2.669	9.882	799.512	512.788	6.376	788	496	1	24	28	15
5	3194	2238	3194	1349	92626	29	0	29	29	29	801.647	532.649	7.151	9.189	2.403	9.373	801.637	532.649	7.151	791	524	1	21	23	17
6	3801	1990	3801	1280	334488	88	0	88	88	88	842.620	544.665	7.812	9.993	2.566	9.963	842.639	544.666	7.812	831	534	1	28	22	14
7	8663	4134	8663	2503	1983827	229	0	229	229	229	818.433	597.099	8.571	13.521	3.728	13.573	818.436	597.102	8.571	795	581	1	41	33	18
8	3780	2232	3780	1358	136080	36	0	36	36	36	766.786	597.875	6.613	10.114	2.727	10.220	766.768	597.875	6.613	752	584	1	27	28	12
9	1642	1094	1642	679	62396	38	0	38	38	38	801.880	615.794	6.079	7.148	1.559	7.107	801.887	615.794	6.079	794	609	1	19	16	12
10	8099	4386	8099	2712	550732	68	0	68	68	68	809.867	635.555	6.302	14.585	5.064	14.523	809.852	635.554	6.302	788	615	1	38	46	13
11	1522	1078	1522	666	25874	17	0	17	17	17	776.578	376.568	6.057	7.092	1.809	7.379	776.574	376.568	6.057	766	370	2	21	15	10
12	6448	4032	6448	2279	780208	121	0	121	121	121	900.591	387.455	8.450	13.287	4.457	13.500	900.588	387.454	8.450	888	365	2	31	45	14
13	1357	1442	1357	749	24426	18	0	18	18	18	756.880	381.812	5.680	8.618	3.593	8.402	756.880	381.812	5.680	745	366	2	24	28	8
14	2492	1394	2492	893	304024	122	0	122	122	122	883.568	389.127	8.996	8.333	1.682	8.218	883.564	389.127	8.996	874	382	2	19	18	14
15	1584	1220	1584	696	33264	21	0	21	21	21	791.107	400.115	5.725	7.490	2.136	7.589	791.100	400.115	5.725	781	390	2	23	20	8
16	4625	2558	4625	1622	346875	75	0	75	75	75	859.410	389.836	7.520	11.084	3.223	11.189	859.416	389.835	7.520	848	374	2	25	34	13
17	1077	940	1077	509	23694	22	0	22	22	22	875.270	401.334	6.556	6.507	2.039	6.356	875.270	401.334	6.556	867	394	2	21	21	10
18	2158	1388	2158	836	99268	46	0	46	46	46	762.257	405.772	7.068	8.153	2.091	7.910	762.267	405.772	7.068	755	395	2	17	25	11
19	3783	2458	3783	1346	177801	47	0	47	47	47	916.119	418.459	7.119	11.248	4.400	10.075	916.123	418.460	7.119	903	394	2	27	44	12
20	2469	1968	2469	1085	120981	49	0	49	49	49	787.273	428.074	6.903	9.854	3.963	9.464	787.267	428.073	6.903	775	413	2	33	28	10
