 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	4489	2440	4489	1437	507257	113	0	113	113	113	350.724	291.541	7.364	11.547	4.122	11.044	350.721	291.539	7.364	327	279	1	39	25	13
2	7638	3446	7638	2130	1008216	132	0	132	132	132	355.954	380.847	7.197	13.187	3.708	13.022	355.944	380.846	7.197	339	359	1	42	38	14
3	7760	4152	7760	2498	1032080	133	0	133	133	133	324.087	388.610	7.073	14.533	5.188	14.190	324.086	388.608	7.073	298	373	1	44	35	13
4	4260	2262	4260	1360	558060	131	0	131	131	131	402.726	380.913	6.946	10.724	3.094	10.429	402.728	380.912	6.946	385	364	1	31	29	12
5	3010	1774	3010	1026	111370	37	0	37	37	37	431.023	491.018	6.001	9.412	2.937	9.496	431.016	491.018	6.001	416	480	1	27	26	11
6	6322	3160	6322	1924	265524	42	0	42	42	42	350.874	527.001	6.354	12.828	4.156	12.422	350.861	527.000	6.354	329	511	1	42	35	12
7	4303	2002	4303	1163	1075750	250	0	250	250	250	344.496	765.754	7.691	9.910	1.921	10.244	344.494	765.755	7.691	332	754	1	25	25	14
8	5701	3060	5701	1910	1163004	204	0	204	204	204	375.518	160.984	7.383	12.226	3.757	12.407	375.523	160.984	7.383	361	143	2	31	38	12
9	1965	1290	1965	754	43230	22	0	22	22	22	319.746	230.094	6.118	7.857	1.918	8.093	319.746	230.094	6.118	311	220	2	20	21	9
10	1614	1356	1614	804	66174	41	0	41	41	41	407.806	504.983	6.012	8.627	3.567	8.231	407.802	504.982	6.012	399	494	2	29	21	9
11	7880	3954	7880	2536	1308080	166	0	166	166	166	282.923	585.557	6.809	14.207	4.726	14.544	282.926	585.560	6.809	263	565	2	39	44	11
12	8074	4424	8074	2797	1905464	236	0	236	236	236	232.240	630.359	7.225	15.122	5.448	15.065	232.246	630.356	7.225	208	611	2	53	44	12
13	2600	1706	2600	1117	158600	61	0	61	61	61	331.799	57.474	6.707	9.642	3.366	9.800	331.794	57.474	6.707	315	47	3	28	23	9
14	745	650	745	387	2235	3	0	3	3	3	319.576	61.921	5.838	5.620	1.616	5.548	319.576	61.921	5.838	312	56	3	14	15	7
15	1790	1326	1790	837	112770	63	0	63	63	63	387.670	67.700	5.958	8.475	3.057	8.237	387.674	67.700	5.958	377	56	3	23	26	8
