 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1052	890	1052	537	6312	6	0	6	6	6	130.879	128.455	6.899	6.565	2.021	6.233	130.879	128.455	6.899	120	119	2	16	23	10
2	1084	902	1084	497	7588	7	0	7	7	7	140.576	132.004	7.050	6.703	2.076	6.239	140.576	132.004	7.050	137	121	2	11	24	11
3	780	880	780	413	48360	62	0	62	62	62	172.297	144.373	7.544	5.762	1.698	5.700	172.297	144.373	7.544	165	133	2	15	22	11
4	2468	1664	2468	1007	157952	64	0	64	64	64	132.023	159.680	7.500	9.079	2.873	9.086	132.023	159.680	7.500	119	148	2	26	25	11
5	3753	2220	3753	1425	82566	22	0	22	22	22	220.455	194.924	6.906	10.316	2.990	10.988	220.455	194.924	6.906	208	182	2	30	26	11
6	1467	960	1467	634	55746	38	0	38	38	38	217.281	275.114	7.815	6.965	1.537	6.837	217.281	275.114	7.815	210	267	2	13	18	11
7	4129	2440	4129	1580	161031	39	0	39	39	39	144.441	288.994	7.735	11.920	4.598	11.671	144.444	288.994	7.735	127	272	2	30	42	11
8	2547	1424	2547	970	12735	5	0	5	5	5	114.665	124.086	7.165	8.915	2.654	8.775	114.665	124.086	7.165	102	117	3	25	17	10
9	257	438	257	195	514	2	0	2	2	2	163.899	133.490	6.848	5.363	2.257	5.112	163.899	133.490	6.848	157	129	3	15	14	9
10	369	436	369	204	2952	8	0	8	8	8	155.233	132.125	7.089	4.345	1.046	4.288	155.233	132.125	7.089	151	128	3	11	10	9
11	5689	3360	5689	2216	347029	61	0	61	61	61	99.791	142.531	7.243	13.481	4.890	13.259	99.787	142.531	7.243	84	120	3	32	42	10
12	4041	2510	4041	1590	44451	11	0	11	11	11	216.899	152.677	7.051	11.226	3.760	11.230	216.899	152.677	7.051	203	138	3	32	28	10
13	3889	2474	3889	1564	38890	10	0	10	10	10	193.563	152.284	7.374	11.031	3.585	11.122	193.563	152.284	7.374	178	135	3	32	31	10
14	3488	2144	3488	1334	52320	15	0	15	15	15	102.460	173.965	7.146	10.141	2.991	10.620	102.460	173.965	7.146	85	163	3	34	25	9
15	2930	1770	2930	1179	41020	14	0	14	14	14	198.639	174.219	6.982	9.661	3.058	9.790	198.639	174.219	6.982	182	165	3	29	21	10
