 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	7504	3570	7504	2136	772912	103	0	103	103	103	646.370	327.861	9.701	12.741	3.528	12.686	646.372	327.862	9.701	631	312	2	35	34	16
2	5685	3934	5685	2174	193290	34	0	34	34	34	547.900	728.523	8.293	13.604	4.988	13.285	547.883	728.522	8.293	528	707	2	40	40	12
3	4856	2540	4856	1601	189384	39	0	39	39	39	717.454	914.776	8.560	11.431	3.557	10.854	717.464	914.774	8.560	707	894	2	25	40	14
4	1944	1192	1944	719	81648	42	0	42	42	42	654.395	274.033	9.241	7.639	1.704	7.355	654.388	274.033	9.241	644	269	3	23	12	14
5	1937	1430	1937	780	1937	1	0	1	1	1	751.024	289.525	6.914	8.347	2.895	8.084	751.024	289.525	6.914	734	278	3	28	22	9
6	2584	1556	2584	889	7752	3	0	3	3	3	802.619	324.823	7.171	8.643	2.293	8.753	802.619	324.823	7.171	792	310	3	23	28	10
7	1810	1208	1810	691	36200	20	0	20	20	20	641.662	353.932	7.702	7.564	1.860	7.469	641.662	353.932	7.702	631	340	3	19	25	10
8	5771	3272	5771	1898	132733	23	0	23	23	23	625.627	398.210	8.042	12.158	3.582	12.511	625.640	398.210	8.042	609	378	3	33	40	13
9	1970	1314	1970	787	7880	4	0	4	4	4	869.522	390.927	7.814	7.801	1.997	8.253	869.522	390.927	7.814	859	381	3	22	19	10
10	4041	2340	4041	1362	181845	45	0	45	45	45	865.191	410.485	9.069	10.458	2.948	10.403	865.184	410.486	9.069	849	399	3	32	28	13
11	6841	4378	6841	2487	301004	44	0	44	44	44	711.611	399.944	9.713	14.042	5.075	13.886	711.638	399.945	9.713	688	383	3	54	35	12
12	599	692	599	348	3594	6	0	6	6	6	618.207	423.780	8.040	5.428	1.745	5.221	618.207	423.780	8.040	613	418	3	13	15	13
13	4571	2732	4571	1614	219408	48	0	48	48	48	725.599	438.320	8.852	11.706	3.906	11.229	725.599	438.320	8.852	706	420	3	32	37	12
14	2819	1910	2819	1103	28190	10	0	10	10	10	636.087	445.421	7.509	9.603	3.234	9.374	636.087	445.421	7.509	623	431	3	28	31	12
15	2379	1474	2379	881	26169	11	0	11	11	11	615.715	474.522	7.443	8.403	2.189	8.742	615.715	474.522	7.443	606	464	3	21	26	10
16	4183	2272	4183	1354	213333	51	0	51	51	51	686.210	475.707	9.664	10.601	3.169	10.357	686.216	475.707	9.664	675	459	3	22	36	13
17	3055	1884	3055	1106	180245	59	0	59	59	59	563.815	601.069	8.949	9.189	2.315	9.385	563.820	601.069	8.949	552	592	3	23	25	12
