 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2187	1302	2187	819	115911	53	0	53	53	53	557.972	676.881	10.059	7.970	1.735	8.052	557.966	676.880	10.059	547	670	4	20	18	12
2	2755	1892	2755	1135	195605	71	0	71	71	71	531.035	747.408	9.548	10.453	4.150	9.988	531.039	747.407	9.548	515	738	4	36	21	12
3	2748	1596	2748	993	30228	11	0	11	11	11	570.191	777.843	9.257	8.781	2.096	9.053	570.192	777.843	9.257	561	766	4	18	25	11
4	2967	1976	2967	1162	35604	12	0	12	12	12	698.470	790.380	8.415	10.056	3.580	9.628	698.470	790.380	8.415	686	779	4	37	26	10
5	2180	1492	2180	914	2180	1	0	1	1	1	692.262	810.249	8.629	8.527	2.529	8.718	692.262	810.249	8.629	682	800	4	21	25	10
6	3259	1904	3259	1229	45626	14	0	14	14	14	714.923	808.880	9.009	9.722	2.728	10.208	714.923	808.880	9.009	704	798	4	23	25	11
7	5506	4200	5506	2437	468010	85	0	85	85	85	673.622	836.470	9.906	14.407	5.477	14.233	673.621	836.473	9.906	646	813	4	51	38	11
8	3228	1950	3228	1206	293748	91	0	91	91	91	727.544	862.900	10.477	9.717	2.625	9.862	727.546	862.899	10.477	717	848	4	22	32	12
9	3755	2380	3755	1468	334195	89	0	89	89	89	660.049	860.546	10.543	10.493	2.991	10.736	660.047	860.544	10.543	644	850	4	34	24	12
10	1421	1032	1421	603	28420	20	0	20	20	20	734.009	879.973	9.210	6.928	1.694	6.962	734.009	879.973	9.210	725	870	4	19	20	12
11	1305	984	1305	588	28710	22	0	22	22	22	755.923	887.910	8.623	6.882	1.960	6.694	755.923	887.910	8.623	751	877	4	12	21	10
12	822	646	822	409	2466	3	0	3	3	3	745.422	886.310	8.068	5.768	1.501	5.669	745.422	886.310	8.068	740	877	4	10	17	8
13	2495	1810	2495	1102	9980	4	0	4	4	4	758.218	908.294	8.514	9.592	3.649	9.162	758.218	908.294	8.514	742	895	4	33	25	11
14	2394	1440	2394	821	79002	33	0	33	33	33	860.321	993.190	9.182	8.185	1.915	8.599	860.312	993.189	9.182	850	982	4	21	22	11
15	4665	2530	4665	1595	177270	38	0	38	38	38	406.106	481.938	9.907	11.299	3.445	11.279	406.119	481.938	9.907	391	466	5	31	32	11
16	3718	2174	3718	1389	145002	39	0	39	39	39	424.910	494.853	10.001	10.733	3.606	10.510	424.918	494.854	10.001	417	478	5	19	36	10
17	3608	2256	3608	1367	144320	40	0	40	40	40	444.060	495.996	9.896	11.328	4.493	10.671	444.060	495.996	9.896	431	474	5	26	37	11
18	3843	2174	3843	1336	161406	42	0	42	42	42	462.969	536.586	10.214	10.567	3.373	10.533	462.958	536.585	10.214	447	524	5	32	28	10
19	4183	2372	4183	1464	171503	41	0	41	41	41	415.959	533.149	10.491	11.167	3.795	10.953	415.952	533.149	10.491	404	513	5	27	39	11
20	3073	1860	3073	1192	374906	122	0	122	122	122	516.878	638.365	10.542	9.831	3.068	9.742	516.874	638.365	10.542	504	628	5	30	20	11
