 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1579	1118	1579	741	42633	27	0	27	27	27	706.032	19.049	5.621	7.670	2.456	7.698	706.040	19.049	5.621	696	9	2	20	20	8
2	4146	2778	4146	1868	8292	2	0	2	2	2	722.253	24.991	5.559	13.184	5.532	12.990	722.253	24.991	5.559	698	8	2	48	34	7
3	2020	1506	2020	919	96960	48	0	48	48	48	692.245	79.353	5.741	8.851	3.238	8.782	692.245	79.353	5.741	679	60	2	24	29	8
4	4210	2568	4210	1768	210500	50	0	50	50	50	820.083	88.716	5.852	11.951	4.416	11.925	820.071	88.716	5.852	801	73	2	45	30	8
5	2423	1860	2423	1153	111458	46	0	46	46	46	711.352	81.786	5.648	10.206	4.105	10.071	711.363	81.786	5.648	702	61	2	23	37	8
6	2582	1696	2582	1138	18074	7	0	7	7	7	801.114	107.604	5.360	9.584	3.384	9.577	801.114	107.604	5.360	791	94	2	22	35	7
7	3887	2464	3887	1660	229333	59	0	59	59	59	692.463	116.781	5.543	11.931	4.547	11.822	692.468	116.781	5.543	671	102	2	39	30	8
8	1636	1208	1636	813	21268	13	0	13	13	13	768.851	216.801	5.567	8.279	3.152	7.987	768.851	216.801	5.567	762	204	2	19	32	7
9	1918	1394	1918	923	28770	15	0	15	15	15	727.658	237.230	5.419	8.562	2.929	8.645	727.664	237.230	5.419	718	221	2	19	31	7
10	7399	4512	7399	3208	1117249	151	0	151	151	151	761.361	415.657	5.569	16.674	6.893	16.362	761.361	415.657	5.569	727	385	2	53	60	8
11	913	822	913	477	913	1	0	1	1	1	765.642	13.533	5.510	6.168	1.843	6.421	765.642	13.533	5.510	757	7	3	17	16	6
12	763	652	763	395	18312	24	0	24	24	24	783.410	11.849	6.045	5.776	1.751	5.502	783.410	11.849	6.045	775	7	3	18	10	7
13	631	616	631	339	18299	29	0	29	29	29	818.485	23.678	5.856	5.617	1.965	5.366	818.485	23.678	5.856	814	14	3	11	19	7
14	1644	1290	1644	759	4932	3	0	3	3	3	746.210	30.408	5.502	7.649	2.360	8.020	746.210	30.408	5.502	735	20	3	25	22	6
15	1019	956	1019	544	30570	30	0	30	30	30	841.844	24.018	5.808	6.782	2.378	6.630	841.844	24.018	5.808	833	13	3	18	22	6
16	1741	1284	1741	803	53971	31	0	31	31	31	802.611	31.644	5.971	7.803	2.367	8.247	802.619	31.644	5.971	792	18	3	21	24	7
17	1866	1494	1866	946	59712	32	0	32	32	32	772.742	36.237	5.743	8.684	3.053	8.856	772.742	36.237	5.743	758	24	3	29	25	6
