 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	5104	2664	5104	1662	484880	95	0	95	95	95	559.843	878.617	6.746	12.001	3.973	11.738	559.846	878.605	6.746	548	858	1	26	37	12
2	2794	1510	2794	943	92202	33	0	33	33	33	243.968	490.746	6.602	8.677	2.017	9.047	243.965	490.745	6.602	233	480	2	23	21	10
3	2655	1398	2655	787	143370	54	0	54	54	54	481.461	624.469	7.287	8.271	1.275	8.625	481.469	624.469	7.287	472	615	2	20	20	12
4	1021	806	1021	476	173570	170	0	170	170	170	198.723	439.568	8.854	6.113	1.345	6.180	198.723	439.568	8.854	193	434	3	15	12	12
5	1658	1140	1658	763	53056	32	0	32	32	32	276.856	491.251	6.668	7.793	2.400	7.665	276.856	491.251	6.668	266	484	3	23	15	8
6	6125	3522	6125	2319	220500	36	0	36	36	36	280.364	512.696	6.601	13.463	4.496	13.571	280.364	512.695	6.601	259	498	3	44	36	11
7	549	480	549	297	549	1	0	1	1	1	270.178	527.494	5.617	4.899	1.230	4.846	270.178	527.494	5.617	264	523	3	13	11	6
8	636	600	636	355	3180	5	0	5	5	5	252.167	532.687	5.887	5.394	1.582	5.658	252.167	532.687	5.887	245	527	3	14	13	7
9	1201	974	1201	600	7206	6	0	6	6	6	262.276	540.812	5.793	7.134	2.352	7.371	262.276	540.812	5.793	251	530	3	21	20	6
10	1758	1196	1758	765	68562	39	0	39	39	39	352.254	554.068	6.406	7.618	2.087	7.881	352.257	554.069	6.406	344	545	3	20	19	9
11	1404	1102	1404	673	11232	8	0	8	8	8	203.875	562.127	6.289	7.253	2.252	7.533	203.875	562.127	6.289	195	553	3	19	20	7
12	1691	1324	1691	756	15219	9	0	9	9	9	237.932	569.062	6.911	7.998	2.520	8.088	237.932	569.062	6.911	225	561	3	23	21	9
13	450	538	450	307	4500	10	0	10	10	10	350.744	567.656	6.320	5.219	2.129	4.706	350.744	567.656	6.320	341	563	3	16	18	8
14	705	620	705	346	29610	42	0	42	42	42	230.189	575.000	6.892	5.360	1.177	5.205	230.189	575.000	6.892	225	570	3	12	13	9
15	1823	1312	1823	819	72920	40	0	40	40	40	364.716	568.407	7.440	8.312	2.798	8.489	364.716	568.407	7.440	356	559	3	23	24	9
16	2917	1790	2917	1153	131265	45	0	45	45	45	338.397	576.359	7.011	9.764	3.285	9.863	338.391	576.358	7.011	323	565	3	30	24	9
17	1448	1002	1448	632	72400	50	0	50	50	50	270.912	594.416	6.820	6.960	1.821	7.354	270.912	594.417	6.820	264	586	3	16	18	8
18	1098	884	1098	509	55998	51	0	51	51	51	361.954	597.033	6.782	6.520	1.945	6.704	361.956	597.033	6.782	354	587	3	19	19	8
19	2733	1730	2733	1115	30063	11	0	11	11	11	203.984	600.212	6.658	9.162	2.757	9.682	203.984	600.212	6.658	192	589	3	24	25	10
20	1799	1382	1799	861	21588	12	0	12	12	12	230.658	616.835	6.206	8.374	2.877	8.826	230.658	616.835	6.206	219	607	3	25	25	7
21	2594	1764	2594	1072	142670	55	0	55	55	55	209.205	633.346	7.483	9.180	2.907	9.056	209.209	633.345	7.483	198	620	3	23	32	11
22	1170	916	1170	558	18720	16	0	16	16	16	315.537	665.580	6.285	6.578	1.802	6.686	315.537	665.580	6.285	306	658	3	19	17	8
23	4066	2326	4066	1546	264290	65	0	65	65	65	301.458	683.036	7.440	10.850	3.182	11.335	301.452	683.034	7.440	289	670	3	28	31	10
24	2091	1138	2091	782	278103	133	0	133	133	133	278.514	683.808	8.083	7.739	1.522	7.665	278.512	683.807	8.083	268	678	3	20	13	11
25	2655	1552	2655	1056	188505	71	0	71	71	71	285.914	699.555	7.100	9.285	3.052	8.840	285.919	699.555	7.100	272	692	3	30	16	10
26	2658	1538	2658	851	369462	139	0	139	139	139	611.119	708.222	7.498	8.630	2.005	8.588	611.120	708.223	7.498	602	697	3	24	26	11
27	3213	1720	3213	1129	234549	73	0	73	73	73	200.688	718.467	6.938	9.441	2.573	9.603	200.684	718.468	6.938	188	707	3	28	22	9
28	1263	1166	1263	647	21471	17	0	17	17	17	622.299	722.674	6.454	7.741	2.967	7.730	622.299	722.674	6.454	608	714	3	29	21	9
29	1788	1128	1788	691	132312	74	0	74	74	74	596.958	720.702	6.889	7.454	1.782	7.800	596.951	720.702	6.889	588	712	3	20	19	8
30	1815	1256	1815	753	32670	18	0	18	18	18	507.707	727.151	6.543	7.621	2.129	8.140	507.707	727.151	6.543	498	717	3	21	21	8
31	2786	1438	2786	845	415114	149	0	149	149	149	571.410	728.114	8.034	8.444	1.494	8.722	571.408	728.113	8.034	562	718	3	20	21	11
32	1246	892	1246	556	23674	19	0	19	19	19	585.501	736.951	6.576	6.602	1.788	6.884	585.501	736.951	6.576	577	728	3	17	19	8
33	6927	3668	6927	2317	1066758	154	0	154	154	154	477.054	758.460	7.473	14.054	5.018	13.852	477.051	758.466	7.473	453	743	3	52	30	11
34	2803	1472	2803	854	440071	157	0	157	157	157	349.763	767.951	8.411	8.487	1.628	8.917	349.761	767.951	8.411	340	758	3	21	21	11
35	3384	2036	3384	1297	277488	82	0	82	82	82	462.332	783.465	6.941	10.045	3.059	10.505	462.324	783.464	6.941	449	770	3	26	28	10
36	1692	1210	1692	757	133668	79	0	79	79	79	488.459	781.651	6.697	7.831	2.464	7.884	488.463	781.650	6.697	479	774	3	21	21	9
37	1937	1324	1937	770	38740	20	0	20	20	20	597.678	785.050	6.580	7.765	2.151	8.266	597.678	785.050	6.580	587	775	3	21	21	8
38	1819	1192	1819	748	152796	84	0	84	84	84	537.369	785.774	6.747	7.594	2.088	8.135	537.365	785.774	6.747	528	776	3	20	20	8
39	847	784	847	435	134673	159	0	159	159	159	477.035	788.718	7.857	6.445	2.346	6.095	477.037	788.717	7.857	470	777	3	13	23	10
40	446	426	446	246	9366	21	0	21	21	21	596.805	802.599	6.365	4.632	1.247	4.358	596.805	802.599	6.365	591	799	3	14	7	7
41	1829	1332	1829	811	162781	89	0	89	89	89	599.353	816.470	7.636	7.966	2.362	8.385	599.350	816.469	7.636	590	807	3	21	22	9
42	3043	1920	3043	1209	267784	88	0	88	88	88	273.593	812.683	8.090	10.026	3.412	10.045	273.593	812.683	8.090	260	802	3	33	21	10
43	3236	2096	3236	1284	520996	161	0	161	161	161	421.623	823.141	8.511	10.281	3.452	10.391	421.623	823.155	8.511	409	812	3	35	25	11
44	1650	1168	1650	707	36300	22	0	22	22	22	540.902	824.490	6.257	7.414	2.081	7.855	540.902	824.490	6.257	531	815	3	21	20	7
45	2322	1352	2322	811	213624	92	0	92	92	92	463.020	834.948	7.217	8.104	1.947	8.574	463.026	834.948	7.217	453	825	3	21	21	9
46	4287	2614	4287	1603	694494	162	0	162	162	162	347.717	846.201	8.471	11.287	3.666	11.636	347.714	846.199	8.471	328	833	3	33	29	11
47	1512	1060	1512	664	34776	23	0	23	23	23	600.296	866.625	5.781	7.133	1.960	7.635	600.299	866.625	5.781	591	858	3	19	18	7
48	855	814	855	469	20520	24	0	24	24	24	579.667	868.771	5.772	6.019	1.946	6.355	579.667	868.771	5.772	571	861	3	18	21	6
49	1421	1010	1421	623	35525	25	0	25	25	25	542.561	881.126	6.791	6.988	1.946	7.064	542.559	881.125	6.791	534	871	3	15	21	9
50	1085	816	1085	515	28210	26	0	26	26	26	597.785	883.406	5.966	6.361	1.676	6.601	597.785	883.406	5.966	589	877	3	18	14	7
51	2817	1808	2817	1252	76059	27	0	27	27	27	588.545	900.001	6.108	9.781	3.213	10.076	588.555	900.000	6.108	577	885	3	27	26	8
52	1239	954	1239	595	252756	204	0	204	204	204	183.301	438.590	10.316	7.001	2.189	7.037	183.301	438.591	10.316	171	431	4	21	15	11
53	1348	1086	1348	682	37744	28	0	28	28	28	237.810	452.315	7.093	7.617	2.828	7.523	237.810	452.315	7.093	227	444	4	26	17	7
54	953	892	953	566	27637	29	0	29	29	29	267.081	459.421	7.369	7.436	3.284	7.099	267.081	459.421	7.369	254	450	4	23	20	6
55	2108	1476	2108	882	212908	101	0	101	101	101	211.196	475.965	7.579	8.284	2.482	8.534	211.193	475.965	7.579	197	467	4	27	21	11
56	939	774	939	469	28170	30	0	30	30	30	286.520	479.561	7.653	6.551	2.272	6.271	286.520	479.561	7.653	275	475	4	23	11	8
57	418	410	418	248	836	2	0	2	2	2	261.407	496.096	6.263	4.438	1.073	4.462	261.407	496.096	6.263	257	491	4	9	13	6
58	1646	1304	1646	802	55964	34	0	34	34	34	300.000	496.626	7.170	8.236	2.918	8.215	300.000	496.626	7.170	289	487	4	24	22	7
59	1099	848	1099	493	112098	102	0	102	102	102	317.809	491.399	8.146	6.349	1.586	6.618	317.809	491.399	8.146	310	484	4	18	15	9
60	2614	1796	2614	1126	269242	103	0	103	103	103	215.609	496.233	7.399	9.633	3.283	9.707	215.611	496.232	7.399	202	484	4	28	28	10
61	1392	1128	1392	660	48720	35	0	35	35	35	333.644	504.580	7.463	7.682	2.885	7.689	333.644	504.580	7.463	317	496	4	26	21	8
62	4487	2718	4487	1568	771764	172	0	172	172	172	234.648	510.860	8.953	11.588	3.868	11.551	234.654	510.860	8.953	220	496	4	30	38	12
63	337	372	337	190	1011	3	0	3	3	3	250.590	521.466	6.315	4.024	0.789	3.936	250.590	521.466	6.315	246	517	4	11	9	6
64	412	470	412	262	1648	4	0	4	4	4	294.626	532.944	6.192	4.791	1.669	4.615	294.626	532.944	6.192	286	529	4	17	10	5
65	2268	1490	2268	959	83916	37	0	37	37	37	361.609	536.422	7.368	8.491	2.502	8.994	361.604	536.421	7.368	350	525	4	24	24	7
66	808	712	808	411	30704	38	0	38	38	38	203.968	546.793	6.786	5.904	1.887	5.854	203.968	546.793	6.786	195	541	4	19	11	7
67	1239	1048	1239	661	8673	7	0	7	7	7	235.256	551.900	5.973	7.019	2.248	7.385	235.256	551.900	5.973	225	543	4	22	17	6
68	598	538	598	315	26312	44	0	44	44	44	370.829	576.564	7.473	5.174	1.426	5.081	370.829	576.564	7.473	365	572	4	14	12	8
69	1191	876	1191	538	51213	43	0	43	43	43	390.157	572.804	7.097	6.572	1.716	6.806	390.159	572.803	7.097	382	564	4	18	17	7
70	1314	1004	1314	593	61758	47	0	47	47	47	265.109	576.667	7.180	6.799	1.909	7.233	265.109	576.667	7.180	256	568	4	19	18	7
71	1256	902	1256	552	57776	46	0	46	46	46	412.664	577.021	7.484	6.607	1.731	7.016	412.664	577.021	7.484	403	569	4	19	17	7
72	1666	1144	1666	703	79968	48	0	48	48	48	471.863	586.283	6.923	7.365	2.034	7.886	471.863	586.283	6.923	463	577	4	19	20	7
73	1800	1276	1800	799	199800	111	0	111	111	111	376.700	588.552	7.358	7.918	2.372	8.122	376.703	588.552	7.358	365	579	4	22	20	8
74	1316	976	1316	617	64484	49	0	49	49	49	395.926	587.704	6.663	6.840	1.918	7.183	395.923	587.703	6.663	388	579	4	18	18	7
75	1852	1172	1852	706	207424	112	0	112	112	112	433.432	586.913	8.013	7.531	1.859	7.916	433.432	586.913	8.013	424	577	4	20	21	8
76	2289	1396	2289	863	260946	114	0	114	114	114	305.384	592.057	8.066	8.187	2.144	8.760	305.380	592.056	8.066	294	581	4	23	21	9
77	1927	1196	1927	766	227386	118	0	118	118	118	307.660	610.750	7.808	7.693	1.918	8.131	307.663	610.750	7.808	298	603	4	21	19	8
78	2246	1448	2246	894	116792	52	0	52	52	52	262.061	617.288	7.564	8.484	2.599	8.736	262.061	617.288	7.564	252	605	4	20	24	9
79	1646	1108	1646	679	197520	120	0	120	120	120	446.923	614.962	8.207	7.618	2.342	7.420	446.923	614.962	8.207	441	604	4	14	25	9
80	353	378	353	203	4589	13	0	13	13	13	234.592	627.292	6.473	4.204	1.047	4.134	234.592	627.292	6.473	230	623	4	12	9	6
81	1319	982	1319	622	18466	14	0	14	14	14	143.983	643.990	6.297	6.899	2.018	7.295	143.983	643.990	6.297	135	635	4	18	20	6
82	2355	1502	2355	877	287310	122	0	122	122	122	543.585	644.565	8.218	8.488	2.391	8.643	543.581	644.565	8.218	535	632	4	19	26	9
83	1282	1084	1282	637	160250	125	0	125	125	125	223.012	645.593	7.697	7.644	2.873	7.281	223.011	645.593	7.697	214	632	4	18	24	10
84	988	764	988	518	14820	15	0	15	15	15	202.757	647.853	6.267	6.505	2.214	6.291	202.757	647.853	6.267	192	642	4	22	12	6
85	798	676	798	405	47082	59	0	59	59	59	156.870	650.550	6.788	6.035	2.021	5.946	156.870	650.550	6.788	153	641	4	9	20	7
86	282	306	282	172	16074	57	0	57	57	57	166.535	644.957	6.809	3.771	0.821	3.741	166.535	644.957	6.809	163	641	4	9	8	6
87	783	682	783	415	47763	61	0	61	61	61	166.658	657.066	7.192	5.739	1.645	5.608	166.658	657.067	7.192	160	650	4	14	15	7
88	1862	1448	1862	899	115444	62	0	62	62	62	197.860	665.758	7.148	8.991	3.351	8.741	197.860	665.759	7.148	189	653	4	17	31	9
89	1645	1242	1645	768	213850	130	0	130	130	130	210.716	666.883	7.616	7.951	2.490	7.745	210.715	666.883	7.616	205	654	4	15	26	10
90	1468	1022	1468	646	92484	63	0	63	63	63	240.023	666.014	6.884	7.189	2.135	7.331	240.025	666.013	6.884	230	658	4	21	15	7
91	594	594	594	307	76032	128	0	128	128	128	22.022	661.513	7.588	5.442	1.830	5.126	22.022	661.513	7.588	14	656	4	16	14	8
92	1963	1102	1963	696	259116	132	0	132	132	132	278.638	670.412	8.417	7.508	1.428	7.505	278.637	670.412	8.417	269	663	4	20	14	10
93	2370	1512	2370	951	161160	68	0	68	68	68	237.388	684.461	7.526	8.745	2.591	8.739	237.388	684.461	7.526	227	674	4	23	22	9
94	1756	1200	1756	735	115896	66	0	66	66	66	325.654	683.010	7.495	7.540	2.022	7.901	325.652	683.010	7.495	317	672	4	19	22	8
95	212	268	212	139	14204	67	0	67	67	67	484.958	685.033	6.660	3.373	0.713	3.316	484.958	685.033	6.660	482	681	4	8	9	6
96	1914	1262	1914	753	256476	134	0	134	134	134	140.378	688.857	7.922	7.686	2.097	8.221	140.378	688.857	7.922	131	679	4	20	21	8
97	7188	3826	7188	2324	1322592	184	0	184	184	184	466.524	704.581	8.566	14.379	5.109	14.482	466.536	704.582	8.566	450	680	4	34	47	11
98	2605	1504	2605	968	182350	70	0	70	70	70	252.840	696.515	7.403	8.621	2.303	9.265	252.843	696.515	7.403	241	686	4	24	22	8
99	230	290	230	145	15870	69	0	69	69	69	488.052	693.517	6.613	3.564	0.915	3.596	488.052	693.517	6.613	484	690	4	9	9	6
100	1828	1300	1828	781	248608	136	0	136	136	136	417.752	700.231	8.201	7.823	2.287	8.235	417.752	700.231	8.201	407	691	4	21	20	9
101	2279	1670	2279	972	319060	140	0	140	140	140	431.787	708.735	7.833	9.414	3.444	9.079	431.793	708.735	7.833	422	691	4	19	33	9
102	4385	2732	4385	1668	600745	137	0	137	137	137	161.580	704.190	7.725	11.547	3.873	11.765	161.578	704.189	7.725	143	690	4	38	28	10
