 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	185	296	185	127	185	1	0	1	1	1	247.789	681.362	4.081	3.358	0.966	3.407	247.789	681.362	4.081	245	677	1	7	10	9
2	7155	5334	7155	2685	1845990	258	0	258	258	258	300.712	721.470	12.791	12.502	2.889	12.695	300.707	721.442	12.791	284	708	1	35	36	22
3	5659	4468	5659	2446	956371	169	0	169	169	169	256.219	789.097	11.819	11.632	3.475	11.849	256.218	789.094	11.819	244	771	1	25	36	24
4	17115	9026	17115	5137	4586820	268	0	268	268	268	232.996	799.096	12.255	18.621	6.064	18.108	233.000	799.103	12.255	197	771	1	54	56	23
5	9769	6872	9769	3735	1660730	170	0	170	170	170	264.666	816.379	12.117	14.101	4.659	13.793	264.663	816.372	12.117	250	800	1	44	37	25
6	5274	3430	5274	1882	1133910	215	0	215	215	215	209.642	853.500	11.779	10.954	2.713	10.848	209.643	853.497	11.779	200	839	1	22	31	23
7	8420	4720	8420	2730	2374440	282	0	282	282	282	149.560	898.977	14.887	12.919	3.228	12.591	149.559	898.971	14.887	139	881	1	21	38	27
8	3138	2306	3138	1329	458148	146	0	146	146	146	70.246	958.954	10.002	8.884	1.991	9.009	70.246	958.956	10.002	58	952	1	22	18	18
9	1042	1430	1042	709	236534	227	0	227	227	227	140.229	970.023	12.275	6.935	2.338	6.799	140.230	970.024	12.275	137	964	1	14	18	24
10	739	958	739	465	172187	233	0	233	233	233	70.517	1000.268	10.874	5.960	1.899	5.877	70.517	1000.266	10.874	63	994	1	17	14	19
11	5127	3328	5127	1900	779304	152	0	152	152	152	58.393	1013.329	12.541	10.719	2.411	10.649	58.393	1013.325	12.541	47	999	1	23	24	27
12	5219	3774	5219	2078	1226465	235	0	235	235	235	76.511	1013.400	13.088	10.735	2.665	10.627	76.512	1013.406	13.088	66	1001	1	31	22	27
13	1181	1424	1181	709	347214	294	0	294	294	294	41.853	1016.090	11.579	6.813	2.127	6.582	41.853	1016.088	11.579	33	1006	1	16	16	23
14	1388	2018	1388	930	223468	161	0	161	161	161	403.519	657.147	12.261	7.355	2.479	7.123	403.519	657.146	12.261	396	646	2	17	27	22
15	16572	10506	16572	5643	3347544	202	0	202	202	202	351.549	700.272	12.026	19.220	6.705	18.615	351.548	700.271	12.026	334	670	2	37	63	21
16	6129	6156	6129	3148	1538379	251	0	251	251	251	384.436	695.638	12.230	12.978	4.986	12.357	384.435	695.637	12.230	369	677	2	38	47	20
17	10339	5478	10339	3020	3184412	308	0	308	308	308	323.702	701.282	13.355	13.797	2.868	13.726	323.700	701.284	13.355	303	687	2	36	33	26
18	8380	5796	8380	3081	2069860	247	0	247	247	247	324.700	678.828	12.111	14.379	5.014	13.717	324.699	678.831	12.111	298	662	2	44	31	20
19	2296	2056	2296	1101	583184	254	0	254	254	254	300.547	701.355	12.369	8.033	1.649	8.120	300.550	701.351	12.369	290	690	2	21	18	22
20	4459	4896	4459	2415	1159340	260	0	260	260	260	355.859	740.453	13.039	10.997	3.590	10.860	355.855	740.455	13.039	341	725	2	32	29	23
21	403	756	403	309	17732	44	0	44	44	44	127.985	757.372	9.660	5.522	2.145	5.327	127.985	757.372	9.660	123	751	2	12	12	18
22	2616	2774	2616	1344	1111800	425	0	425	425	425	215.193	773.554	14.706	8.640	2.404	8.651	215.192	773.552	14.706	203	764	2	25	20	22
23	2608	2360	2608	1247	565936	217	0	217	217	217	224.720	859.834	11.845	9.327	3.112	9.493	224.719	859.834	11.845	217	849	2	17	29	23
24	286	648	286	249	24596	86	0	86	86	86	73.122	869.049	8.497	4.933	2.126	4.809	73.122	869.049	8.497	67	860	2	13	17	14
25	27742	14664	27742	8113	9321312	336	0	336	336	336	163.647	871.202	13.442	19.692	5.475	20.016	163.633	871.215	13.442	129	840	2	59	55	26
26	9245	6448	9245	3624	2616335	283	0	283	283	283	172.193	904.458	13.541	14.762	5.449	14.002	172.194	904.453	13.540	155	891	2	52	32	26
27	1925	2156	1925	1045	115500	60	0	60	60	60	101.969	891.259	8.783	8.582	3.279	8.194	101.969	891.258	8.783	88	877	2	30	25	16
28	5191	3570	5191	1986	680021	131	0	131	131	131	128.023	896.879	9.323	11.176	2.989	11.578	128.025	896.871	9.323	115	880	2	27	29	17
29	4080	3564	4080	1804	367200	90	0	90	90	90	87.875	913.070	9.772	10.766	3.653	10.677	87.875	913.072	9.772	72	892	2	27	41	23
30	2207	1986	2207	993	390639	177	0	177	177	177	93.615	945.149	10.369	8.509	2.382	8.259	93.614	945.149	10.369	82	933	2	24	23	19
31	1310	1184	1310	633	189950	145	0	145	145	145	44.355	954.281	10.938	6.782	1.674	6.597	44.355	954.287	10.938	39	948	2	14	14	21
32	8779	8054	8779	4214	3011197	343	0	343	343	343	126.349	979.384	13.642	13.303	4.385	13.233	126.349	979.376	13.641	109	957	2	38	49	24
33	2678	2144	2678	1203	393666	147	0	147	147	147	85.608	973.700	10.767	8.756	2.351	8.868	85.609	973.702	10.767	78	963	2	15	24	20
34	11049	9562	11049	4855	3226308	292	0	292	292	292	102.073	1000.761	13.824	14.492	3.945	14.759	102.070	1000.756	13.824	82	982	2	41	39	25
35	4408	4412	4408	2298	661200	150	0	150	150	150	10.032	998.544	10.458	10.895	4.099	10.118	10.032	998.542	10.458	1	978	2	21	43	23
36	857	1096	857	535	84843	99	0	99	99	99	13.893	1016.936	10.172	5.947	1.698	5.788	13.893	1016.934	10.172	8	1012	2	13	10	19
37	308	638	308	259	4312	14	0	14	14	14	432.581	636.679	8.581	4.742	1.796	4.585	432.581	636.679	8.581	427	631	3	12	12	14
38	185	474	185	166	5920	32	0	32	32	32	230.827	635.503	8.195	4.097	1.349	4.287	230.827	635.503	8.195	225	631	3	12	10	11
39	4130	4644	4130	2283	805350	195	0	195	195	195	318.300	644.684	12.823	10.660	3.557	10.776	318.301	644.682	12.823	302	624	3	30	37	20
40	4499	6336	4499	2893	881804	196	0	196	196	196	420.111	660.420	11.467	11.536	4.257	11.201	420.107	660.422	11.467	402	643	3	40	34	20
41	5001	4232	5001	2242	995199	199	0	199	199	199	379.645	668.718	11.587	10.581	2.752	10.738	379.645	668.723	11.587	363	654	3	29	28	22
42	903	1294	903	628	65016	72	0	72	72	72	395.827	662.176	9.631	6.138	1.987	6.003	395.827	662.176	9.631	389	650	3	16	20	15
43	2412	1832	2412	1066	477576	198	0	198	198	198	350.305	666.758	11.990	8.235	2.037	8.438	350.308	666.755	11.990	338	660	3	24	14	19
44	3123	2240	3123	1265	505926	162	0	162	162	162	367.249	658.801	11.866	8.798	1.800	8.779	367.245	658.799	11.866	361	649	3	17	23	20
45	228	492	228	194	8436	37	0	37	37	37	184.325	673.000	7.895	4.252	1.583	4.219	184.325	673.000	7.895	179	668	3	12	9	12
46	650	1370	650	539	68250	105	0	105	105	105	181.232	682.945	8.882	6.370	2.418	6.241	181.232	682.944	8.882	173	674	3	20	22	14
47	1276	1436	1276	813	255200	200	0	200	200	200	372.907	683.887	12.214	7.160	2.087	7.088	372.907	683.886	12.214	367	676	3	17	21	19
48	440	908	440	367	47080	107	0	107	107	107	171.291	688.320	10.200	5.303	1.889	5.370	171.291	688.321	10.200	165	679	3	13	19	16
49	678	1402	678	562	27120	40	0	40	40	40	171.294	705.094	9.178	6.708	2.719	6.493	171.294	705.094	9.178	163	694	3	21	22	15
50	3551	4298	3551	2116	905505	255	0	255	255	255	400.210	708.961	12.673	10.291	3.654	9.805	400.211	708.969	12.673	390	689	3	23	39	21
51	2500	2394	2500	1203	767500	307	0	307	307	307	272.554	702.978	13.069	8.408	2.135	8.260	272.554	702.978	13.069	263	691	3	23	22	21
52	1457	2004	1457	936	451670	310	0	310	310	310	280.075	718.054	13.499	7.173	2.546	6.899	280.076	718.054	13.499	270	710	3	19	24	19
53	277	472	277	208	4432	16	0	16	16	16	154.303	710.693	8.314	4.198	1.511	4.001	154.303	710.693	8.314	150	705	3	10	11	15
54	1648	1568	1648	819	514176	312	0	312	312	312	326.573	723.277	13.067	7.335	1.755	7.113	326.575	723.277	13.067	318	718	3	19	14	18
55	2365	2836	2365	1357	390225	165	0	165	165	165	388.162	717.875	12.156	8.441	2.641	8.291	388.161	717.876	12.156	380	704	3	18	28	19
56	400	626	400	279	82000	205	0	205	205	205	258.010	723.547	11.005	4.795	1.672	4.677	258.010	723.547	11.005	253	719	3	11	12	17
57	3340	3326	3340	1700	1052100	315	0	315	315	315	328.979	738.746	12.253	9.257	2.452	9.287	328.981	738.747	12.253	314	728	3	29	22	18
58	1812	2444	1812	1147	378708	209	0	209	209	209	374.574	737.045	11.943	8.599	2.935	8.744	374.574	737.045	11.943	365	727	3	25	20	20
59	421	842	421	350	109881	261	0	261	261	261	150.988	739.342	11.933	5.701	2.536	5.318	150.988	739.342	11.933	144	731	3	13	18	19
60	2484	3264	2484	1591	414828	167	0	167	167	167	382.274	747.004	11.055	8.435	2.851	8.329	382.274	747.005	11.055	370	738	3	28	23	20
61	191	344	191	141	1719	9	0	9	9	9	193.126	748.759	6.806	3.596	1.247	3.403	193.126	748.759	6.806	188	743	3	10	10	10
62	3320	4022	3320	1941	1069040	322	0	322	322	322	243.700	764.474	13.635	9.404	2.746	9.527	243.699	764.479	13.635	230	750	3	26	26	24
63	3718	4144	3718	2025	1204632	324	0	324	324	324	290.241	765.604	14.071	10.916	4.201	10.676	290.237	765.606	14.071	277	744	3	27	42	23
64	3354	4124	3354	1963	1234272	368	0	368	368	368	246.826	749.615	14.568	10.314	4.051	9.613	246.828	749.616	14.568	229	739	3	40	23	22
65	3520	3688	3520	1840	1119360	318	0	318	318	318	315.557	750.922	13.675	9.652	3.024	9.512	315.560	750.922	13.675	304	739	3	30	24	20
