 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2424	1438	2424	821	67872	28	0	28	28	28	541.792	198.882	6.842	8.236	1.912	8.547	541.792	198.882	6.842	532	189	2	22	22	10
2	2884	1756	2884	1072	259560	90	0	90	90	90	416.872	104.146	7.433	9.211	2.612	9.508	416.866	104.146	7.433	404	93	3	25	25	10
3	2114	1250	2114	837	46508	22	0	22	22	22	442.968	168.781	7.065	7.998	2.027	8.453	442.968	168.781	7.065	433	159	3	21	20	9
4	1888	1294	1888	780	45312	24	0	24	24	24	461.684	177.630	6.925	7.806	2.194	8.189	461.684	177.630	6.925	452	168	3	21	22	9
5	1423	1088	1423	644	35575	25	0	25	25	25	553.742	178.637	6.503	7.132	2.088	7.451	553.740	178.637	6.503	545	169	3	19	21	8
6	2005	1228	2005	790	54135	27	0	27	27	27	443.142	186.644	7.163	7.817	1.970	8.205	443.147	186.644	7.163	433	179	3	21	18	10
7	2961	1842	2961	1149	115479	39	0	39	39	39	573.637	266.309	7.398	9.940	3.367	9.924	573.645	266.309	7.398	561	248	3	29	30	10
8	1910	1424	1910	891	85950	45	0	45	45	45	530.271	307.029	6.488	8.245	2.565	8.641	530.266	307.029	6.488	518	296	3	24	22	8
9	5594	2754	5594	1756	609746	109	0	109	109	109	605.529	326.854	7.771	12.390	4.217	12.332	605.529	326.854	7.771	593	308	3	26	37	11
10	5566	3146	5566	2130	311696	56	0	56	56	56	539.335	422.671	7.285	12.986	4.533	13.063	539.347	422.671	7.285	521	406	3	38	39	9
11	720	570	720	370	42480	59	0	59	59	59	527.982	438.418	6.914	5.351	1.161	5.222	527.984	438.418	6.914	520	434	3	14	11	8
12	3123	1864	3123	1230	190503	61	0	61	61	61	531.146	457.482	7.001	9.670	2.816	10.110	531.141	457.481	7.001	518	444	3	28	28	9
13	913	738	913	432	2739	3	0	3	3	3	464.633	33.512	7.441	6.104	1.891	5.943	464.633	33.512	7.441	455	28	4	19	12	7
14	989	876	989	511	3956	4	0	4	4	4	496.529	32.021	7.201	6.269	1.881	6.710	496.529	32.021	7.201	488	24	4	17	18	7
15	4281	2488	4281	1568	21405	5	0	5	5	5	523.026	54.894	7.641	11.607	4.128	11.718	523.026	54.894	7.641	507	40	4	35	30	9
16	1784	1164	1784	719	148072	83	0	83	83	83	372.885	54.102	7.939	7.557	2.099	7.813	372.888	54.102	7.939	362	46	4	22	18	8
17	1764	1176	1764	737	148176	84	0	84	84	84	496.155	53.379	7.747	7.535	2.031	8.019	496.153	53.379	7.747	486	43	4	20	21	8
18	1872	1214	1872	766	14976	8	0	8	8	8	505.869	69.237	7.384	7.697	2.060	8.132	505.869	69.237	7.384	495	59	4	22	21	8
19	916	734	916	441	6412	7	0	7	7	7	442.575	66.055	7.124	6.174	1.942	5.958	442.575	66.055	7.124	432	60	4	21	11	7
20	779	610	779	377	8569	11	0	11	11	11	435.652	77.388	7.214	5.449	1.142	5.669	435.652	77.388	7.214	429	72	4	13	13	7
21	677	570	677	334	6770	10	0	10	10	10	447.394	76.682	7.468	5.157	1.048	5.181	447.394	76.682	7.468	442	72	4	12	12	8
22	4058	2182	4058	1471	369278	91	0	91	91	91	393.609	105.134	7.902	10.575	3.062	11.224	393.611	105.135	7.902	381	91	4	26	27	9
23	2441	1568	2441	989	29292	12	0	12	12	12	466.291	110.748	7.173	8.674	2.580	9.198	466.291	110.748	7.173	455	99	4	24	24	7
24	2023	1534	2023	909	26299	13	0	13	13	13	529.268	113.036	6.687	8.983	3.517	8.597	529.268	113.036	6.687	515	97	4	27	29	7
25	1197	872	1197	525	110124	92	0	92	92	92	374.406	112.114	7.714	6.512	1.723	6.609	374.406	112.114	7.714	367	103	4	14	19	8
26	1297	966	1297	576	18158	14	0	14	14	14	510.074	116.831	7.093	6.754	1.810	7.143	510.074	116.831	7.093	502	108	4	17	19	7
27	1741	1286	1741	786	161913	93	0	93	93	93	389.464	127.020	7.813	7.831	2.374	8.043	389.461	127.020	7.813	379	119	4	21	21	8
28	476	480	476	258	7140	15	0	15	15	15	453.393	123.584	6.910	4.628	1.197	4.567	453.393	123.584	6.910	448	117	4	11	15	6
29	326	336	326	188	5216	16	0	16	16	16	464.650	127.365	6.727	3.958	0.787	3.954	464.650	127.365	6.727	460	124	4	10	8	6
30	895	746	895	439	17900	20	0	20	20	20	535.066	137.241	7.304	6.202	2.034	5.930	535.066	137.241	7.304	529	127	4	11	22	7
31	978	780	978	466	20538	21	0	21	21	21	544.309	137.730	7.143	6.350	2.057	6.123	544.309	137.730	7.143	540	127	4	11	22	7
32	500	516	500	269	9500	19	0	19	19	19	460.554	136.166	6.570	4.962	1.481	4.843	460.554	136.166	6.570	454	131	4	16	11	6
33	1378	980	1378	586	24804	18	0	18	18	18	405.580	135.697	7.670	6.822	1.758	7.200	405.580	135.697	7.670	398	127	4	18	18	8
34	1369	1120	1369	671	1369	1	0	1	1	1	556.512	157.991	6.642	7.140	2.189	7.607	556.512	157.991	6.642	547	149	4	20	19	6
35	2152	1440	2152	900	49496	23	0	23	23	23	424.497	176.414	7.207	8.397	2.606	8.781	424.501	176.414	7.207	409	166	4	25	22	8
36	1850	1308	1850	792	48100	26	0	26	26	26	529.119	179.810	6.823	7.823	2.304	8.265	529.119	179.810	6.823	518	169	4	22	22	7
37	1088	902	1088	536	32640	30	0	30	30	30	521.178	199.924	7.015	6.452	1.861	6.819	521.178	199.924	7.015	513	191	4	18	18	7
38	1075	840	1075	492	31175	29	0	29	29	29	502.993	199.329	7.472	6.269	1.654	6.575	502.993	199.329	7.472	495	191	4	17	17	7
39	2610	1868	2610	1162	80910	31	0	31	31	31	456.208	215.367	7.402	9.481	3.080	9.809	456.216	215.367	7.402	440	203	4	30	28	8
40	1526	1116	1526	659	50358	33	0	33	33	33	575.191	223.202	7.406	7.179	1.976	7.504	575.186	223.202	7.406	565	215	4	20	19	8
41	1202	866	1202	530	40868	34	0	34	34	34	547.399	230.894	6.852	6.460	1.629	6.752	547.399	230.894	6.852	539	223	4	17	17	7
42	2118	1540	2118	951	74130	35	0	35	35	35	484.812	233.059	7.723	8.830	3.083	8.882	484.818	233.059	7.723	474	221	4	22	28	8
43	3558	2134	3558	1375	128088	36	0	36	36	36	559.360	243.988	7.284	10.797	3.767	10.873	559.357	243.988	7.284	544	229	4	31	31	8
44	2673	1938	2673	1186	98901	37	0	37	37	37	448.640	254.033	7.456	10.021	3.752	9.822	448.633	254.033	7.456	438	234	4	22	37	9
45	1509	1160	1509	714	57342	38	0	38	38	38	592.156	257.016	6.931	7.693	2.589	7.623	592.157	257.016	6.931	584	246	4	22	24	7
46	1112	794	1112	477	117872	106	0	106	106	106	571.775	284.541	7.621	6.214	1.315	6.358	571.771	284.541	7.621	564	278	4	16	14	8
47	3104	2052	3104	1339	332128	107	0	107	107	107	598.121	299.904	7.420	11.049	4.365	10.986	598.124	299.904	7.420	581	287	4	34	31	8
48	1326	986	1326	603	2652	2	0	2	2	2	505.569	310.193	6.632	6.818	1.921	7.215	505.569	310.193	6.632	497	301	4	18	19	6
49	281	300	281	177	12364	44	0	44	44	44	488.975	310.477	6.950	3.765	0.840	3.774	488.975	310.477	6.950	486	307	4	8	9	6
50	535	544	535	309	24610	46	0	46	46	46	565.751	307.581	6.905	5.386	1.986	5.192	565.751	307.581	6.905	561	299	4	10	18	6
51	1766	1228	1766	736	190728	108	0	108	108	108	563.993	327.652	7.357	7.581	2.126	7.971	563.999	327.652	7.357	554	318	4	21	20	8
