 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	1314	904	1314	611	10512	8	0	8	8	8	626.424	270.693	6.109	7.133	2.277	6.555	626.424	270.693	6.109	622	259	2	10	23	9
2	3415	1984	3415	1413	30735	9	0	9	9	9	637.428	278.832	6.452	11.090	4.214	10.871	637.421	278.832	6.452	628	259	2	25	36	9
3	3792	2162	3792	1487	238896	63	0	63	63	63	616.498	295.815	6.428	10.737	3.511	10.970	616.503	295.815	6.428	604	283	2	26	36	10
4	1855	1242	1855	798	24115	13	0	13	13	13	576.790	329.103	6.266	8.043	2.430	7.867	576.790	329.103	6.266	567	319	2	25	18	9
5	4497	2678	4497	1781	422718	94	0	94	94	94	473.612	350.700	6.525	12.089	4.434	12.046	473.619	350.701	6.525	460	334	2	28	40	10
6	1274	908	1274	548	28028	22	0	22	22	22	584.694	191.421	7.168	6.636	1.655	6.732	584.694	191.421	7.168	578	182	3	16	18	9
7	1882	1216	1882	751	39522	21	0	21	21	21	442.552	190.053	6.967	7.889	2.386	8.098	442.551	190.053	6.967	431	182	3	24	16	9
8	1402	1086	1402	700	35050	25	0	25	25	25	574.631	197.682	6.661	7.688	2.786	7.343	574.628	197.682	6.661	568	185	3	23	21	8
9	2544	1770	2544	1101	61056	24	0	24	24	24	556.607	199.365	6.894	9.629	3.404	9.620	556.607	199.365	6.894	541	187	3	26	28	9
10	1901	1276	1901	833	51327	27	0	27	27	27	579.208	212.013	6.795	8.085	2.479	8.163	579.215	212.013	6.795	568	206	3	24	17	8
11	1845	1250	1845	745	51660	28	0	28	28	28	636.860	218.600	7.138	7.662	2.084	8.084	636.860	218.600	7.138	624	209	3	24	20	9
12	1619	1124	1619	693	46951	29	0	29	29	29	448.803	224.763	6.750	7.355	2.030	7.621	448.800	224.763	6.750	439	216	3	21	17	8
13	1234	1080	1234	591	37020	30	0	30	30	30	591.871	224.875	7.074	7.051	2.597	6.992	591.871	224.875	7.074	583	207	3	20	28	8
14	1971	1494	1971	899	61101	31	0	31	31	31	611.878	222.296	7.013	8.403	2.680	8.667	611.886	222.296	7.013	601	209	3	23	25	8
15	653	576	653	350	653	1	0	1	1	1	598.060	236.475	6.671	5.216	1.316	5.151	598.060	236.475	6.671	590	230	3	14	12	8
16	2342	1510	2342	949	4684	2	0	2	2	2	656.565	238.693	6.362	8.657	2.665	8.766	656.565	238.693	6.362	641	227	3	28	22	8
17	1840	1242	1840	787	64400	35	0	35	35	35	628.464	235.022	6.905	7.889	2.252	8.099	628.471	235.022	6.905	620	222	3	21	22	9
18	350	470	350	228	11900	34	0	34	34	34	516.683	235.209	7.383	4.427	1.408	4.388	516.683	235.209	7.383	511	229	3	10	13	8
19	1913	1268	1913	789	72694	38	0	38	38	38	446.807	245.132	6.999	8.170	2.591	7.786	446.807	245.132	6.999	439	234	3	15	28	9
20	1870	1296	1870	816	67320	36	0	36	36	36	459.735	241.903	7.059	8.205	2.683	7.782	459.735	241.903	7.059	454	228	3	14	29	9
21	5090	2980	5090	2020	213780	42	0	42	42	42	617.451	251.150	6.658	12.877	4.808	12.774	617.436	251.150	6.658	594	234	3	47	32	9
22	1318	922	1318	590	54038	41	0	41	41	41	648.464	251.423	6.709	6.923	1.874	6.875	648.459	251.423	6.709	641	245	3	21	14	8
23	734	722	734	392	2936	4	0	4	4	4	598.785	260.424	6.052	5.695	1.719	5.623	598.785	260.424	6.052	591	253	3	16	17	8
24	180	282	180	122	31860	177	0	177	177	177	473.883	256.644	7.389	3.533	1.185	3.230	473.883	256.644	7.389	470	253	3	11	9	8
25	1778	1154	1778	770	8890	5	0	5	5	5	650.721	268.059	6.312	7.634	1.977	7.909	650.721	268.059	6.312	643	258	3	18	19	8
26	3248	2290	3248	1429	181888	56	0	56	56	56	500.211	275.910	7.091	11.944	5.373	11.239	500.211	275.910	7.091	489	251	3	25	44	9
27	473	452	473	273	22231	47	0	47	47	47	531.393	268.446	6.814	4.539	0.957	4.537	531.393	268.446	6.814	528	264	3	8	12	8
28	373	416	373	201	2238	6	0	6	6	6	457.501	266.499	5.968	4.284	1.002	4.288	457.501	266.499	5.968	453	261	3	11	11	7
29	1677	1302	1677	743	77142	46	0	46	46	46	485.009	266.935	7.053	7.799	2.461	7.871	485.011	266.935	7.053	474	254	3	22	24	9
30	3185	2108	3185	1348	143325	45	0	45	45	45	668.848	262.478	7.013	10.326	3.546	10.430	668.842	262.478	7.013	656	247	3	25	37	9
31	453	492	453	256	3171	7	0	7	7	7	446.839	270.155	6.472	4.802	1.495	4.465	446.839	270.155	6.472	443	262	3	9	16	8
32	2498	1516	2498	995	132394	53	0	53	53	53	597.250	280.365	6.560	8.779	2.475	8.843	597.243	280.364	6.560	589	269	3	20	25	9
33	1203	804	1203	558	62556	52	0	52	52	52	614.795	274.380	6.740	6.412	1.380	6.566	614.795	274.380	6.740	609	267	3	12	15	9
34	1182	894	1182	603	11820	10	0	10	10	10	583.403	283.835	6.523	7.295	2.760	6.882	583.403	283.835	6.523	580	271	3	8	27	9
35	1617	1174	1617	744	82467	51	0	51	51	51	518.594	272.304	7.056	7.574	2.219	7.780	518.598	272.304	7.056	509	262	3	20	19	8
36	1671	1274	1671	762	95247	57	0	57	57	57	572.552	284.883	7.352	7.888	2.582	7.640	572.547	284.883	7.352	559	273	3	20	25	9
37	2884	1940	2884	1238	170156	59	0	59	59	59	529.692	286.857	7.094	10.195	3.805	10.005	529.697	286.857	7.094	511	276	3	35	24	9
38	1913	1518	1913	910	110954	58	0	58	58	58	480.117	288.946	7.023	8.430	2.569	8.720	480.111	288.946	7.023	468	278	3	25	25	8
39	2453	1562	2453	1014	152086	62	0	62	62	62	510.364	299.206	6.812	8.767	2.543	9.247	510.372	299.206	6.812	499	288	3	23	24	9
40	797	652	797	419	8767	11	0	11	11	11	598.521	295.369	5.896	5.731	1.479	5.638	598.521	295.369	5.896	589	289	3	16	13	8
41	1378	1126	1378	676	82680	60	0	60	60	60	656.519	292.853	7.137	7.965	2.979	7.860	656.519	292.853	7.137	647	285	3	25	16	8
42	1471	1116	1471	653	89731	61	0	61	61	61	563.040	297.953	7.423	7.169	1.995	7.452	563.036	297.953	7.423	551	290	3	24	17	8
43	3007	2134	3007	1351	36084	12	0	12	12	12	585.749	310.923	6.321	10.111	3.307	10.464	585.749	310.923	6.321	572	296	3	28	31	8
44	1920	1504	1920	945	132480	69	0	69	69	69	634.519	308.297	6.854	8.979	3.215	9.129	634.515	308.297	6.854	622	294	3	27	27	9
45	597	530	597	328	38208	64	0	64	64	64	492.000	299.028	7.027	5.099	1.296	5.127	492.000	299.028	7.027	486	294	3	12	13	8
46	8020	4202	8020	2652	1459640	182	0	182	182	182	689.423	314.907	7.532	14.506	4.863	14.668	689.423	314.907	7.532	665	294	3	42	41	12
47	4362	2720	4362	1737	335874	77	0	77	77	77	466.453	318.260	6.653	12.220	4.689	11.983	466.450	318.259	6.653	453	298	3	32	37	10
48	1497	1038	1497	646	106287	71	0	71	71	71	480.301	311.616	7.484	7.316	2.154	7.067	480.304	311.616	7.484	474	301	3	13	24	9
49	996	878	996	480	69720	70	0	70	70	70	656.647	307.379	7.009	6.242	1.690	6.285	656.649	307.379	7.009	650	301	3	16	15	9
50	1518	1152	1518	735	113850	75	0	75	75	75	494.700	314.004	6.700	7.671	2.512	7.539	494.703	314.004	6.700	486	304	3	22	19	9
51	2516	1664	2516	1067	201280	80	0	80	80	80	557.712	328.617	7.137	9.159	2.897	9.287	557.712	328.617	7.137	543	317	3	29	23	9
52	4344	2704	4344	1692	794952	183	0	183	183	183	724.080	322.741	7.076	11.461	3.647	11.808	724.080	322.742	7.076	708	308	3	34	32	10
53	1486	1112	1486	696	121852	82	0	82	82	82	635.171	328.050	7.075	7.648	2.532	7.383	635.164	328.049	7.075	622	320	3	24	14	9
54	1657	1274	1657	763	134217	81	0	81	81	81	656.241	328.246	7.164	7.632	2.282	8.063	656.237	328.245	7.164	647	318	3	20	24	9
55	1179	936	1179	549	17685	15	0	15	15	15	578.786	339.718	6.734	7.081	2.430	6.626	578.786	339.718	6.734	567	335	3	25	12	9
56	6530	3550	6530	2466	574640	88	0	88	88	88	632.758	346.462	6.707	14.423	5.848	13.766	632.782	346.462	6.707	602	334	3	54	27	9
57	1373	1174	1373	657	123570	90	0	90	90	90	715.370	347.591	6.712	7.174	2.263	7.573	715.365	347.591	6.712	704	338	3	22	21	8
58	2298	1658	2298	1013	209118	91	0	91	91	91	739.687	351.251	7.080	9.506	3.889	8.941	739.690	351.250	7.080	726	340	3	34	21	9
59	1531	1108	1531	707	140852	92	0	92	92	92	551.952	354.234	6.906	7.599	2.520	7.322	551.954	354.234	6.906	543	339	3	21	25	8
