 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	4254	2606	4254	1551	46794	11	0	11	11	11	20.931	471.682	9.765	12.043	5.313	11.167	20.931	471.682	9.765	4	457	5	47	28	11
2	1821	1224	1821	757	21852	12	0	12	12	12	47.378	478.092	9.333	7.645	2.096	8.080	47.378	478.092	9.333	37	469	5	21	19	9
3	2508	1578	2508	1035	35112	14	0	14	14	14	60.867	498.523	8.901	9.766	3.839	8.820	60.867	498.523	8.901	55	481	5	13	38	10
4	5099	2704	5099	1791	86683	17	0	17	17	17	44.758	505.081	9.230	12.090	4.068	12.100	44.758	505.081	9.230	31	487	5	34	34	11
5	2596	1614	2596	1095	238832	92	0	92	92	92	78.401	518.544	9.597	9.303	2.893	9.284	78.401	518.544	9.597	66	512	5	26	22	11
6	1345	922	1345	578	126430	94	0	94	94	94	10.686	520.942	10.088	6.705	1.647	6.962	10.686	520.942	10.088	3	513	5	15	17	9
7	4066	2170	4066	1330	390336	96	0	96	96	96	28.262	527.222	9.965	10.219	2.603	10.612	28.262	527.222	9.965	17	512	5	26	29	11
8	1416	994	1416	623	26904	19	0	19	19	19	51.645	526.678	9.494	7.248	2.228	6.894	51.645	526.678	9.494	41	522	5	24	12	10
9	1759	1194	1759	719	35180	20	0	20	20	20	194.191	544.145	8.925	7.512	2.015	7.929	194.191	544.145	8.925	185	535	5	20	20	8
10	2386	1676	2386	989	50106	21	0	21	21	21	64.976	551.493	9.629	8.878	2.867	8.986	64.976	551.493	9.629	48	542	5	30	20	10
11	3043	1942	3043	1167	79118	26	0	26	26	26	129.303	601.376	9.778	9.730	3.039	9.729	129.303	601.375	9.778	117	587	5	24	28	11
12	1832	1156	1832	727	45800	25	0	25	25	25	147.367	600.023	9.058	7.459	1.765	7.753	147.367	600.023	9.058	140	590	5	16	21	9
13	1436	972	1436	583	162268	113	0	113	113	113	286.811	601.118	9.678	6.898	1.600	6.749	286.809	601.120	9.678	278	594	5	20	15	10
14	2567	1496	2567	929	287504	112	0	112	112	112	56.278	599.821	9.570	8.537	2.185	8.977	56.278	599.821	9.570	46	588	5	20	24	10
15	3829	2346	3829	1420	436506	114	0	114	114	114	76.657	598.628	9.734	10.507	3.251	10.482	76.657	598.627	9.734	65	582	5	25	33	11
16	1987	1404	1987	777	389452	196	0	196	196	196	272.861	594.748	10.419	8.062	2.287	8.022	272.858	594.748	10.419	265	583	5	19	24	11
17	769	668	769	385	2307	3	0	3	3	3	269.410	610.528	7.668	5.730	1.749	5.696	269.410	610.528	7.668	261	604	5	17	13	7
18	1950	1256	1950	746	54600	28	0	28	28	28	162.926	612.713	9.146	7.675	1.795	8.006	162.926	612.713	9.146	153	604	5	20	20	10
19	1643	1334	1643	750	47647	29	0	29	29	29	126.269	621.374	9.570	7.711	2.368	7.762	126.269	621.374	9.570	114	613	5	25	18	10
20	3371	2000	3371	1206	664087	197	0	197	197	197	91.485	617.013	10.436	9.728	2.654	10.048	91.484	617.013	10.436	79	603	5	30	26	11
21	790	806	790	407	23700	30	0	30	30	30	295.281	634.528	8.987	6.223	2.274	6.010	295.281	634.528	8.987	282	627	5	24	15	8
22	2845	1768	2845	1132	344245	121	0	121	121	121	119.397	642.266	9.586	9.455	2.872	9.579	119.395	642.265	9.586	109	631	5	26	23	10
23	2433	1536	2433	965	77856	32	0	32	32	32	107.791	665.069	9.329	8.594	2.376	8.955	107.791	665.069	9.329	97	655	5	20	23	9
24	2650	1674	2650	987	92750	35	0	35	35	35	150.329	686.406	9.868	9.048	2.712	8.963	150.329	686.406	9.868	140	674	5	22	30	10
25	1848	1138	1848	712	66528	36	0	36	36	36	131.647	698.024	8.865	7.515	1.759	7.901	131.647	698.024	8.865	124	688	5	18	20	9
26	1138	848	1138	499	4552	4	0	4	4	4	373.023	697.175	8.301	6.351	1.461	6.492	373.023	697.175	8.301	367	689	5	15	18	8
27	1144	834	1144	520	152152	133	0	133	133	133	359.090	700.868	9.855	6.425	1.462	6.364	359.088	700.869	9.855	354	693	5	12	17	10
28	2327	1620	2327	935	318799	137	0	137	137	137	397.627	731.758	10.330	8.898	2.883	8.533	397.625	731.758	10.330	386	717	5	25	28	11
29	1431	1054	1431	620	57240	40	0	40	40	40	380.688	729.305	8.800	6.963	1.850	7.415	380.688	729.305	8.800	372	720	5	17	20	9
30	1309	1002	1309	568	53669	41	0	41	41	41	413.353	734.381	9.746	6.802	1.859	6.891	413.351	734.381	9.746	407	725	5	15	20	9
31	1355	1064	1355	592	56910	42	0	42	42	42	360.872	735.612	9.424	6.888	1.982	7.208	360.872	735.612	9.424	349	727	5	23	18	9
32	2752	1510	2752	844	399040	145	0	145	145	145	408.846	760.631	10.081	8.483	1.549	8.712	408.844	760.631	10.081	398	750	5	21	22	12
33	1749	1234	1749	728	250107	143	0	143	143	143	428.482	754.886	9.066	7.712	2.222	7.809	428.484	754.884	9.066	419	747	5	23	19	10
34	4516	2948	4516	1784	230316	51	0	51	51	51	199.554	814.178	9.703	11.846	4.091	12.049	199.559	814.176	9.703	184	795	5	32	34	11
35	1725	1146	1725	692	91425	53	0	53	53	53	204.437	834.806	9.679	7.532	2.040	7.389	204.436	834.807	9.679	193	830	5	23	12	11
36	3572	2168	3572	1300	557232	156	0	156	156	156	463.966	838.783	10.008	10.274	3.232	10.313	463.975	838.782	10.008	450	826	5	26	32	11
37	1043	922	1043	503	57365	55	0	55	55	55	348.898	834.373	8.912	6.312	1.772	6.651	348.899	834.373	8.912	341	825	5	17	18	9
38	1496	1060	1496	635	85272	57	0	57	57	57	480.445	842.542	9.364	7.369	2.292	7.146	480.441	842.541	9.364	475	830	5	14	25	9
