 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	4616	2276	4616	1370	240032	52	0	52	52	52	312.483	585.195	8.322	10.561	2.520	10.820	312.479	585.194	8.322	298	573	2	29	26	13
2	4354	2136	4354	1292	82726	19	0	19	19	19	824.064	408.413	8.220	10.356	2.694	10.705	824.081	408.413	8.220	811	396	3	32	25	11
3	2031	1446	2031	875	20310	10	0	10	10	10	614.556	383.822	8.082	8.395	2.546	8.375	614.556	383.822	8.082	601	374	4	28	20	9
4	2579	1712	2579	1106	23211	9	0	9	9	9	581.448	382.741	8.167	9.252	2.970	9.525	581.448	382.741	8.167	572	367	4	21	29	9
5	2482	1648	2482	1011	34748	14	0	14	14	14	567.726	398.152	7.910	9.153	3.045	9.097	567.726	398.152	7.910	554	378	4	25	33	9
6	1697	1150	1697	738	27152	16	0	16	16	16	586.395	404.970	7.299	7.485	2.079	7.878	586.395	404.970	7.299	578	396	4	19	19	8
7	3302	1664	3302	1012	198120	60	0	60	60	60	703.561	405.276	9.487	9.169	2.045	9.567	703.576	405.276	9.487	692	395	4	23	22	12
8	882	808	882	450	19404	22	0	22	22	22	324.972	411.509	7.583	6.153	1.857	5.936	324.972	411.509	7.583	320	401	4	16	22	8
9	1797	1296	1797	800	3594	2	0	2	2	2	658.048	418.267	7.331	7.781	2.307	8.205	658.048	418.267	7.331	648	408	4	22	22	8
10	842	734	842	414	21050	25	0	25	25	25	331.943	422.122	8.710	5.990	1.660	5.987	331.943	422.122	8.710	326	414	4	13	18	10
11	2396	1606	2396	1002	9584	4	0	4	4	4	838.408	430.447	7.225	8.940	2.895	9.121	838.408	430.447	7.225	828	418	4	22	26	9
12	1856	1350	1856	871	55680	30	0	30	30	30	819.092	432.231	7.928	8.035	2.427	8.480	819.099	432.231	7.928	808	422	4	22	21	8
13	1194	952	1194	550	7164	6	0	6	6	6	658.171	442.858	6.847	6.783	2.031	7.004	658.171	442.858	6.847	650	432	4	20	19	7
14	1360	1144	1360	692	42160	31	0	31	31	31	675.636	434.640	7.943	8.029	3.044	7.937	675.642	434.641	7.943	661	423	4	25	23	8
