 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	4213	2656	4213	1630	46343	11	0	11	11	11	518.494	596.929	8.205	12.124	4.819	11.371	518.507	596.930	8.205	500	574	3	37	43	11
2	6783	3330	6783	2171	861441	127	0	127	127	127	450.227	736.122	9.050	12.991	3.997	13.139	450.232	736.107	9.050	430	719	3	40	39	12
3	6536	3510	6536	2160	117648	18	0	18	18	18	402.455	760.727	8.453	13.372	4.594	13.432	402.440	760.726	8.453	387	738	3	36	50	11
4	2084	1282	2084	817	35428	17	0	17	17	17	463.277	757.800	8.425	7.958	1.997	8.068	463.277	757.798	8.425	452	748	3	22	18	11
5	1199	906	1199	573	22781	19	0	19	19	19	490.639	762.259	8.269	6.653	1.768	6.838	490.639	762.259	8.269	484	754	3	14	17	10
6	3083	2000	3083	1375	64743	21	0	21	21	21	465.651	774.262	8.620	10.514	3.737	10.396	465.641	774.264	8.620	452	762	3	32	23	11
7	186	272	186	127	186	1	0	1	1	1	402.441	789.796	6.505	3.322	0.786	3.179	402.441	789.796	6.505	399	786	3	7	8	9
8	2902	1848	2902	1152	69648	24	0	24	24	24	448.938	796.116	8.224	9.591	3.097	9.834	448.938	796.116	8.224	434	784	3	33	24	10
9	2621	1604	2621	1021	10484	4	0	4	4	4	370.154	831.494	7.354	8.945	2.563	9.095	370.154	831.494	7.354	359	822	3	21	24	10
10	6773	4064	6773	2489	230282	34	0	34	34	34	464.132	857.751	8.749	14.372	5.369	14.088	464.114	857.753	8.749	440	834	3	47	41	11
11	2344	1504	2344	916	225024	96	0	96	96	96	405.901	882.561	8.649	8.585	2.443	8.496	405.901	882.561	8.649	391	876	3	26	18	12
12	2368	1448	2368	947	87616	37	0	37	37	37	428.782	885.098	8.500	8.528	2.261	8.660	428.775	885.099	8.500	417	877	3	23	20	10
13	4020	2370	4020	1444	402000	100	0	100	100	100	357.204	886.057	9.228	10.816	3.454	10.876	357.195	886.059	9.228	345	870	3	34	35	12
14	3615	2220	3615	1439	18075	5	0	5	5	5	420.415	902.898	8.058	10.770	3.804	10.364	420.415	902.898	8.058	400	890	3	38	26	11
15	3771	2074	3771	1313	414810	110	0	110	110	110	420.776	923.354	8.898	10.260	3.112	9.962	420.782	923.353	8.898	402	913	3	32	20	12
16	2308	1612	2308	974	4616	2	0	2	2	2	504.432	535.839	7.834	8.915	2.932	8.879	504.432	535.839	7.834	488	525	4	30	21	9
17	1981	1364	1981	800	104993	53	0	53	53	53	514.439	576.004	8.860	7.891	2.084	8.296	514.434	576.003	8.860	505	565	4	21	22	9
18	2845	1852	2845	1151	28450	10	0	10	10	10	497.308	593.986	8.628	9.697	3.116	9.828	497.308	593.986	8.628	483	581	4	30	26	10
19	3300	2026	3300	1233	178200	54	0	54	54	54	466.903	605.724	8.959	10.189	3.461	10.101	466.912	605.724	8.959	446	595	4	37	24	10
20	1981	1270	1981	808	108955	55	0	55	55	55	531.821	609.014	8.408	8.071	2.335	8.115	531.825	609.015	8.408	524	597	4	17	23	10
21	2046	1268	2046	748	120714	59	0	59	59	59	476.739	620.950	8.811	7.713	1.681	7.936	476.743	620.950	8.811	466	611	4	22	19	10
22	1021	782	1021	492	119457	117	0	117	117	117	501.560	617.579	9.784	6.063	1.355	6.209	501.558	617.580	9.784	495	609	4	15	15	10
23	2175	1498	2175	963	126150	58	0	58	58	58	520.200	621.989	8.963	8.686	2.802	8.774	520.194	621.990	8.963	510	609	4	23	26	10
24	4515	2702	4515	1701	275415	61	0	61	61	61	505.937	637.509	9.395	11.684	3.942	11.857	505.932	637.509	9.395	489	623	4	42	30	11
25	2272	1600	2272	900	27264	12	0	12	12	12	460.138	632.121	8.703	8.631	2.595	8.637	460.138	632.121	8.703	449	618	4	22	28	10
26	6142	3436	6142	2234	79846	13	0	13	13	13	484.387	649.748	9.315	13.458	4.661	13.754	484.368	649.747	9.315	461	630	4	42	40	11
27	1990	1248	1990	775	125370	63	0	63	63	63	469.425	658.022	8.927	7.787	1.894	7.740	469.430	658.023	8.927	455	650	4	22	22	10
28	4544	2618	4544	1732	295360	65	0	65	65	65	525.822	671.697	9.062	12.055	4.435	11.710	525.816	671.690	9.062	504	655	4	43	31	11
29	2032	1286	2032	818	239776	118	0	118	118	118	456.401	666.309	9.688	7.916	1.984	7.912	456.405	666.308	9.688	448	656	4	22	18	11
30	2317	1776	2317	1106	32438	14	0	14	14	14	490.811	676.602	7.714	10.231	3.988	10.484	490.811	676.602	7.714	471	667	4	33	22	8
31	722	576	722	351	10830	15	0	15	15	15	487.964	685.237	8.263	5.253	0.927	5.337	487.964	685.237	8.263	481	680	4	13	11	9
32	4699	2510	4699	1653	314833	67	0	67	67	67	521.363	692.355	9.469	11.810	4.155	11.268	521.366	692.354	9.469	505	680	4	36	31	11
33	2301	1496	2301	915	278421	121	0	121	121	121	501.061	697.778	9.652	8.479	2.428	8.544	501.058	697.778	9.652	486	688	4	27	21	11
34	6466	3232	6466	2114	459086	71	0	71	71	71	472.791	709.139	9.054	12.814	4.029	13.109	472.794	709.142	9.054	456	690	4	37	40	11
35	2138	1394	2138	864	153936	72	0	72	72	72	487.480	732.713	9.013	8.481	2.618	8.485	487.480	732.713	9.013	475	723	4	24	21	11
36	2664	1696	2664	1090	194472	73	0	73	73	73	514.504	732.833	9.555	9.520	3.257	9.184	514.500	732.835	9.555	499	724	4	31	19	10
37	3393	1956	3393	1248	257868	76	0	76	76	76	505.806	749.969	9.140	9.932	2.941	9.975	505.818	749.970	9.140	489	741	4	33	21	11
