 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	3018	1996	3018	1204	42252	14	0	14	14	14	861.383	416.897	5.792	10.030	3.562	10.083	861.388	416.897	5.792	847	403	1	33	26	10
2	964	826	964	461	1928	2	0	2	2	2	877.251	424.483	6.081	6.310	1.821	6.273	877.251	424.483	6.081	870	416	1	15	18	11
3	3048	1660	3048	968	70104	23	0	23	23	23	422.279	468.373	6.658	9.137	2.185	9.029	422.287	468.374	6.658	408	456	1	24	23	12
4	2504	1464	2504	862	105168	42	0	42	42	42	899.183	557.323	6.210	8.431	1.970	8.640	899.171	557.323	6.210	887	548	1	23	20	11
5	3011	1798	3011	1070	24088	8	0	8	8	8	732.638	564.750	6.148	9.363	2.722	9.513	732.638	564.750	6.148	721	553	1	29	24	11
6	2120	1282	2120	795	19080	9	0	9	9	9	864.155	569.301	4.935	7.904	1.921	8.062	864.155	569.301	4.935	854	560	1	22	17	10
7	4645	2234	4645	1405	218315	47	0	47	47	47	857.301	587.818	5.864	10.621	2.680	10.814	857.306	587.819	5.864	843	575	1	30	27	11
8	6442	3242	6442	2015	347868	54	0	54	54	54	563.918	651.649	5.914	12.978	4.355	12.741	563.928	651.649	5.914	546	632	1	37	39	12
9	1457	978	1457	632	29140	20	0	20	20	20	580.272	462.512	5.959	6.931	1.770	7.302	580.272	462.512	5.959	572	456	2	18	15	9
10	2658	1628	2658	1076	50502	19	0	19	19	19	438.890	463.080	6.783	9.422	3.216	8.939	438.896	463.081	6.783	429	446	2	19	32	10
11	1625	1198	1625	763	39000	24	0	24	24	24	457.138	473.198	6.159	7.730	2.344	7.759	457.138	473.198	6.159	447	465	2	25	21	9
12	2084	1420	2084	878	60436	29	0	29	29	29	449.161	485.585	6.624	8.691	2.908	8.531	449.155	485.585	6.624	441	472	2	21	26	10
13	2759	1864	2759	1127	273141	99	0	99	99	99	976.518	487.683	6.899	9.688	3.199	9.905	976.521	487.683	6.899	966	475	2	22	28	10
14	3670	1878	3670	1073	234880	64	0	64	64	64	687.638	492.142	7.794	9.601	2.265	9.643	687.638	492.142	7.794	675	481	2	26	24	13
15	4777	2646	4777	1772	300951	63	0	63	63	63	423.281	489.676	7.314	11.981	4.064	11.799	423.285	489.677	7.314	406	479	2	39	26	11
16	1564	1030	1564	607	6256	4	0	4	4	4	619.653	512.331	5.613	7.009	1.583	7.345	619.653	512.331	5.613	611	504	2	19	17	8
17	4149	1938	4149	1138	419049	101	0	101	101	101	474.863	519.640	8.223	9.766	1.843	10.329	474.860	519.639	8.223	464	508	2	23	24	13
18	967	780	967	473	4835	5	0	5	5	5	933.570	541.249	4.585	6.081	1.619	6.385	933.570	541.249	4.585	925	535	2	18	15	6
19	1842	1262	1842	758	11052	6	0	6	6	6	726.803	545.489	5.329	7.764	2.225	8.028	726.803	545.489	5.329	716	537	2	22	20	9
20	1410	1016	1410	602	14100	10	0	10	10	10	889.598	594.498	5.487	6.905	1.806	7.078	889.598	594.498	5.487	880	585	2	19	19	8
21	1328	944	1328	570	65072	49	0	49	49	49	707.553	596.849	6.242	6.987	2.066	6.764	707.548	596.850	6.242	698	591	2	22	13	9
22	2825	1724	2825	1025	231650	82	0	82	82	82	438.844	598.131	6.886	9.183	2.633	9.239	438.836	598.132	6.886	425	584	2	26	26	10
23	1961	1272	1961	819	215710	110	0	110	110	110	642.071	599.735	7.802	7.855	2.023	8.228	642.077	599.735	7.802	632	590	2	20	18	11
24	1430	1084	1430	676	15730	11	0	11	11	11	640.708	614.289	5.868	7.309	2.217	7.242	640.708	614.289	5.868	632	607	2	21	18	10
25	2397	1468	2397	887	122247	51	0	51	51	51	709.179	615.360	6.295	8.338	2.259	8.817	709.184	615.360	6.295	698	605	2	22	22	9
26	1310	1106	1310	651	116590	89	0	89	89	89	1005.209	393.438	7.504	7.373	2.617	7.386	1005.206	393.438	7.504	996	380	3	17	27	9
27	320	368	320	193	320	1	0	1	1	1	880.925	408.506	5.006	4.179	1.237	4.085	880.925	408.506	5.006	877	403	3	10	12	6
28	2352	1460	2352	893	35280	15	0	15	15	15	744.572	437.931	6.548	8.345	2.312	8.840	744.583	437.931	6.548	734	428	3	23	22	8
29	2012	1256	2012	774	116696	58	0	58	58	58	686.738	443.085	6.981	7.791	1.975	8.342	686.729	443.086	6.981	677	433	3	21	21	8
30	1879	1280	1879	754	107103	57	0	57	57	57	664.790	444.612	6.986	7.677	2.110	8.193	664.785	444.612	6.986	655	435	3	21	21	8
31	577	556	577	306	9809	17	0	17	17	17	979.860	455.272	6.161	5.160	1.559	5.057	979.860	455.272	6.161	976	446	3	10	18	7
32	742	652	742	367	11872	16	0	16	16	16	970.473	454.160	6.222	5.691	1.732	5.599	970.473	454.160	6.222	965	446	3	11	18	7
33	855	670	855	432	15390	18	0	18	18	18	454.963	459.715	6.109	5.884	1.597	5.993	454.963	459.715	6.109	449	454	3	17	12	7
34	1182	900	1182	553	26004	22	0	22	22	22	563.365	468.240	5.805	6.472	1.713	6.831	563.365	468.240	5.805	554	462	3	18	16	7
35	696	740	696	407	2088	3	0	3	3	3	978.056	469.899	5.721	6.585	2.768	6.176	978.056	469.899	5.721	967	461	3	23	14	6
36	1293	996	1293	574	32325	25	0	25	25	25	577.369	478.818	6.309	6.729	1.824	7.037	577.368	478.818	6.309	566	471	3	22	17	8
37	1917	1530	1917	893	51759	27	0	27	27	27	835.341	482.409	6.612	8.752	3.115	8.548	835.350	482.409	6.612	826	471	3	26	22	9
38	720	726	720	382	67680	94	0	94	94	94	820.247	470.074	7.614	5.674	1.823	5.794	820.251	470.074	7.614	814	462	3	15	17	9
39	727	746	727	407	18902	26	0	26	26	26	994.208	482.058	5.598	5.728	1.797	5.934	994.208	482.058	5.598	987	474	3	15	17	6
40	2667	1568	2667	959	82677	31	0	31	31	31	542.016	487.207	6.450	8.664	2.381	9.180	542.024	487.208	6.450	531	476	3	23	24	8
41	1778	1276	1778	740	174244	98	0	98	98	98	816.552	488.297	7.576	7.689	2.277	8.114	816.546	488.297	7.576	807	479	3	19	20	9
42	1535	1146	1535	630	148895	97	0	97	97	97	399.644	485.748	8.182	7.604	2.543	7.119	399.642	485.747	8.182	391	476	3	19	28	11
43	1592	1060	1592	631	50944	32	0	32	32	32	600.903	486.104	6.526	7.109	1.748	7.421	600.903	486.104	6.526	592	476	3	17	21	8
44	1420	972	1420	593	46860	33	0	33	33	33	616.511	488.121	5.939	6.830	1.772	7.106	616.506	488.121	5.939	610	479	3	15	19	7
45	1933	1318	1933	766	119846	62	0	62	62	62	518.157	487.676	7.190	7.790	2.109	8.201	518.164	487.676	7.190	508	478	3	22	21	9
46	867	860	867	475	26010	30	0	30	30	30	473.112	490.275	6.101	6.711	2.499	6.676	473.112	490.275	6.101	461	479	3	20	21	7
47	703	608	703	394	19684	28	0	28	28	28	467.111	481.781	6.587	5.702	1.827	5.356	467.111	481.781	6.587	463	474	3	10	17	8
48	2272	1420	2272	882	147680	65	0	65	65	65	390.997	500.088	7.037	8.325	2.233	8.553	390.992	500.087	7.037	381	488	3	22	23	10
49	1738	1140	1738	724	173800	100	0	100	100	100	439.483	501.246	7.822	7.691	2.245	7.547	439.480	501.246	7.822	428	495	3	25	15	9
50	906	788	906	416	59796	66	0	66	66	66	563.610	501.446	6.329	6.081	1.747	5.894	563.610	501.446	6.329	558	494	3	13	20	8
51	695	662	695	334	23630	34	0	34	34	34	553.626	504.298	6.355	5.675	1.783	5.234	553.626	504.298	6.355	549	494	3	11	20	8
52	1757	1174	1757	670	119476	68	0	68	68	68	755.063	510.930	7.150	7.381	1.789	7.748	755.057	510.930	7.150	746	503	3	20	19	10
53	1991	1398	1991	836	137379	69	0	69	69	69	455.005	515.209	7.406	8.246	2.695	8.160	455.001	515.209	7.406	445	500	3	19	27	9
54	1404	962	1404	605	49140	35	0	35	35	35	636.605	521.810	6.620	6.868	1.815	7.322	636.611	521.810	6.620	628	513	3	18	19	8
55	2551	1618	2551	987	186223	73	0	73	73	73	385.832	531.141	7.149	8.750	2.534	9.192	385.828	531.142	7.149	375	520	3	25	23	9
56	1921	1336	1921	809	71077	37	0	37	37	37	438.958	530.140	6.390	7.887	2.280	8.415	438.952	530.140	6.390	428	520	3	22	22	8
