"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,38.026,98.675,231,151,8815972,38164.383,17219.229,38242,14936,65535,423.139,233.446,2.952,1.979,0.498,2.077,423.117,233.477,3.001,418,228,1,11,11,5,FALSE,FALSE
"2",2,34.075,89.952,207,141,7088621,34244.547,16398.609,30306,14864,65535,475.222,231.164,3.174,1.918,0.496,1.958,475.05,231.058,3.154,469,227,1,13,10,5,TRUE,FALSE
"3",3,25.68,66.541,156,115,5318866,34095.293,14608.83,30940,14922,65535,350.705,277.365,3.141,1.57,0.288,1.572,350.748,277.337,3.152,347,274,1,9,8,5,TRUE,FALSE
"4",4,27.161,67.438,165,110,6084939,36878.418,17590.971,30723,14872,65535,522,327.358,3.406,1.651,0.22,1.677,522.032,327.351,3.395,518,324,1,9,8,5,FALSE,FALSE
"5",5,31.112,74.127,189,118,7467092,39508.422,18701.092,34975,15232,65535,612.788,331.608,3.28,1.782,0.277,1.758,612.795,331.556,3.301,609,328,1,8,9,5,TRUE,FALSE
"6",6,36.051,81.194,219,135,8288700,37847.945,18768.148,32986,14776,65535,619.808,354.388,3.233,1.844,0.259,1.84,619.746,354.442,3.246,616,350,1,8,10,5,TRUE,FALSE
"7",7,35.227,94.673,214,169,5798344,27095.064,8913.955,26638,14857,51447,415.519,216.201,3.682,1.918,0.613,1.879,415.457,216.199,3.638,408,213,2,16,8,4,FALSE,FALSE
"8",8,4.609,26.616,28,28,497452,17766.143,2531.541,16958.5,15015,24284,493.893,235.179,2.786,0.947,0.357,0.926,493.868,235.174,2.804,490,234,2,8,4,2,FALSE,FALSE
"9",9,17.778,53.956,108,103,2723508,25217.666,5387.475,25150.5,15082,38656,491.12,247.426,3.528,1.416,0.501,1.401,491.056,247.434,3.501,486,244,2,12,7,4,FALSE,FALSE
"10",10,32.429,80.813,197,147,6134136,31137.746,12511.851,28101,14838,65535,502.975,256.767,3.142,1.672,0.346,1.678,503.056,256.808,3.159,498,253,2,11,10,4,FALSE,FALSE
"11",11,54.487,133.564,331,231,11135624,33642.367,15617.383,29052,14850,65535,444.574,267.353,3.326,2.229,0.701,2.321,444.593,267.34,3.322,438,260,2,14,15,4,TRUE,FALSE
"12",12,40.166,88.81,244,183,7018189,28763.07,10022.071,25538.5,14797,56931,562.455,276.844,3.012,1.875,0.542,1.795,562.431,276.739,3.063,557,272,2,12,12,4,FALSE,FALSE
"13",13,70.29,125.666,427,256,17126372,40108.598,18095.607,37093,14830,65535,613.771,278.349,4.426,2.247,0.407,2.276,613.77,278.487,4.38,608,272,2,12,14,5,FALSE,FALSE
"14",14,5.268,31.96,32,32,595811,18619.094,3053.823,17449.5,14912,26876,509.062,281.719,3.125,1.25,0.328,1.272,509.097,281.762,3.127,506,278,2,8,7,3,TRUE,TRUE
"15",15,22.058,61.749,134,98,4628821,34543.441,14693.127,32514.5,14848,65535,428.209,287.716,3.985,1.482,0.265,1.462,428.204,287.74,3.98,425,284,2,8,9,5,TRUE,TRUE
"16",16,55.475,121.668,337,226,10264806,30459.365,12837.598,25509,14885,64819,471.306,299.457,3.528,2.138,0.49,2.055,471.144,299.552,3.489,464,293,2,14,14,4,FALSE,FALSE
"17",17,13.169,47.715,80,78,1566889,19586.113,3812.561,18946,14954,31339,498.25,315.087,3.312,1.193,0.355,1.245,498.323,315.135,3.285,494,312,2,9,7,3,FALSE,FALSE
"18",18,4.28,22.169,26,26,535428,20593.385,6074.939,17528,15102,36119,388.962,333.538,3.308,0.856,0.319,0.806,388.852,333.577,3.314,387,330,2,5,7,3,TRUE,TRUE
"19",19,35.557,92.572,216,145,7228035,33463.125,15933.877,28657.5,14848,65535,589.296,335.977,3.444,1.946,0.524,1.863,589.344,335.983,3.458,582,332,2,14,10,4,TRUE,FALSE
"20",20,9.712,33.235,59,58,1434991,24321.881,7092.74,22407,14899,38710,416.831,341.644,3.424,1.042,0.313,1.026,416.866,341.651,3.405,413,340,2,9,5,3,TRUE,TRUE
"21",21,26.174,64.781,159,125,4835817,30413.943,11737.389,27624,15405,65535,647.943,349.006,3.094,1.561,0.349,1.554,648.037,348.972,3.128,643,346,2,11,8,3,TRUE,FALSE
"22",22,41.812,86.227,254,162,10408046,40976.559,18092.262,36481.5,15231,65535,573.764,358.264,3.626,1.89,0.262,1.885,573.801,358.267,3.638,569,355,2,11,8,5,FALSE,FALSE
"23",23,25.515,67.816,155,116,4607014,29722.672,12460.612,25824,14833,65535,459.445,365.413,3.335,1.561,0.305,1.587,459.584,365.416,3.338,455,361,2,9,10,4,TRUE,FALSE
"24",24,15.474,45.717,94,75,3116996,33159.531,12243.906,31840.5,15079,65535,499.521,364.989,3.926,1.315,0.238,1.276,499.548,365.173,3.902,497,361,2,6,8,4,TRUE,FALSE
"25",25,32.429,74.539,197,141,6775946,34395.664,14713.376,30621,14884,65535,548.269,381.513,3.807,1.714,0.348,1.726,548.109,381.735,3.821,543,377,2,11,9,4,TRUE,FALSE
"26",26,14.486,45.51,88,78,2368900,26919.318,9092.853,25627,14974,48574,475.636,383.739,3.33,1.222,0.272,1.264,475.565,383.833,3.361,473,380,2,7,8,3,TRUE,TRUE
