"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,68.315,158.423,415,270,14711858,35450.262,18477.744,29012,12628,65535,99.311,481.039,3.605,2.378,0.622,2.504,99.247,480.775,3.635,94,474,1,13,15,6,TRUE,FALSE
"2",2,40.989,90.745,249,151,8733122,35072.777,18352.234,31111,12555,65535,294.626,639.422,3.145,1.944,0.279,1.953,294.652,639.299,3.168,290,635,1,10,10,5,FALSE,FALSE
"3",3,59.59,121.393,362,224,11890339,32846.242,16562.432,29621,12550,65535,303.017,725.251,3.182,2.138,0.312,2.143,302.954,725.016,3.199,297,720,1,13,11,5,FALSE,FALSE
"4",4,20.577,56.509,125,92,3877273,31018.184,15103.668,25774,12548,65535,298.984,778.944,3.288,1.496,0.284,1.502,298.886,779.054,3.279,295,776,1,9,7,5,TRUE,FALSE
"5",5,52.018,147.769,316,263,6840355,21646.693,8942.572,18838,12588,55633,602.253,416.93,5.5,2.811,1.031,2.8,602.944,416.47,5.203,592,411,2,19,14,7,TRUE,TRUE
"6",6,46.257,112.432,281,189,9214626,32792.262,15678.301,29524,12625,65535,497.89,436.192,5.093,2.227,0.688,2.258,498.242,435.958,5.219,492,433,2,13,9,7,TRUE,FALSE
"7",7,30.618,84.089,186,144,4953672,26632.645,10532.271,24914,12545,50969,526.71,442.032,3.704,1.728,0.475,1.665,526.698,442.171,3.688,521,437,2,12,11,4,TRUE,TRUE
"8",8,28.972,79.816,176,124,5943560,33770.227,16787.391,31506.5,12602,65535,710.392,449.08,3.841,1.726,0.378,1.764,710.258,449.21,3.858,706,445,2,10,10,5,TRUE,TRUE
"9",9,21.894,62.783,133,101,3443884,25893.865,11841.43,23767,12559,58128,484.729,465.286,3.774,1.551,0.382,1.537,484.668,465.478,3.715,482,461,2,8,10,4,TRUE,FALSE
"10",10,50.866,113.463,309,210,8617439,27888.152,13688.266,23158,12548,65535,291.883,474.223,3.327,2.095,0.577,2.02,292.007,474.509,3.318,286,467,2,11,16,4,TRUE,TRUE
"11",11,51.689,99.947,314,204,9844506,31351.93,14805.295,26822,12612,65535,52.478,472.443,3.618,2.008,0.323,1.984,52.561,472.319,3.638,47,468,2,12,10,5,FALSE,FALSE
"12",12,30.289,79.504,184,133,5675484,30845.021,15019.738,27508,12621,65535,539.152,469.424,4.005,1.699,0.436,1.711,539.091,469.545,3.997,535,464,2,9,11,5,TRUE,FALSE
"13",13,25.68,70.848,156,142,3298730,21145.705,6089.535,20798.5,12589,39467,591.526,470.776,3.66,1.516,0.466,1.587,591.435,470.737,3.631,588,466,2,9,12,4,TRUE,TRUE
"14",14,30.618,75.643,186,128,5691388,30598.859,14761.98,26677.5,12743,65535,443.968,485.79,3.677,1.702,0.266,1.696,443.854,485.882,3.695,440,482,2,10,9,4,TRUE,TRUE
"15",15,40.001,93.224,243,180,6572291,27046.465,10112.493,26998,12729,55641,112.354,493.181,3.152,1.817,0.429,1.816,112.453,493.168,3.221,107,488,2,12,11,4,TRUE,FALSE
"16",16,15.474,48.889,94,78,2724798,28987.213,13173.565,25057,12804,57416,6.17,506.989,3.34,1.415,0.388,1.438,6.091,507.09,3.342,5,503,2,5,10,4,TRUE,TRUE
"17",17,8.56,28.788,52,50,1047595,20146.059,4297.917,19724,13546,31986,72.981,504.596,3.423,0.971,0.238,0.962,72.971,504.653,3.401,71,502,2,5,6,3,TRUE,TRUE
"18",18,36.215,93.017,220,180,5189602,23589.1,7945.595,22929.5,12700,45142,325.809,516.436,3.2,1.761,0.542,1.736,325.899,516.614,3.27,321,510,2,11,14,3,TRUE,FALSE
"19",19,23.704,69.469,144,136,3026005,21013.924,5982.384,20217,12637,37003,187.111,522.264,3.375,1.496,0.469,1.519,187.169,522.439,3.373,184,516,2,8,13,3,TRUE,FALSE
"20",20,31.771,82.155,193,188,4548104,23565.307,5663.812,23583,12569,40128,587.207,525.492,3.523,1.828,0.678,1.822,587.101,525.401,3.522,580,522,2,15,8,4,TRUE,TRUE
"21",21,36.215,93.88,220,167,5568652,25312.055,10014.205,24382,12579,50899,200.282,532.823,3.468,1.814,0.479,1.795,200.202,532.756,3.478,196,527,2,9,13,4,TRUE,FALSE
"22",22,27.161,71.989,165,117,4662238,28255.988,14139.68,23702,12543,65535,76.309,531.83,3.388,1.678,0.349,1.672,76.257,531.706,3.393,72,528,2,10,9,4,TRUE,TRUE
"23",23,39.014,86.431,237,180,6287173,26528.156,10181.604,25976,12563,59840,51.814,534.979,3.907,1.777,0.414,1.788,52.021,534.906,3.873,47,529,2,11,12,4,TRUE,FALSE
"24",24,67.327,175.938,409,294,11554196,28249.867,12487.613,24590,12551,65535,35.46,542.929,3.416,2.71,0.873,2.708,35.497,542.868,3.408,28,534,2,15,21,4,TRUE,TRUE
"25",25,17.778,55.886,108,100,2355932,21814.186,5571.169,22076.5,12618,36952,100.648,539.37,3.38,1.321,0.407,1.309,100.705,539.394,3.4,97,535,2,9,10,3,TRUE,FALSE
"26",26,37.532,86.813,228,156,6302277,27641.566,12096.35,24301.5,12689,56225,332.768,540.443,3.509,1.847,0.368,1.812,332.619,540.38,3.498,327,536,2,13,9,4,TRUE,FALSE
"27",27,12.181,42.407,74,60,1911645,25833.041,10303.055,23680,12737,49461,378.365,551.689,3.338,1.22,0.262,1.236,378.4,551.689,3.402,375,549,2,8,6,4,FALSE,FALSE
"28",28,32.264,79.675,196,154,5516016,28142.939,11285.257,26875.5,12575,59758,720.77,554.643,4.163,1.693,0.404,1.683,720.696,554.653,4.184,717,549,2,9,13,5,TRUE,TRUE
"29",29,51.853,120.978,315,224,9201974,29212.615,15485.936,23531,12584,65535,308.34,564.67,3.505,2.114,0.522,2.08,308.417,564.303,3.523,303,558,2,12,16,4,TRUE,FALSE
"30",30,41.154,97.571,250,171,8696258,34785.031,17542.334,30596,12571,65535,615.684,558.712,4.296,1.914,0.375,1.917,615.739,558.915,4.292,611,553,2,12,10,6,TRUE,TRUE
"31",31,29.795,78.608,181,136,4998375,27615.332,13005.088,24365,12752,65535,8.718,565.431,3.204,1.704,0.422,1.697,8.679,565.796,3.203,6,559,2,8,13,4,TRUE,TRUE
"32",32,54.487,136.287,331,234,9587927,28966.547,14743.047,25416,12543,65535,78.861,576.133,4.024,2.428,0.821,2.528,79.758,576.529,4.011,69,570,2,17,14,5,TRUE,TRUE
"33",33,35.063,81.777,213,176,4801797,22543.648,7732.025,20381,12736,48186,246.258,581.601,3.192,1.719,0.415,1.72,246.19,581.709,3.216,241,577,2,12,10,3,TRUE,TRUE
"34",34,22.717,65.403,138,107,3364320,24379.131,8230.621,25182,12620,40907,289.08,580.638,3.377,1.493,0.328,1.512,289.155,580.718,3.405,285,577,2,9,8,4,TRUE,FALSE
"35",35,20.906,55.645,127,97,3333178,26245.496,10182.521,22433,12601,51368,786.732,579.606,3.913,1.428,0.245,1.437,786.687,579.619,3.862,783,576,2,8,8,4,TRUE,TRUE
"36",36,34.898,93.743,212,163,5498977,25938.57,11181.922,23022.5,12564,56101,584.566,586.462,3.75,1.951,0.643,1.923,584.759,586.567,3.71,576,583,2,15,9,4,TRUE,TRUE
"37",37,13.992,46.544,85,72,1679824,19762.635,5566.814,18757,12719,34245,321.918,592.365,3.165,1.243,0.26,1.263,321.934,592.328,3.176,319,589,2,7,8,3,TRUE,TRUE
"38",38,31.771,80.398,193,153,4140709,21454.451,7391.774,19367,12563,48164,230.585,596.446,3.078,1.701,0.449,1.697,230.456,596.407,3.093,227,590,2,10,13,3,TRUE,TRUE
