"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,14.815,43.786,90,70,3194193,35491.035,14392.581,32761,16368,65535,614.267,453.9,5.822,1.295,0.222,1.284,614.344,453.969,5.772,611,451,4,7,6,4,TRUE,TRUE
"2",2,32.429,77.885,197,127,8173721,41490.969,18569.129,39827,16397,65535,463.706,472.538,6.046,1.806,0.309,1.865,463.79,472.554,6.016,459,469,4,10,8,5,TRUE,FALSE
"3",3,36.38,86.917,221,150,8605045,38936.855,16530.875,34290,16418,65535,451.851,557.235,6.267,1.885,0.472,1.816,451.905,557.155,6.237,446,554,4,13,8,5,TRUE,TRUE
"4",4,17.778,51.198,108,85,3401853,31498.639,12013.498,27870.5,16724,63461,413.5,575.324,5.852,1.377,0.264,1.348,413.615,575.343,5.808,409,573,4,9,6,4,TRUE,FALSE
"5",5,8.395,33.339,51,48,1135195,22258.725,4883.312,21013,16374,34965,861.765,239.824,5.725,1.029,0.291,1.002,861.682,239.885,5.755,859,237,5,7,6,3,TRUE,TRUE
"6",6,29.631,69.469,180,139,5227421,29041.229,8482.801,26927,16383,48221,723.894,293.644,6.083,1.622,0.372,1.627,723.909,293.594,6.102,719,289,5,10,10,3,TRUE,FALSE
"7",7,17.778,52.955,108,106,2766826,25618.76,5579.828,25388,16352,39442,594.157,296.343,6.509,1.352,0.463,1.314,594.172,296.216,6.505,590,293,5,10,9,4,TRUE,TRUE
"8",8,17.614,51.991,107,85,3188885,29802.664,10234.714,27100,16421,60653,658.439,296.57,6.131,1.434,0.373,1.396,658.516,296.573,6.167,653,294,5,11,6,3,TRUE,TRUE
"9",9,14.651,45.717,89,72,2981125,33495.785,13193.583,30202,16440,65535,631.079,307.764,6.112,1.285,0.226,1.258,631.068,307.817,6.132,628,305,5,7,7,4,TRUE,TRUE
"10",10,31.277,74.539,190,143,6649277,34996.195,12709.182,33698.5,16419,65535,634.868,335.753,6.911,1.73,0.437,1.664,634.903,335.835,6.894,631,330,5,8,12,4,TRUE,TRUE
"11",11,13.005,42.786,79,63,2000589,25323.912,7756.131,23453,16332,51157,844.873,346.089,5.949,1.252,0.225,1.252,844.885,346.113,5.936,841,343,5,8,7,3,TRUE,FALSE
