"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,24.363,63.954,148,115,4424179,29893.102,13515.048,26674.5,13695,65535,629.987,322.473,3.939,1.527,0.32,1.503,629.895,322.333,3.935,625,319,2,11,8,5,FALSE,FALSE
"2",2,26.667,69.506,162,117,5304437,32743.438,15581.055,29808,13789,65535,796.796,338.204,3.901,1.566,0.27,1.587,796.901,338.252,3.895,793,334,2,9,9,5,TRUE,FALSE
"3",3,59.426,118.981,361,217,13636034,37772.949,18272.375,35069,13658,65535,765.676,368.078,4.155,2.243,0.468,2.215,765.675,367.913,4.157,762,361,2,9,15,5,FALSE,FALSE
"4",4,50.372,104.776,306,187,10806722,35316.086,16944.283,32397,13680,65535,744.591,369.379,4.284,2.017,0.32,2.011,744.548,369.327,4.211,739,364,2,11,12,5,FALSE,FALSE
"5",5,46.75,109.534,284,188,9774244,34416.352,16509.012,33372.5,13712,65535,713.915,425.363,4.025,2.014,0.457,2,713.794,425.256,3.998,710,419,2,10,13,5,TRUE,FALSE
"6",6,43.458,127.808,264,195,8305698,31460.977,16066.625,26954,13664,65535,633.318,457.909,6.371,2.761,0.922,2.758,633.927,458.262,5.847,627,452,2,13,12,9,TRUE,FALSE
"7",7,20.248,56.439,123,93,3525637,28663.715,13278.73,25038,13718,65535,622.927,719.219,3.846,1.449,0.259,1.43,623.076,719.33,3.868,620,715,2,7,9,4,FALSE,FALSE
"8",8,31.112,79.367,189,127,6207901,32846.035,16420.404,30508,13751,65535,601.069,732.233,4.111,1.808,0.392,1.861,601.093,732.115,4.072,598,727,2,7,12,5,TRUE,TRUE
"9",9,30.124,73.471,183,121,5882984,32147.453,16416.59,27272,13783,65535,548.738,760.311,3.732,1.693,0.215,1.685,548.786,760.37,3.745,545,756,2,8,9,5,FALSE,FALSE
"10",10,8.56,39.061,52,52,971809,18688.635,3723.668,18400.5,13862,27452,608.269,180.346,4.038,1.189,0.41,1.254,608.405,180.431,4.031,604,177,3,8,8,3,FALSE,FALSE
"11",11,19.26,59.889,117,92,3959048,33838.016,16499.213,30316,13879,65535,565.641,233.154,4.239,1.562,0.416,1.577,565.563,233.136,4.17,563,228,3,6,10,4,TRUE,TRUE
"12",12,26.174,70.573,159,119,4258961,26785.918,10921.031,23173,13698,65535,744.484,233.478,4.025,1.724,0.558,1.565,744.376,233.428,3.999,738,230,3,14,8,3,FALSE,FALSE
"13",13,6.091,30.756,37,34,1411636,38152.324,18853.49,30406,13676,65535,542.513,268.622,5.297,1.163,0.443,1.204,542.376,268.682,5.303,541,266,3,4,5,5,FALSE,FALSE
"14",14,19.26,56.405,117,91,3225053,27564.555,12403.516,24129,13687,63314,731.667,278.316,4.333,1.442,0.271,1.455,731.655,278.34,4.304,728,274,3,9,8,4,FALSE,FALSE
"15",15,19.918,69.369,121,97,3157875,26098.141,11265.697,22871,13676,65535,779.802,281.686,4.198,1.629,0.565,1.562,779.907,281.9,4.231,776,275,3,9,13,4,FALSE,FALSE
"16",16,17.614,54.163,107,84,2637118,24645.963,10162.777,21299,13733,56193,772.43,295.121,4,1.448,0.405,1.327,772.561,295.27,3.996,768,290,3,9,10,3,TRUE,FALSE
"17",17,2.469,17.17,15,15,229960,15330.667,2016.616,14459,13708,19412,591.267,349.067,3.867,0.828,0.3,0.868,591.26,349.113,3.879,590,347,3,4,6,2,FALSE,FALSE
"18",18,31.606,78.952,192,138,5604224,29188.666,12232.179,25183.5,14147,65535,586.005,365.135,4.641,1.768,0.446,1.764,585.79,365.02,4.588,581,361,3,12,9,4,FALSE,FALSE
