"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,34.404,82.677,209,130,6704416,32078.545,16047.473,27636,12154,65535,106.196,110.751,3.292,1.799,0.248,1.788,106.219,110.76,3.294,102,107,1,9,9,5,TRUE,FALSE
"2",2,44.117,110.949,268,168,9751293,36385.422,19071.736,31958.5,12241,65535,46.343,40.463,4.701,2.179,0.581,2.224,46.297,40.375,4.688,40,35,2,14,12,6,FALSE,FALSE
"3",3,35.063,79.297,213,142,6232513,29260.625,14190.222,25658,12212,65535,48.85,92.62,3.62,1.79,0.266,1.75,48.821,92.741,3.666,44,89,2,11,9,4,TRUE,FALSE
"4",4,13.828,58.955,84,81,1483444,17660.047,4446.591,16414,12259,28972,118.917,163.488,3.238,1.28,0.395,1.32,118.849,163.549,3.199,115,160,2,9,8,3,TRUE,FALSE
"5",5,41.154,88.088,250,167,6948034,27792.137,12801.801,23832.5,12160,57936,137.736,205.484,3.6,1.895,0.348,1.869,137.675,205.383,3.596,133,201,2,11,10,4,TRUE,TRUE
"6",6,38.52,99.502,234,163,7337920,31358.633,15282.421,28512,12189,65535,72.812,214.735,3.838,1.989,0.577,1.979,72.672,214.649,3.838,66,211,2,14,10,5,FALSE,FALSE
"7",7,33.252,82.366,202,142,5900208,29208.951,13036.1,27627,12236,65535,111.396,299.946,4.099,1.738,0.366,1.745,111.415,300.042,4.074,107,295,2,11,10,5,FALSE,FALSE
"8",8,39.343,90.397,239,183,6246023,26133.988,10638.243,22872,12132,57767,340.904,343.335,3.983,1.995,0.664,1.957,340.565,343.31,3.936,333,340,2,17,8,4,TRUE,TRUE
"9",9,64.035,120.6,389,229,13587970,34930.516,17687.564,31516,12175,65535,86.319,357.563,4.27,2.242,0.412,2.244,86.386,357.477,4.24,80,353,2,14,10,5,FALSE,FALSE
"10",10,19.918,57.439,121,91,3171144,26207.801,11043.922,23739,12156,48280,470.413,384.083,3.81,1.438,0.273,1.409,470.392,384.172,3.753,466,381,2,9,7,4,TRUE,FALSE
"11",11,22.881,62.991,139,99,3762093,27065.418,12897.576,23132,12152,60471,752.734,493.374,3.64,1.609,0.313,1.611,752.752,493.359,3.652,749,489,2,8,10,4,FALSE,FALSE
"12",12,42.964,95.225,261,170,8320667,31879.949,16170.96,29548,12202,65535,492.962,542.636,4.345,1.91,0.315,1.896,493.116,542.625,4.328,487,538,2,12,10,5,FALSE,FALSE
"13",13,13.828,45.476,84,64,1858275,22122.322,7448.142,21118,12135,41071,23.881,121.56,4.798,1.293,0.236,1.302,23.98,121.623,4.727,21,119,3,7,6,4,FALSE,FALSE
"14",14,7.078,29.581,43,43,676012,15721.209,2938.939,14369,12171,22927,81.279,159.581,3.465,0.936,0.248,0.909,81.328,159.585,3.454,78,157,3,7,6,2,FALSE,FALSE
"15",15,24.692,65.644,150,110,3941130,26274.199,12078.415,23047.5,12280,58636,156.893,161.973,4.747,1.565,0.353,1.531,156.868,162.1,4.745,153,157,3,9,10,4,TRUE,FALSE
"16",16,26.667,68.472,162,115,4803146,29649.049,14145.212,27678,12223,65535,104.5,171.784,4.241,1.626,0.282,1.654,104.514,171.666,4.196,101,168,3,9,9,4,FALSE,FALSE
