"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,26.997,68.749,164,109,7623605,46485.395,18350.494,50446.5,17249,65535,466.878,111.329,6.402,1.714,0.337,1.715,466.902,111.285,6.433,463,109,4,9,6,6,FALSE,FALSE
"2",2,26.997,68.161,164,120,5527367,33703.457,13544.058,29755.5,17325,65535,645.476,140.75,5.817,1.576,0.27,1.585,645.391,140.751,5.765,642,136,4,9,10,4,FALSE,FALSE
"3",3,53.335,129.287,324,233,11468936,35397.949,13872.178,34327.5,17161,65535,718.463,163.423,5.96,2.259,0.755,2.14,718.409,163.369,5.935,709,159,4,19,9,5,FALSE,FALSE
"4",4,38.026,89.711,231,149,9723426,42092.754,18755.145,36021,17435,65535,386.541,164.918,5.857,1.983,0.491,1.988,386.57,164.941,5.849,381,162,4,13,8,5,TRUE,TRUE
"5",5,18.437,56.301,112,88,3751307,33493.812,13090.165,31624.5,17227,60012,688.116,198.429,5.411,1.413,0.308,1.437,688.117,198.504,5.403,684,196,4,9,6,4,TRUE,FALSE
"6",6,21.564,58.921,131,95,4612975,35213.551,15077.081,31135,17212,65535,689.023,210.214,5.26,1.479,0.243,1.477,688.92,210.175,5.278,685,207,4,9,8,4,TRUE,FALSE
"7",7,42.141,93.606,256,157,11154226,43571.195,18213.785,44420,17200,65535,302.711,212.387,6.016,1.929,0.326,1.976,302.697,212.317,5.997,298,207,4,10,11,5,TRUE,FALSE
"8",8,29.137,73.056,177,129,6472579,36568.242,14948.524,34374,17233,65535,514.339,225.062,6.062,1.626,0.337,1.645,514.366,224.995,6.056,511,221,4,9,10,5,TRUE,TRUE
"9",9,43.129,129.187,262,199,9453486,36082.008,15142.093,32082.5,17166,65535,603.897,236.279,5.641,2.556,0.91,2.681,603.845,236.053,5.639,597,229,4,15,17,4,FALSE,FALSE
"10",10,26.338,65.196,160,111,5729306,35808.164,15388.789,31652.5,17285,65535,836.469,246.131,5.394,1.605,0.225,1.614,836.62,246.163,5.43,832,242,4,9,8,4,TRUE,TRUE
