"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,47.573,98.742,289,180,7884000,27280.277,13526.136,24023,9530,60888,526.948,214.142,5.682,1.982,0.298,1.965,526.939,214.218,5.667,521,210,3,12,9,6,TRUE,TRUE
"2",2,33.252,85.883,202,139,4028617,19943.648,8927.694,17667,9496,50061,843.599,445.035,5.005,1.806,0.482,1.822,843.738,445.129,5.006,837,442,3,13,7,5,TRUE,TRUE
"3",3,25.68,67.886,156,107,3522527,22580.301,10953.59,19260,9572,55263,781.013,513.968,4.635,1.675,0.344,1.666,780.825,513.901,4.653,776,511,3,11,7,5,TRUE,TRUE
"4",4,28.314,71.851,172,112,4876617,28352.424,16628.967,25238.5,9516,65535,219.919,256.192,6.047,1.698,0.286,1.665,219.944,256.249,6.035,216,253,4,9,8,5,TRUE,TRUE
"5",5,33.746,82.884,205,134,5272413,25719.088,13171.217,22603,9524,64620,511.483,382.41,6.439,1.801,0.335,1.808,511.458,382.458,6.405,508,378,4,8,10,6,TRUE,TRUE
"6",6,15.474,50.06,94,83,1542581,16410.436,4946.125,15323,9607,27887,621.064,389.511,5.734,1.365,0.418,1.325,621.099,389.511,5.673,616,387,4,11,6,4,TRUE,TRUE
"7",7,21.894,62.509,133,90,3215168,24174.195,12281.604,20949,9656,55712,786.18,474.406,6.053,1.583,0.329,1.542,786.088,474.362,6.04,782,472,4,10,6,5,TRUE,TRUE
"8",8,35.557,88.228,216,138,5607996,25962.945,13685.763,25169,9517,60783,635.954,497.931,5.986,1.851,0.341,1.935,635.951,497.914,6,632,493,4,9,11,5,TRUE,FALSE
"9",9,13.334,43.786,81,68,1387799,17133.32,5599.192,17367,9520,28801,779.111,504.457,5.346,1.224,0.257,1.243,779.071,504.463,5.353,777,501,4,6,8,4,TRUE,TRUE
"10",10,24.692,60.956,150,103,3533324,23555.494,11177.65,19710,9607,46629,69.34,119.153,6.373,1.597,0.221,1.611,69.328,119.121,6.367,66,116,5,8,8,4,TRUE,FALSE
"11",11,21.564,58.199,131,94,3684756,28127.908,15960.354,22205,9556,65535,59.992,120.336,6.511,1.552,0.277,1.564,60.079,120.195,6.515,57,118,5,8,7,5,TRUE,TRUE
"12",12,33.087,87.676,201,147,4154759,20670.443,8700.725,20101,9574,42870,9.935,136.547,6.338,1.835,0.527,1.866,9.89,136.529,6.355,4,133,5,13,9,4,TRUE,TRUE
"13",13,38.849,89.125,236,142,6577601,27871.191,15523.51,22137,9518,65535,237.712,151.928,6.886,1.98,0.363,1.998,237.755,151.944,6.845,233,148,5,11,9,5,TRUE,TRUE
"14",14,44.94,99.709,273,165,7235811,26504.803,15924.013,20171,9503,65535,345.242,173.396,7.546,1.999,0.353,1.997,345.381,173.323,7.538,341,169,5,10,9,6,TRUE,TRUE
"15",15,27.82,76.021,169,138,3021718,17879.988,6317.677,16600,9538,38396,440.615,175.982,6.746,1.651,0.451,1.616,440.765,176.134,6.718,435,172,5,12,8,4,TRUE,TRUE
"16",16,41.977,95.122,255,174,5170196,20275.279,8359.274,18032,9578,43024,218.769,219.294,6.859,1.903,0.385,1.927,218.941,219.279,6.846,213,215,5,12,9,5,TRUE,TRUE
