"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,33.581,97.156,204,165,2696258,13216.951,4740.634,12447,7060,27622,442.892,171.794,3.686,1.971,0.744,1.909,443.048,171.696,3.706,438,166,2,12,14,4,FALSE,FALSE
"2",2,24.363,66.196,148,109,2336942,15790.148,8114.564,13285.5,7168,42124,427.25,181.655,3.642,1.612,0.337,1.605,427.223,181.55,3.649,424,176,2,7,12,4,TRUE,FALSE
"3",3,20.083,57.991,122,87,1682636,13792.099,5474.979,11792,7061,24589,354.123,182.066,3.664,1.504,0.283,1.526,354.126,182.039,3.66,350,179,2,9,7,4,FALSE,FALSE
"4",4,23.54,64.818,143,105,2314202,16183.23,8618.192,13680,7060,46415,476.944,255.895,3.839,1.565,0.289,1.548,477.254,255.914,3.864,472,253,2,10,7,4,FALSE,FALSE
"5",5,39.343,94.225,239,180,3473845,14534.916,5900.452,13264,7081,33206,389.435,266.356,3.921,1.852,0.494,1.888,389.446,266.396,3.914,383,262,2,13,10,4,FALSE,FALSE
"6",6,41.977,96.57,255,168,4542195,17812.529,8827.241,15381,7061,52624,564.784,334.11,4.231,1.906,0.344,1.899,564.837,334.169,4.227,559,331,2,13,9,5,TRUE,TRUE
"7",7,30.454,74.816,185,123,3568726,19290.41,10459.593,16787,7075,51982,558.492,347.346,3.665,1.734,0.28,1.72,558.581,347.393,3.704,554,344,2,10,8,5,TRUE,FALSE
"8",8,34.569,91.745,210,140,3859119,18376.758,10408.908,16212.5,7072,50029,611.433,358.129,4.276,1.937,0.512,1.94,611.253,358.112,4.318,605,355,2,13,8,6,FALSE,FALSE
"9",9,29.631,74.575,180,118,3524452,19580.289,12189.578,16149.5,7086,65535,519.3,374.256,3.956,1.732,0.294,1.75,519.268,374.46,3.994,516,370,2,7,9,5,TRUE,FALSE
"10",10,28.478,73.126,173,120,2870684,16593.549,8282.778,13829,7069,46266,542.896,374.26,3.566,1.703,0.344,1.73,542.755,374.061,3.626,539,370,2,10,9,4,TRUE,TRUE
"11",11,28.807,69.713,175,116,3186786,18210.205,8438.953,15890,7187,43515,463.177,377.783,4.503,1.685,0.228,1.683,463.182,377.768,4.542,459,375,2,9,7,5,FALSE,FALSE
"12",12,22.552,64.369,137,103,2132831,15568.109,7332.142,13972,7088,40545,726.577,422.146,4,1.526,0.329,1.477,726.539,422.098,4.011,723,418,2,7,10,5,TRUE,TRUE
"13",13,30.454,78.434,185,138,2539954,13729.481,5238.661,12620,7149,29627,570.611,429.243,4.027,1.681,0.413,1.67,570.503,429.142,4.041,565,424,2,12,11,5,TRUE,FALSE
"14",14,47.244,99.535,287,174,5191895,18090.227,9475.101,15695,7084,48420,765.85,559.941,4.254,2.006,0.296,2.027,765.846,559.968,4.247,760,556,2,12,9,5,TRUE,TRUE
"15",15,33.911,82.436,206,137,3446506,16730.611,7690.631,15375,7083,36752,703.481,585.84,4.257,1.793,0.318,1.792,703.416,585.835,4.227,699,583,2,11,7,5,TRUE,TRUE
"16",16,55.969,113.67,340,218,6833888,20099.67,10668.143,16258,7144,49955,768.768,621.641,4.594,2.174,0.514,2.148,768.694,621.422,4.614,764,615,2,10,16,5,FALSE,FALSE
"17",17,35.227,81.298,214,138,4224237,19739.426,10558.094,17118,7061,48208,927.921,703.033,4.523,1.803,0.26,1.793,927.994,702.969,4.534,923,700,2,11,8,6,TRUE,FALSE
"18",18,50.701,110.464,308,193,5836944,18951.117,11036.235,15966.5,7074,57754,365.604,134.481,4.997,2.102,0.417,2.105,365.729,134.341,5.024,360,129,3,12,12,5,FALSE,FALSE
"19",19,27.82,75.78,169,127,2547074,15071.443,7262.621,13344,7081,37386,410.414,160.858,4.793,1.662,0.35,1.701,410.586,160.693,4.792,406,156,3,9,11,4,FALSE,FALSE
"20",20,16.791,47.44,102,80,1462801,14341.187,5913.493,13085,7102,31451,359.755,188.902,4.049,1.332,0.217,1.317,359.663,188.865,4.027,356,186,3,8,7,3,TRUE,FALSE
"21",21,23.704,69.091,144,128,1883087,13076.993,4395.994,12728,7068,28722,449.618,199.569,4.625,1.472,0.402,1.529,449.597,199.618,4.607,445,195,3,10,10,4,TRUE,FALSE
