"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,23.046,61.06,140,97,5528215,39487.25,17547.246,37050,15719,65535,469.964,133,4.257,1.583,0.313,1.645,469.94,133.023,4.249,466,130,2,9,7,5,TRUE,FALSE
"2",2,52.183,113.499,317,200,13469131,42489.371,18334.879,42064,15500,65535,528.145,241.085,4.375,2.111,0.412,2.104,528.13,241.175,4.355,522,236,2,13,11,6,FALSE,FALSE
"3",3,23.046,61.957,140,94,5726693,40904.949,17662.035,37762.5,15614,65535,369.85,26.279,4.643,1.59,0.27,1.604,369.856,26.275,4.654,366,24,3,9,6,5,TRUE,TRUE
"4",4,37.038,78.504,225,147,8978241,39903.293,17988.236,34069,15879,65535,406.044,30.382,4.436,1.836,0.298,1.794,405.961,30.375,4.452,401,27,3,11,8,4,FALSE,FALSE
"5",5,27.326,72.504,166,135,4667703,28118.693,8875.04,27750.5,15471,50013,280.783,36.41,4.428,1.62,0.374,1.594,280.788,36.393,4.439,277,31,3,8,12,4,TRUE,FALSE
"6",6,36.709,80.609,223,140,9868627,44253.934,17884.768,44467,15783,65535,427,40.161,5.628,1.872,0.29,1.822,427.019,40.172,5.577,423,37,3,9,8,6,FALSE,FALSE
"7",7,27.491,67.782,167,113,6474752,38770.969,18033.561,31996,15496,65535,211.21,45.09,4.443,1.666,0.242,1.661,211.302,45.085,4.437,207,42,3,10,7,4,FALSE,FALSE
"8",8,33.417,78.333,203,131,8077862,39792.422,17974.623,38603,15490,65535,278.256,65.606,4.97,1.781,0.242,1.794,278.322,65.61,4.938,274,62,3,9,9,5,FALSE,FALSE
"9",9,42.141,94.262,256,156,10525509,41115.27,18556.693,40390.5,15471,65535,270.633,96.641,4.969,1.948,0.31,2.005,270.703,96.605,4.965,266,92,3,10,11,5,FALSE,FALSE
"10",10,31.771,76.573,193,137,6847514,35479.348,15696.343,31778,15498,65535,490.497,126.332,4.565,1.743,0.353,1.699,490.522,126.276,4.54,485,123,3,11,9,4,TRUE,FALSE
"11",11,23.54,61.163,143,97,5668527,39640.051,17893.977,36910,15506,65535,309.35,126.357,5.161,1.607,0.297,1.614,309.341,126.359,5.143,307,122,3,6,10,5,FALSE,FALSE
"12",12,21.4,58.851,130,108,3709939,28537.992,9414.906,26983.5,15543,54155,487.815,147.554,4.215,1.431,0.318,1.413,487.889,147.51,4.26,484,144,3,9,8,3,TRUE,FALSE
"13",13,45.434,92.605,276,169,11608099,42058.328,18791.564,35748,15583,65535,506.46,164.428,4.511,1.961,0.296,1.955,506.42,164.374,4.505,502,159,3,10,12,5,FALSE,FALSE
"14",14,27.984,74.472,170,113,6528808,38404.754,17264.271,34246,15489,65535,463.376,212.218,5.141,1.734,0.403,1.688,463.298,212.171,5.131,460,208,3,8,10,5,FALSE,FALSE
"15",15,26.997,79.608,164,124,5318040,32427.072,11938.62,30060,15771,60433,500.689,260.793,5.079,1.856,0.597,1.936,500.599,260.745,5.037,494,257,3,13,9,5,FALSE,FALSE
"16",16,47.573,122.153,289,207,10605411,36696.926,15350.033,33760,15474,65535,595.619,310.882,5.087,2.345,0.778,2.437,595.867,310.44,5.076,590,304,3,13,16,5,TRUE,FALSE
"17",17,19.918,57.887,121,93,3927115,32455.496,14283.191,27134,15551,65535,562.24,314.256,4.702,1.52,0.391,1.542,562.225,314.305,4.696,559,310,3,7,10,4,TRUE,FALSE
"18",18,13.169,42.856,80,61,2645794,33072.426,15974.543,25427,15591,65535,701.362,602.1,4.475,1.282,0.258,1.295,701.268,602.04,4.479,699,599,3,6,7,4,FALSE,FALSE
"19",19,27.82,67.197,169,109,6542813,38714.871,18185.066,30424,15526,65535,657.207,668.941,5.065,1.72,0.33,1.662,657.28,669.012,5.059,654,666,3,8,7,5,FALSE,FALSE
"20",20,22.058,59.266,134,95,4389852,32760.09,14734.881,27692.5,15586,65037,395.231,21.373,5.485,1.522,0.206,1.538,395.209,21.321,5.504,392,18,4,8,8,4,TRUE,TRUE
"21",21,52.841,111.672,321,188,13291398,41406.223,18655.941,39466,15571,65535,329.835,28.15,6.511,2.185,0.487,2.205,329.831,28.136,6.521,326,22,4,9,14,6,TRUE,TRUE
"22",22,7.737,29.34,47,42,1185738,25228.469,7600.347,23586,15506,41875,189.766,28.766,5.362,0.994,0.238,0.977,189.759,28.693,5.373,187,27,4,6,5,3,FALSE,FALSE
"23",23,4.28,22.962,26,26,517747,19913.346,3745.221,18549.5,15547,29757,261.885,37.269,4.577,0.847,0.277,0.795,261.932,37.186,4.594,259,36,4,6,6,2,TRUE,TRUE
"24",24,36.544,89.814,222,135,8814422,39704.605,18114.389,37941,15526,65535,359.225,58.806,6.82,1.924,0.431,1.915,359.352,58.882,6.79,355,54,4,10,10,6,FALSE,FALSE
"25",25,38.849,98.019,236,155,8093008,34292.406,14600.438,30104,15499,65535,222.203,68.75,6.475,2.004,0.626,2.048,222.092,68.8,6.514,217,64,4,11,10,6,TRUE,TRUE
"26",26,29.631,71.37,180,114,7607807,42265.594,18863.021,39987,15610,65535,445.8,73.433,6.256,1.794,0.345,1.799,445.816,73.43,6.25,442,71,4,9,6,6,FALSE,FALSE
"27",27,8.56,32.272,52,44,1440606,27703.961,9602.383,25062,15515,53433,380.288,72.365,5.769,1.134,0.344,1.131,380.291,72.347,5.762,378,71,4,6,4,4,FALSE,FALSE
"28",28,26.997,74.679,164,111,6022948,36725.293,17241.438,32544,15637,65535,343.683,83.195,6.299,1.758,0.459,1.785,343.611,83.059,6.29,341,78,4,7,11,5,FALSE,FALSE
"29",29,14.651,47.44,89,73,2396800,26930.338,9430.667,24262,15811,54596,311.393,102.708,5.82,1.315,0.319,1.272,311.28,102.817,5.757,307,100,4,9,6,4,TRUE,TRUE
"30",30,53.335,149.666,324,239,9989518,30831.846,13165.328,28166.5,15488,65535,272.716,126.225,6.281,2.776,1.078,2.897,272.141,127.042,6.437,266,116,4,15,19,6,FALSE,FALSE
"31",31,28.149,71.611,171,112,7279661,42571.117,18553.029,40231,15499,65535,429.211,153.439,5.708,1.749,0.341,1.718,429.145,153.444,5.624,426,149,4,8,9,5,TRUE,FALSE
"32",32,1.646,9.791,10,10,193257,19325.699,2815.39,18604,16155,24242,502.9,149.9,4,0.51,0.228,0.493,502.951,149.902,4,501,149,4,5,3,1,FALSE,FALSE
"33",33,34.734,88.262,211,139,7824608,37083.449,16741.857,33894,15739,65535,541.185,193.744,6.104,1.817,0.417,1.84,541.188,193.698,6.117,536,190,4,12,9,5,FALSE,FALSE
"34",34,33.417,80.057,203,134,7550730,37195.715,16796.283,32787,15526,65535,376.744,197.512,6.394,1.793,0.303,1.785,376.755,197.5,6.362,373,193,4,9,10,5,TRUE,FALSE
"35",35,46.257,99.191,281,177,11158556,39710.164,17788.494,35452,15604,65535,392.776,199.861,5.701,2.033,0.406,2.03,392.913,199.973,5.641,387,196,4,13,8,5,TRUE,FALSE
"36",36,37.697,85.056,229,143,8757373,38241.805,16934.326,36389,15503,65535,527.017,199.105,6.004,1.862,0.296,1.923,527.03,199.118,6.026,523,195,4,10,9,5,FALSE,FALSE
"37",37,12.511,47.199,76,71,1897743,24970.303,6932.979,24405,15727,43309,344.526,221.316,4.605,1.33,0.526,1.271,344.394,221.479,4.6,341,217,4,9,10,3,FALSE,FALSE
"38",38,22.058,63.369,134,105,4048367,30211.693,11575.589,27296.5,15563,63552,400.104,239.59,6.03,1.53,0.393,1.464,400.184,239.669,6.024,396,235,4,10,9,5,TRUE,FALSE
"39",39,60.578,124.565,368,227,14025203,38111.965,16139.79,34778,15500,65535,413.152,255.655,6.084,2.239,0.477,2.256,413.295,255.554,6.138,409,249,4,10,14,6,FALSE,FALSE
"40",40,39.178,87.02,238,151,9239014,38819.387,17924.1,34130.5,15503,65535,562.626,266.655,6.538,1.9,0.362,1.855,562.62,266.556,6.501,558,262,4,9,12,5,FALSE,FALSE
"41",41,20.248,58.681,123,95,3806666,30948.504,13302.162,26867,16024,65535,392.545,267.805,5.407,1.537,0.415,1.524,392.654,268.162,5.34,389,263,4,7,10,4,FALSE,FALSE
"42",42,16.461,50.301,100,90,2701245,27012.449,7788.386,26632,15524,54339,576.23,272.78,5.55,1.28,0.377,1.293,576.207,272.637,5.554,573,269,4,8,8,4,TRUE,FALSE
"43",43,46.092,133.738,280,209,8897888,31778.172,14587.907,27347.5,15485,65535,594.425,271.961,7.079,2.451,0.866,2.454,593.628,272.162,6.884,587,267,4,18,11,7,FALSE,FALSE
"44",44,8.889,43.682,54,54,1048584,19418.223,2769.339,18452,15468,27365,510.315,293.833,4.611,1.188,0.481,1.106,510.28,293.795,4.611,506,290,4,10,8,2,TRUE,TRUE
"45",45,17.614,59.37,107,91,2812742,26287.309,8594.704,24603,15630,46581,387.804,293.645,5.318,1.432,0.409,1.383,387.726,293.572,5.349,385,288,4,8,11,4,TRUE,FALSE
"46",46,30.124,82.332,183,128,6615090,36148.031,15835.67,31600,15531,65535,469.164,309.738,5.678,1.826,0.504,1.763,469.153,309.763,5.707,465,303,4,9,13,5,FALSE,FALSE
"47",47,35.392,89.985,215,152,6552077,30474.777,12023.707,27713,15546,62525,583.898,359.051,5.749,1.881,0.501,1.825,584.024,359.247,5.731,579,353,4,10,13,4,FALSE,FALSE
"48",48,30.947,71.711,188,145,5664578,30130.734,10270.448,28200.5,15489,56866,625.367,374.362,5.037,1.667,0.404,1.656,625.5,374.447,5.016,620,370,4,11,9,4,FALSE,FALSE
"49",49,35.063,83.125,213,133,7993424,37527.812,16809.73,35411,15503,65535,600.634,379.413,5.925,1.82,0.254,1.84,600.662,379.399,5.93,597,375,4,9,10,5,FALSE,FALSE
"50",50,27.161,76.265,165,116,6690831,40550.492,17658.174,36952,15481,65535,512.345,378.133,5.782,1.808,0.525,1.792,512.395,378.204,5.814,508,373,4,10,10,5,FALSE,FALSE
"51",51,22.717,62.716,138,88,5829493,42242.703,19173.105,38458.5,15527,65535,505.203,387.188,6.565,1.702,0.447,1.662,505.223,387.153,6.583,503,384,4,6,8,6,FALSE,FALSE
"52",52,36.051,82.332,219,133,8820657,40276.973,17813.48,37524,15478,65535,544.091,393.251,5.804,1.861,0.286,1.814,544.217,393.303,5.793,540,389,4,9,9,5,FALSE,FALSE
"53",53,44.281,96.504,269,152,11633457,43247.051,19238.518,40766,15634,65535,555.937,413.941,6.39,2.085,0.429,2.127,555.94,414.038,6.4,553,408,4,7,12,6,FALSE,FALSE
"54",54,25.68,67.163,156,103,6658034,42679.707,19348.072,41380,15513,65535,526.788,424.365,5.763,1.742,0.384,1.739,526.837,424.436,5.657,523,421,4,9,7,5,FALSE,FALSE
"55",55,15.474,46.51,94,70,2724915,28988.457,9969.307,27232.5,15586,50645,544.691,445.681,5.33,1.356,0.26,1.37,544.708,445.669,5.37,542,442,4,6,8,4,FALSE,FALSE
"56",56,35.721,81.78,217,139,8139338,37508.469,16366.462,33515,15545,65535,495.853,451.295,5.747,1.845,0.328,1.82,495.864,451.28,5.75,491,448,4,11,8,5,FALSE,FALSE
"57",57,25.186,68.023,153,106,5208807,34044.488,15338.06,29550,15551,65535,558.758,453.458,6.078,1.604,0.287,1.579,558.68,453.581,6.069,555,449,4,9,9,5,FALSE,FALSE
"58",58,29.96,76.643,182,121,6296870,34598.188,15743.584,29574.5,15669,65535,522.94,487.423,5.747,1.735,0.331,1.754,523.091,487.374,5.78,518,483,4,10,9,5,FALSE,FALSE
"59",59,12.84,37.994,78,62,2436197,31233.295,11184.982,29107.5,16013,60013,721.795,542.18,4.949,1.218,0.164,1.22,721.884,542.203,4.909,719,539,4,6,7,3,FALSE,FALSE
