"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,39.343,94.399,239,152,2037373,8524.573,5219.7,6731,3164,26807,527.502,463.941,3.565,1.891,0.326,1.838,527.415,463.92,3.584,523,458,1,9,13,6,TRUE,TRUE
"2",2,40.001,93.227,243,150,2196652,9039.72,5221.814,7604,3153,22493,431.663,105.802,4.202,1.908,0.28,1.919,431.721,105.839,4.192,427,101,2,10,10,5,FALSE,FALSE
"3",3,33.087,84.952,201,135,1619925,8059.328,4224.811,6836,3154,21951,536.682,119.124,3.831,1.824,0.408,1.81,536.705,119.272,3.837,532,114,2,9,12,5,FALSE,FALSE
"4",4,17.284,63.128,105,89,551075,5248.333,1868.981,4661,3153,11914,456.686,217.895,3.848,1.492,0.516,1.384,456.5,217.863,3.83,452,214,2,11,8,4,FALSE,FALSE
"5",5,33.581,96.192,204,148,1390309,6815.24,3184.533,5955,3172,19864,599.912,251.51,4.142,1.852,0.543,1.863,600.049,251.522,4.158,593,248,2,14,8,5,TRUE,FALSE
"6",6,47.903,115.879,291,188,2495945,8577.131,4785.283,7604,3144,21896,564.113,319.502,4.096,2.188,0.618,2.128,564.104,319.55,4.097,561,311,2,7,17,5,TRUE,FALSE
"7",7,24.363,61.99,148,108,1128478,7624.852,3530.817,6875.5,3192,19282,611.743,322.878,3.824,1.552,0.253,1.537,611.645,322.782,3.889,608,320,2,9,8,4,TRUE,TRUE
"8",8,28.314,80.987,172,132,1067173,6204.494,2689.444,5301,3169,13968,499.006,429.401,4.279,1.658,0.419,1.622,499.114,429.278,4.275,496,424,2,7,13,5,FALSE,FALSE
"9",9,27.984,72.852,170,110,1877103,11041.782,7676.297,8850,3228,33987,565,476.012,4.259,1.748,0.317,1.763,564.991,475.933,4.316,561,473,2,8,8,5,FALSE,FALSE
"10",10,47.244,106.365,287,175,4209795,14668.275,14187.941,8660,3162,63380,580.303,723.913,4.537,2.197,0.517,2.371,580.307,724.062,4.513,578,718,2,6,12,6,FALSE,FALSE
