"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,26.338,70.54,160,119,5708329,35677.055,14966.638,32194.5,16443,65535,401.325,364.156,4.025,1.559,0.291,1.559,401.35,364.346,4.05,398,359,2,8,10,5,TRUE,FALSE
"2",2,36.215,82.054,220,153,7430180,33773.547,13704.883,31488.5,16279,65535,249.282,711.073,3.691,1.766,0.268,1.785,249.231,711.132,3.753,244,707,2,11,9,4,FALSE,FALSE
"3",3,46.421,110.153,282,194,9315911,33035.145,15260.516,27591.5,16291,65535,343.77,793.897,4.301,2.132,0.582,2.131,343.748,793.441,4.254,340,787,2,8,15,5,FALSE,FALSE
"4",4,38.52,90.915,234,154,7632728,32618.496,12996.856,29259,16281,62961,159.201,922.731,3.688,1.899,0.432,1.859,159.248,922.7,3.714,155,917,2,9,13,4,FALSE,FALSE
"5",5,24.528,70.091,149,116,4452296,29881.182,10557.746,27506,16406,56324,393.242,136.148,4.658,1.537,0.321,1.555,393.336,136.232,4.648,389,132,3,10,10,4,FALSE,FALSE
"6",6,28.149,65.403,171,112,6777481,39634.391,17853.832,34911,16432,65535,448.275,189.731,4.591,1.679,0.233,1.679,448.23,189.709,4.622,445,185,3,7,10,4,TRUE,FALSE
"7",7,12.346,42.889,75,65,2205871,29411.613,9317.469,28341,16365,46977,395.907,209.867,4.653,1.184,0.31,1.175,395.858,209.868,4.59,393,207,3,7,7,4,FALSE,FALSE
"8",8,24.034,69.436,146,129,4158188,28480.74,8662.232,27799.5,16285,48842,345.842,228.349,4.527,1.506,0.473,1.554,345.819,228.184,4.498,341,223,3,9,11,4,FALSE,FALSE
"9",9,11.358,40.647,69,68,1768104,25624.695,5837.135,25743,16342,40748,491.072,258.087,4.377,1.157,0.382,1.104,490.985,258.144,4.351,487,254,3,9,8,3,FALSE,FALSE
"10",10,12.84,41.544,78,75,1987160,25476.41,5897.745,25060.5,16736,38628,434.885,301.667,4.41,1.181,0.383,1.143,434.927,301.526,4.38,432,298,3,7,9,3,FALSE,FALSE
"11",11,27.82,73.438,169,113,6231926,36875.301,15587.826,34618,16307,65535,259.923,309.343,5.018,1.735,0.369,1.785,259.987,309.394,5.037,257,304,3,7,11,5,FALSE,FALSE
"12",12,12.84,45.061,78,72,2002074,25667.615,7145.077,25059.5,16380,43868,282.628,325.538,4.295,1.194,0.368,1.211,282.632,325.517,4.31,279,322,3,9,8,3,FALSE,FALSE
