"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,24.363,65.403,148,105,4577085,30926.25,15652.179,26266,13061,65535,590.784,488.939,4.297,1.583,0.259,1.577,590.587,488.766,4.217,587,485,2,9,9,5,TRUE,FALSE
"2",2,27.655,74.609,168,119,5486575,32658.184,15921.409,29345,13099,65535,445.857,585.786,4.232,1.729,0.414,1.745,445.852,585.721,4.124,440,582,2,12,8,5,FALSE,FALSE
"3",3,27.326,66.267,166,104,6246564,37629.902,18828.207,31095,13500,65535,556,599.241,3.982,1.739,0.305,1.704,555.974,599.21,3.957,553,596,2,7,7,5,TRUE,TRUE
"4",4,44.775,101.981,272,195,8154559,29979.996,12981.665,27515,13065,65535,496.449,619.562,3.805,1.939,0.47,1.882,496.422,619.505,3.785,490,615,2,14,10,5,FALSE,FALSE
"5",5,18.766,55.99,114,96,2772295,24318.377,7985.739,23612,13073,41028,967.596,324.158,4.658,1.366,0.291,1.38,967.557,324.195,4.583,964,320,3,8,9,4,TRUE,TRUE
"6",6,21.564,63.198,131,93,4558812,34800.09,17471.057,30998,13257,65535,925.275,349,4.855,1.577,0.345,1.581,925.189,349.004,4.883,921,346,3,10,7,5,TRUE,TRUE
"7",7,46.092,100.466,280,185,9133394,32619.264,16165.068,29503,13321,65535,734.057,396.229,4.939,1.956,0.363,1.972,733.856,395.99,4.958,728,392,3,13,10,5,FALSE,FALSE
"8",8,11.852,40.992,72,71,1415264,19656.445,4998.965,18714,13295,32921,799.125,396.361,4.375,1.162,0.402,1.132,799.257,396.331,4.332,795,393,3,10,7,3,TRUE,TRUE
"9",9,35.557,97.571,216,153,6038646,27956.695,12933.07,23182,13059,65535,687.893,419.468,4.597,1.992,0.651,1.966,687.906,419.43,4.601,680,417,3,16,8,4,FALSE,FALSE
"10",10,19.424,62.231,118,98,2696502,22851.711,7890.848,21040.5,13168,42972,963.051,431.144,4.28,1.406,0.334,1.441,962.887,431.223,4.276,959,427,3,9,9,4,TRUE,TRUE
"11",11,17.449,57.128,106,96,2227582,21014.924,6604.371,19386.5,13196,38901,775.604,432.896,4.283,1.536,0.582,1.505,775.346,432.898,4.277,771,431,3,13,6,3,TRUE,TRUE
"12",12,17.778,55.371,108,83,3555283,32919.285,15665.428,30069.5,13103,65535,853.852,430.778,5.093,1.405,0.297,1.376,853.739,430.784,5.068,850,427,3,8,8,5,TRUE,FALSE
"13",13,26.667,78.952,162,128,3692304,22792,7909.548,20437,13067,42213,907.821,437.938,4.531,1.595,0.426,1.621,907.805,437.996,4.514,902,433,3,11,11,4,TRUE,TRUE
"14",14,35.392,109.256,215,187,4439472,20648.707,6654.017,18672,13071,42407,782.377,453.084,4.46,1.909,0.755,1.81,782.076,453.172,4.405,775,448,3,17,10,4,TRUE,TRUE
"15",15,3.292,18.204,20,19,374471,18723.551,5052.916,16624.5,13189,29170,714.2,458.15,4,0.735,0.226,0.772,714.131,458.056,3.995,712,456,3,5,5,3,TRUE,TRUE
