"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,27.984,76.643,170,125,5968930,35111.352,13603.354,30417.5,17750,65535,195.447,523.312,7.547,1.728,0.444,1.703,195.445,523.346,7.512,192,518,6,9,11,4,TRUE,FALSE
"2",2,21.071,60.404,128,98,4894439,38237.805,14365.255,35486.5,17833,65535,182.023,527.531,7.102,1.482,0.317,1.483,182.108,527.567,7.072,178,524,6,9,8,4,FALSE,FALSE
"3",3,33.581,73.712,204,133,8876014,43509.871,17424.566,40161,17759,65535,219.696,528.108,7.593,1.76,0.231,1.751,219.709,528.156,7.608,216,524,6,8,10,4,TRUE,TRUE
"4",4,21.729,65.3,132,103,4332396,32821.184,12295.125,28951.5,17683,65535,158.871,557.553,7.03,1.62,0.495,1.52,158.704,557.658,7.057,155,553,6,10,11,4,TRUE,TRUE
"5",5,30.124,71.607,183,134,6651123,36344.934,13815.717,32987,17602,65535,177.355,575.219,7.06,1.619,0.317,1.634,177.36,575.298,7.057,173,571,6,11,9,4,TRUE,TRUE
"6",6,16.626,49.716,101,79,3134051,31030.207,11783.691,27246,17768,62413,138.951,576.02,7.406,1.337,0.275,1.383,138.925,575.948,7.388,136,573,6,7,8,4,TRUE,TRUE
"7",7,21.729,59.162,132,106,4620769,35005.824,14009.334,31240.5,17626,65535,239.848,590.045,7.977,1.473,0.315,1.441,239.81,589.857,7.972,236,587,6,9,9,4,TRUE,TRUE
"8",8,25.186,66.541,153,109,5614605,36696.766,14454.858,32981,17730,65535,293.163,592.438,7.752,1.596,0.299,1.608,293.161,592.436,7.735,290,588,6,8,10,4,TRUE,FALSE
"9",9,39.507,88.536,240,167,8942244,37259.352,14838.101,33684.5,17655,65535,205.271,602.904,7.425,1.856,0.408,1.828,205.244,602.928,7.368,202,597,6,8,13,4,TRUE,TRUE
"10",10,28.643,67.575,174,120,6994040,40195.633,16236.81,38035.5,17608,65535,412.115,642.764,7.253,1.655,0.276,1.686,412.142,642.733,7.189,408,639,6,10,8,4,FALSE,FALSE
