"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,46.586,103.296,283,157,8575387,30301.721,20328.629,21447,8321,65535,885.29,761.615,4.187,2.12,0.391,2.116,885.281,761.601,4.153,881,757,1,9,10,7,TRUE,TRUE
"2",2,39.507,96.848,240,150,6574444,27393.518,17611.363,21062.5,8381,65535,715.267,411.454,4.358,1.969,0.397,1.94,715.166,411.545,4.359,712,405,2,8,13,6,FALSE,FALSE
"3",3,34.569,82.399,210,156,3948708,18803.371,7720.279,17471,8314,38888,755.533,445.562,3.833,1.739,0.38,1.759,755.537,445.526,3.793,751,441,2,10,12,4,TRUE,TRUE
"4",4,47.244,98.086,287,181,6294514,21932.105,11179.004,18097,8442,55267,838.697,453.899,3.631,1.951,0.285,1.966,838.636,453.96,3.655,834,449,2,11,11,5,TRUE,FALSE
"5",5,44.775,108.222,272,198,4705544,17299.795,7677.218,15391.5,8318,41666,741.588,459.963,3.636,1.983,0.513,1.94,741.685,459.992,3.621,737,454,2,10,15,4,TRUE,FALSE
"6",6,42.635,106.084,259,199,4464594,17237.814,7128.375,15422,8320,39736,705.575,485.985,3.822,2.143,0.79,2.086,705.447,486.253,3.786,702,476,2,8,19,4,TRUE,TRUE
"7",7,37.367,95.848,227,150,5149322,22684.238,12353.177,20293,8348,59846,703.427,536.934,3.934,1.846,0.368,1.911,703.583,536.912,3.943,699,532,2,10,11,5,TRUE,TRUE
"8",8,47.573,98.364,289,170,7815113,27041.914,16552.465,22436,8406,65535,818.612,575.934,4.055,2.051,0.3,2.079,818.525,575.937,4.05,813,572,2,12,8,5,TRUE,TRUE
"9",9,61.401,120.567,373,218,9942550,26655.631,15785.404,24128,8315,65535,644.89,577.614,3.909,2.222,0.38,2.188,644.955,577.614,3.901,639,572,2,14,11,5,FALSE,FALSE
"10",10,31.771,73.679,193,123,4734063,24528.824,13727.357,22182,8583,62927,708.653,605.259,3.984,1.77,0.264,1.785,708.748,605.272,3.994,705,601,2,8,9,5,TRUE,TRUE
"11",11,34.075,76.506,207,122,5807105,28053.646,17823.338,20320,8324,65535,708.188,625.942,4.043,1.891,0.309,1.96,708.275,625.895,4.041,705,622,2,8,9,5,TRUE,TRUE
"12",12,37.203,94.502,226,151,4780818,21154.062,10560.861,19578.5,8350,53268,903.646,692.743,4.212,1.872,0.422,1.885,903.6,692.828,4.148,899,687,2,10,12,5,FALSE,FALSE
"13",13,20.248,59.611,123,99,1888480,15353.496,5810.558,13200,8399,30828,866.626,696.325,3.821,1.472,0.363,1.451,866.55,696.222,3.751,863,692,2,8,11,4,TRUE,TRUE
"14",14,65.187,125.566,396,229,10403082,26270.408,15985.728,23113.5,8313,65535,659.505,704.056,3.934,2.314,0.477,2.269,659.649,703.958,3.918,656,697,2,8,15,5,FALSE,FALSE
"15",15,43.623,100.951,265,170,6887969,25992.336,16995.818,19729,8398,65535,900.513,717.445,4.781,2.065,0.491,2.088,900.48,717.412,4.668,898,711,2,6,15,6,TRUE,TRUE
"16",16,41.483,109.223,252,196,4197916,16658.396,6416.267,15432.5,8416,38060,915.492,734.702,3.956,2.254,0.774,2.232,915.678,734.682,3.906,907,731,2,18,9,4,TRUE,TRUE
"17",17,20.412,57.647,124,92,2641643,21303.572,10131.233,19815.5,8320,50166,770.492,738.161,4.129,1.456,0.265,1.457,770.5,738.293,4.074,767,735,2,8,7,5,TRUE,TRUE
"18",18,16.791,49.82,102,83,1661118,16285.471,6484.008,14101.5,8449,32118,928.706,747.5,3.833,1.358,0.286,1.314,928.706,747.528,3.784,926,744,2,6,9,4,TRUE,TRUE
"19",19,28.643,85.504,174,135,3113531,17893.855,7408.113,15856,8388,36221,790.672,751.931,3.753,1.867,0.619,1.973,790.609,752.004,3.737,786,746,2,11,12,4,TRUE,TRUE
"20",20,34.075,81.505,207,126,5573294,26924.125,16666.471,20458,8461,65535,940.918,755.348,4.227,1.845,0.279,1.827,940.742,755.271,4.222,937,752,2,9,8,6,TRUE,TRUE
"21",21,50.537,112.569,307,184,8216608,26764.195,17167.607,20019,8331,65535,792.476,778.687,4.111,2.147,0.405,2.112,792.671,778.789,4.112,787,773,2,11,12,6,FALSE,FALSE
"22",22,46.257,98.846,281,164,6883455,24496.281,13968.863,22119,8332,62286,891.694,781.925,3.801,2.025,0.288,2.021,891.725,781.859,3.785,886,777,2,11,11,5,TRUE,TRUE
"23",23,33.581,87.883,204,140,4819018,23622.637,13869.359,19757,8382,62738,755.049,815.245,3.701,1.907,0.488,1.886,754.955,815.143,3.724,750,810,2,11,11,5,TRUE,TRUE
"24",24,57.615,117.465,350,197,9650277,27572.221,17334.996,21165.5,8378,65535,728.606,819.789,3.966,2.211,0.331,2.198,728.655,819.692,3.935,724,814,2,11,13,5,TRUE,FALSE
"25",25,40.66,95.055,247,161,6072045,24583.178,14597.872,18238,8400,64899,859.036,824.271,4.514,1.961,0.412,1.951,859.1,824.112,4.46,854,819,2,11,11,6,TRUE,FALSE
"26",26,32.923,79.093,200,123,5780072,28900.359,19043.854,22044,8339,65535,862.655,834.945,4.375,1.857,0.353,1.815,862.583,834.917,4.317,859,832,2,8,7,6,TRUE,TRUE
"27",27,17.284,52.473,105,95,1556771,14826.391,4226.774,14961,8435,25083,896.181,848.352,3.619,1.295,0.333,1.341,896.176,848.454,3.592,893,844,2,7,9,4,TRUE,TRUE
"28",28,53.335,141.702,324,228,6467074,19960.105,9159.918,18158,8342,50249,882.759,854.839,4.062,2.618,0.985,2.652,882.985,855.019,4.046,875,847,2,16,17,5,TRUE,TRUE
"29",29,36.709,87.09,223,140,5438557,24388.148,14800.735,20893,8331,65535,948.677,863.704,3.933,1.913,0.376,1.965,948.58,863.645,3.922,943,861,2,12,7,5,TRUE,FALSE
"30",30,37.532,88.78,228,140,5267107,23101.346,12748.667,20047.5,8364,61930,998.943,875.035,3.798,1.893,0.314,1.907,999.019,874.988,3.789,994,871,2,11,9,5,TRUE,FALSE
"31",31,40.989,99.294,249,164,5025489,20182.688,11008.473,16788,8315,52820,885.538,886.711,4.309,1.965,0.45,1.93,885.654,886.749,4.231,879,883,2,13,9,5,TRUE,FALSE
"32",32,16.461,50.301,100,91,1457435,14574.35,4113.902,13630,8435,23486,971.89,891.05,3.61,1.272,0.323,1.33,971.768,891.042,3.58,968,888,2,9,7,4,TRUE,TRUE
"33",33,16.626,46.992,101,80,1527669,15125.436,5238.83,13661,8323,29414,756.396,381.139,3.97,1.321,0.216,1.318,756.418,381.131,3.975,753,378,3,8,8,3,TRUE,FALSE
"34",34,7.243,42.444,44,43,867670,19719.773,12991.529,14869.5,8349,64144,863.136,406.182,4.705,1.315,0.51,1.284,863.491,406.459,4.704,861,403,3,5,7,5,FALSE,FALSE
"35",35,12.511,44.131,76,61,1022182,13449.763,4561.399,11734,8354,28000,801.605,412.776,4.079,1.269,0.295,1.278,801.572,412.838,4.086,799,409,3,7,9,3,TRUE,FALSE
"36",36,8.395,34.788,51,46,696211,13651.196,4228.257,13156,8375,25369,787.588,420.216,4.294,1.084,0.345,1.021,787.627,420.1,4.326,786,416,3,4,9,4,FALSE,FALSE
"37",37,29.96,81.332,182,138,3128953,17192.049,6797.33,16092.5,8416,34533,830.462,431.637,4.313,1.799,0.532,1.726,830.425,431.757,4.316,828,425,3,6,14,4,TRUE,FALSE
"38",38,7.078,36.408,43,41,491248,11424.372,2272.799,11019,8468,16895,788.116,467.93,4.023,1.11,0.452,1.074,788.101,467.823,4.024,785,465,3,7,9,3,TRUE,FALSE
"39",39,45.269,110.12,275,190,4888175,17775.182,7594.405,16631,8314,44843,824.825,488.589,5.509,2.041,0.583,1.962,824.615,488.552,5.347,818,484,3,14,10,6,TRUE,TRUE
"40",40,7.408,44.89,45,45,493252,10961.155,2130.469,10956,8352,16976,694.689,496.4,3.644,1.565,0.564,1.633,694.711,496.299,3.682,690,492,3,9,10,2,TRUE,TRUE
"41",41,8.395,29.892,51,44,984896,19311.686,10325.266,15035,8959,47849,782.922,497.569,4.059,1.077,0.193,1.101,782.973,497.588,4.165,781,495,3,5,6,3,TRUE,TRUE
"42",42,25.844,69.747,157,115,2607869,16610.631,6957.636,15365,8324,36430,887.777,518.414,4.885,1.582,0.316,1.581,887.875,518.38,4.878,884,514,3,8,10,5,TRUE,FALSE
"43",43,36.544,90.986,222,150,4834760,21778.197,12417.1,17913,8367,57275,796.041,524.572,4.509,1.925,0.443,1.828,796.185,524.801,4.559,791,519,3,9,13,5,TRUE,FALSE
