"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,30.454,81.813,185,145,3841772,20766.336,8246.218,17785,11033,41409,474.605,720.973,3.859,1.869,0.634,1.784,474.821,720.693,3.8,469,716,2,12,13,4,FALSE,FALSE
"2",2,40.33,90.882,245,153,7443982,30383.6,16331.765,26357,11040,65535,345.996,828.282,4.208,1.89,0.281,1.901,345.867,828.046,4.194,341,824,2,11,10,5,TRUE,FALSE
"3",3,19.26,54.923,117,83,3152426,26943.812,12743.072,23701,10932,58442,343.846,838.487,3.838,1.448,0.232,1.44,343.884,838.479,3.863,341,835,2,7,8,5,FALSE,FALSE
"4",4,15.968,53.44,97,77,1988630,20501.34,8881.085,16559,10924,41990,437.773,849.608,3.845,1.456,0.436,1.345,437.969,849.598,3.769,431,847,2,12,6,4,FALSE,FALSE
"5",5,31.606,83.64,192,145,4393873,22884.756,9175.335,20831.5,10981,52760,606.458,339.125,4.396,1.788,0.528,1.768,606.654,339.152,4.446,601,335,3,12,10,4,FALSE,FALSE
"6",6,36.38,98.123,221,154,5814490,26309.91,12413.603,21854,11060,56947,651.181,355.742,4.561,2.133,0.666,2.14,651.309,355.835,4.573,645,349,3,12,13,4,FALSE,FALSE
"7",7,19.754,60.163,120,93,2768783,23073.191,10503.765,20373,10884,56424,542.258,358.517,5.05,1.477,0.349,1.442,542.228,358.559,5.042,540,354,3,6,10,5,FALSE,FALSE
"8",8,35.392,78.711,215,146,6005492,27932.521,13810.94,23050,10952,65535,538.814,496.609,5.674,1.796,0.306,1.799,538.863,496.411,5.681,535,492,3,8,10,5,FALSE,FALSE
"9",9,34.734,87.402,211,134,7032746,33330.551,18578.564,28480,11059,65535,618.602,509.009,5.744,1.937,0.452,1.982,618.759,508.881,5.706,614,505,3,10,9,6,FALSE,FALSE
"10",10,37.367,93.261,227,158,6726886,29633.859,14533.382,27413,10952,64933,506.987,525.167,4.344,1.967,0.525,2.004,506.947,525.194,4.281,503,519,3,9,13,4,TRUE,FALSE
"11",11,18.437,61.542,112,95,1903835,16998.527,4810.894,15630,10986,33136,495.08,534.973,4.196,1.506,0.52,1.473,495.039,534.773,4.198,493,530,3,6,13,3,TRUE,FALSE
"12",12,27.161,80.813,165,140,3218677,19507.133,6312.881,19368,10880,38078,486.764,561.97,4.485,1.788,0.705,1.765,486.747,562.003,4.509,482,555,3,10,14,4,FALSE,FALSE
