"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,11.523,38.961,70,59,2561104,36587.199,18454.037,36383,12872,65535,366.4,54.371,4.029,1.279,0.367,1.196,366.389,54.272,4.034,364,53,2,7,4,5,TRUE,TRUE
"2",2,34.898,79.849,212,138,7519044,35467.188,18635.744,29876.5,12440,65535,372.476,72.75,3.665,1.788,0.243,1.785,372.405,72.738,3.701,368,69,2,10,9,5,TRUE,TRUE
"3",3,61.401,129.15,373,231,12542316,33625.512,18746.219,25943,12491,65535,400.614,89.327,3.973,2.2,0.394,2.179,401.002,89.246,3.988,394,83,2,13,13,5,TRUE,TRUE
"4",4,40.824,96.159,248,153,9584292,38646.34,20279.244,32546,12641,65535,323.827,113.153,4.052,2.052,0.458,2.092,323.822,113.211,4.071,319,109,2,11,10,5,TRUE,FALSE
"5",5,46.421,98.468,282,158,10569250,37479.609,19618.895,33931.5,12451,65535,445.277,159.319,4.617,2.082,0.348,2.052,445.303,159.263,4.601,441,155,2,10,10,6,FALSE,FALSE
"6",6,24.692,65.989,150,115,4396468,29309.787,13458.819,26527,12489,64925,433.287,210.587,3.9,1.565,0.347,1.549,433.306,210.681,3.876,430,206,2,8,11,4,TRUE,TRUE
"7",7,37.861,89.952,230,150,8161149,35483.258,18433.131,30597.5,12450,65535,317.383,246.552,4.343,1.881,0.362,1.927,317.439,246.448,4.31,312,242,2,11,10,5,FALSE,FALSE
"8",8,24.528,65.644,149,107,4769558,32010.457,16062.619,28771,12661,65535,445.919,251.369,3.872,1.548,0.332,1.526,445.851,251.383,3.905,442,247,2,9,10,4,FALSE,FALSE
"9",9,43.623,92.086,265,176,8541517,32232.139,15844.423,28385,12516,65535,429.559,342.291,3.751,1.905,0.365,1.885,429.551,342.362,3.799,424,337,2,12,11,4,FALSE,FALSE
"10",10,23.046,63.784,140,103,4625291,33037.793,16577.545,28816.5,12705,65535,427.107,351.986,4.15,1.583,0.327,1.628,427.096,351.93,4.126,424,348,2,8,9,5,FALSE,FALSE
"11",11,29.795,78.022,181,130,5900857,32601.42,16739.717,29185,12587,65535,308.564,411.624,4.193,1.711,0.372,1.675,308.43,411.659,4.201,304,408,2,12,8,5,FALSE,FALSE
"12",12,33.252,76.747,202,123,7427387,36769.242,20046.521,32794,12443,65535,313.851,427.149,3.975,1.816,0.262,1.831,313.974,427.081,4.008,310,424,2,9,8,5,TRUE,FALSE
"13",13,32.923,79.471,200,129,7239670,36198.352,19342.209,31172.5,12487,65535,343.58,434.305,4.64,1.808,0.337,1.769,343.501,434.292,4.595,339,431,2,10,7,6,TRUE,FALSE
"14",14,31.277,75.609,190,124,6645153,34974.488,17685.48,30657.5,12471,65535,397.926,448.316,3.968,1.753,0.269,1.731,397.888,448.252,4.013,394,445,2,9,8,5,FALSE,FALSE
"15",15,23.869,63.128,145,103,4373816,30164.248,14730.73,27132,12510,65535,341.455,471.303,4.179,1.565,0.306,1.546,341.47,471.057,4.172,337,468,2,10,8,5,TRUE,FALSE
"16",16,47.573,127.085,289,192,10325632,35728.832,18917.992,32380,12451,65535,294.059,483.606,4.125,2.279,0.721,2.271,294.123,483.435,4.121,290,477,2,11,16,5,FALSE,FALSE
"17",17,17.12,50.268,104,81,3305142,31780.211,13963.884,29477.5,12504,65535,445.644,489,3.942,1.375,0.28,1.348,445.679,489.012,3.964,443,485,2,6,9,4,FALSE,FALSE
"18",18,17.12,61.404,104,91,2547836,24498.424,9608.408,23754.5,12526,48355,422.49,490.692,3.49,1.365,0.344,1.371,422.396,490.739,3.51,419,487,2,9,9,4,TRUE,TRUE
"19",19,26.503,69.713,161,108,5445548,33823.281,17447.125,28911,12509,65535,399.081,495.547,3.826,1.636,0.267,1.645,399.02,495.68,3.869,396,491,2,8,10,5,TRUE,FALSE
