"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,8.56,42.337,52,51,923786,17765.115,2914.931,17207,14282,25840,935.442,154.481,2.038,1.174,0.443,1.206,935.475,154.47,2.028,931,151,1,9,8,3,TRUE,TRUE
"2",2,8.725,43.338,53,52,949459,17914.32,2938.482,17683,14214,26861,924.453,160.34,2.245,1.251,0.469,1.186,924.505,160.348,2.216,920,158,1,10,5,3,TRUE,FALSE
"3",3,39.343,84.537,239,157,7435373,31110.348,13430.818,26486,14267,61835,646.962,187.598,2.51,1.854,0.267,1.83,646.855,187.565,2.53,641,184,1,12,9,4,FALSE,FALSE
"4",4,16.791,57.509,102,93,2564076,25138,7603.377,24172.5,14281,46760,1010.118,200.412,2,1.729,0.699,1.709,1010.214,200.435,2.013,1008,193,1,4,14,3,FALSE,FALSE
"5",5,32.594,85.123,198,154,5065670,25584.191,9085.167,24111,14189,55133,666.056,202.737,2.465,1.666,0.37,1.725,666.132,202.619,2.505,661,199,1,11,9,4,TRUE,FALSE
"6",6,26.667,72.367,162,128,3518273,21717.734,5213.762,20716,14183,35458,984.852,204.611,2.105,1.648,0.491,1.562,984.93,204.546,2.107,979,201,1,12,9,3,FALSE,FALSE
"7",7,46.75,93.328,284,181,9539175,33588.645,14526.206,30581.5,14202,65535,607.57,206.778,2.384,1.931,0.27,1.942,607.504,206.844,2.37,602,202,1,12,10,4,FALSE,FALSE
"8",8,59.755,128.22,363,234,12289017,33854.043,15892.599,29695,14225,65535,685.868,214.606,3.292,2.35,0.694,2.249,685.865,214.668,3.251,682,206,1,9,18,5,FALSE,FALSE
"9",9,37.203,97.983,226,182,5981265,26465.773,8284.318,26373.5,14337,47575,363.819,231.836,2.69,1.721,0.473,1.846,363.855,231.848,2.667,359,227,1,10,11,4,FALSE,FALSE
"10",10,43.129,99.361,262,186,6951513,26532.492,9753.42,24768.5,14161,54651,1001.866,233.408,2.523,1.889,0.38,1.849,1001.857,233.357,2.556,998,227,1,9,14,4,FALSE,FALSE
"11",11,25.186,79.849,153,128,4081534,26676.693,8948.441,26147,14145,51721,564.693,276.673,2.634,1.688,0.575,1.669,564.592,276.649,2.628,560,271,1,9,13,4,TRUE,FALSE
"12",12,51.524,107.151,313,225,8867003,28329.084,10412.176,26094,14281,62338,867.565,307.297,2.984,2.016,0.537,2.01,867.808,307.491,2.996,862,301,1,12,13,5,FALSE,FALSE
"13",13,39.507,92.742,240,168,7900100,32917.082,13946.256,30070,14282,65535,184.317,335.038,3.096,1.81,0.359,1.858,184.385,335.117,3.098,180,330,1,10,11,5,TRUE,TRUE
"14",14,24.363,68.405,148,109,5414305,36583.141,17055.201,32675.5,14180,65535,1009.237,178.574,3.703,1.667,0.377,1.659,1009.358,178.574,3.692,1006,174,2,6,10,5,FALSE,FALSE
"15",15,29.96,86.297,182,133,5811394,31930.736,15078.965,26243,14147,65535,863.077,179.967,3.445,1.962,0.631,1.921,863.254,179.67,3.472,858,174,2,9,14,4,FALSE,FALSE
"16",16,18.108,59.818,110,92,2564858,23316.891,7495.557,21331.5,14224,43684,957.255,229.255,3.564,1.413,0.345,1.451,957.397,229.331,3.56,953,226,2,10,7,4,FALSE,FALSE
