"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,20.083,56.646,122,93,4141090,33943.359,13132.022,31613,17298,65535,283.836,302.041,5.762,1.464,0.293,1.456,283.793,302.114,5.757,281,298,4,7,10,4,FALSE,TRUE
"2",2,21.071,60.267,128,94,5389571,42106.023,16195.335,42562.5,17181,65535,371.273,302.406,6.039,1.492,0.294,1.476,371.279,302.402,6.017,367,300,4,9,6,5,TRUE,FALSE
"3",3,34.075,76.399,207,154,7184704,34708.715,12318.877,32134,17084,65535,268.184,313.039,5.932,1.716,0.409,1.696,268.273,313.229,5.875,264,307,4,9,12,4,TRUE,TRUE
"4",4,28.972,73.093,176,113,7431895,42226.676,18384.08,40425,17085,65535,356.693,332.028,5.898,1.757,0.336,1.817,356.703,332.069,5.903,354,327,4,7,10,5,FALSE,FALSE
"5",5,27.655,69.78,168,134,5609280,33388.57,11686.065,31534.5,17075,61765,277.095,364.476,5.22,1.606,0.393,1.603,277.1,364.576,5.262,272,359,4,10,11,4,FALSE,FALSE
"6",6,31.277,76.643,190,126,8209765,43209.289,17709.729,43875,17027,65535,243.547,382.168,5.858,1.721,0.255,1.722,243.527,382.139,5.884,240,378,4,8,9,5,FALSE,TRUE
"7",7,28.149,68.609,171,126,7235526,42313.016,15650.499,43513,17162,65535,331.053,394.561,5.942,1.611,0.315,1.621,331.141,394.536,5.982,327,391,4,10,8,5,TRUE,TRUE
"8",8,24.363,63.954,148,116,5443125,36777.871,13496.654,34581.5,17119,65535,357.764,411.142,5.932,1.587,0.403,1.552,357.707,411.103,5.935,354,407,4,10,9,4,TRUE,TRUE
"9",9,18.437,55.164,112,90,3752711,33506.348,12986.541,30443,17148,65535,272.804,444.286,5.902,1.45,0.377,1.401,272.843,444.224,5.873,270,439,4,6,11,4,FALSE,FALSE
"10",10,43.623,91.293,265,178,9995587,37719.195,15232.313,33308,17090,65535,305.958,460.151,5.74,1.884,0.345,1.886,305.979,460.294,5.725,301,455,4,11,11,4,FALSE,FALSE
"11",11,17.449,51.268,106,75,4214452,39758.98,17279.26,36553.5,17178,65535,311.934,528.877,5.887,1.444,0.269,1.381,311.974,528.867,5.875,309,526,4,7,7,5,TRUE,FALSE
"12",12,50.043,134.701,304,231,9944467,32712.062,13394.174,28423.5,17062,65535,372.424,566.109,6.882,2.55,0.885,2.545,372.09,566.363,6.969,365,560,4,18,12,6,TRUE,TRUE
"13",13,19.918,56.164,121,90,4863498,40194.199,16255.416,39502,17443,65535,486.488,670.512,5.876,1.478,0.288,1.469,486.502,670.59,5.88,483,668,4,9,6,5,FALSE,FALSE
"14",14,23.869,69.298,145,110,4521354,31181.752,11977.561,29157,17075,63174,827.324,735.766,5.91,1.587,0.392,1.523,827.269,735.828,5.905,823,730,4,10,11,5,FALSE,FALSE
"15",15,23.704,61.438,144,109,5375730,37331.457,14941.286,34218,17148,65535,274.562,253.014,6.896,1.516,0.305,1.517,274.622,252.963,6.861,271,248,5,8,10,4,FALSE,FALSE
"16",16,17.943,52.095,109,86,4186650,38409.633,14146.767,34682,17200,65535,338.716,290.532,6.055,1.414,0.329,1.384,338.822,290.507,6.074,335,287,5,9,8,3,TRUE,TRUE
