"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,38.026,82.469,231,150,6759214,29260.666,14859.432,25219,10631,65535,773.948,706.338,3.424,1.844,0.29,1.826,774.097,706.282,3.392,769,703,1,11,8,5,TRUE,FALSE
"2",2,31.112,72.541,189,126,5515115,29180.502,14986.175,25427,10560,62849,791.079,725.974,3.302,1.739,0.254,1.731,791.177,726.014,3.285,787,723,1,9,7,5,TRUE,TRUE
"3",3,35.392,91.23,215,135,7383915,34343.789,20211.006,26971,10618,65535,331.307,752.391,3.874,2.014,0.458,2.085,331.395,752.357,3.835,328,748,1,8,10,6,TRUE,TRUE
"4",4,26.667,67.679,162,111,3927183,24241.871,10929.158,22258.5,10501,57073,630.5,562.63,3.84,1.625,0.262,1.622,630.463,562.63,3.847,627,559,2,9,8,5,TRUE,TRUE
"5",5,42.964,92.779,261,153,8080333,30959.131,17106.725,25759,10510,65535,674.295,569.797,4.172,1.989,0.267,1.988,674.273,569.801,4.208,670,566,2,10,9,6,TRUE,TRUE
"6",6,36.215,84.022,220,135,6586845,29940.205,16861.873,25190,10474,65535,579.455,570.809,4.282,1.879,0.295,1.886,579.435,570.828,4.299,574,567,2,11,8,6,TRUE,TRUE
"7",7,28.807,70.506,175,112,4540371,25944.977,14030.576,21634,10483,65535,560.817,580,4.091,1.718,0.272,1.697,560.82,580.023,4.093,557,576,2,9,8,5,TRUE,TRUE
"8",8,24.857,65.025,151,102,3834881,25396.562,11920.993,24187,10478,53938,688.199,585.199,3.702,1.609,0.239,1.575,688.293,585.143,3.747,685,582,2,8,8,5,TRUE,TRUE
"9",9,32.758,79.608,199,130,4425480,22238.594,8412.227,21121,10545,43688,266.774,593.98,4.06,1.797,0.31,1.826,266.925,593.943,4.08,262,590,2,9,9,5,TRUE,TRUE
"10",10,32.429,77.54,197,120,5379901,27309.143,14906.681,24057,10537,65535,648.381,597.914,4.02,1.818,0.289,1.867,648.376,597.882,4.026,644,594,2,9,8,5,TRUE,TRUE
"11",11,21.564,58.543,131,87,3382724,25822.32,12811.311,24374,10499,60112,331.519,600.718,3.992,1.573,0.299,1.491,331.546,600.727,3.985,328,598,2,8,6,5,TRUE,TRUE
"12",12,33.911,96.604,206,159,3995063,19393.51,6391.426,18011.5,10496,37877,648.709,610.262,3.869,2.119,0.717,2.206,648.772,610.224,3.866,642,604,2,14,13,4,TRUE,TRUE
"13",13,19.918,56.164,121,80,2923488,24161.059,12439.683,20414,10496,63458,618.868,620.322,3.901,1.579,0.36,1.479,618.898,620.325,3.915,615,618,2,8,6,5,TRUE,TRUE
"14",14,6.585,25.823,40,39,562201,14055.025,2843.022,13547.5,10576,24392,573.65,632.675,3.425,0.926,0.262,0.884,573.713,632.7,3.401,571,631,2,7,4,3,TRUE,FALSE
"15",15,78.192,175.563,475,280,15634471,32914.676,18875.496,27553,10560,65535,233.272,660.834,6.267,2.955,1.057,3.054,233.436,660.717,6.215,222,656,2,21,9,9,TRUE,TRUE
