"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,37.532,85.849,228,148,8184526,35897.043,18365.309,30410.5,12257,65535,96.417,573.088,5.364,1.865,0.285,1.833,96.364,572.918,5.371,93,568,3,8,11,5,TRUE,FALSE
"2",2,9.712,40.306,59,53,1948848,33031.32,17056.215,29679,13102,65535,66.085,584.847,5.22,1.284,0.417,1.278,65.91,584.781,5.193,63,583,3,7,4,5,TRUE,FALSE
"3",3,63.541,152.216,386,272,11374613,29467.91,13514.098,26468.5,12244,65535,187.096,682.624,5.396,2.836,1.122,2.73,187.163,682.785,5.415,180,673,3,16,21,6,TRUE,TRUE
"4",4,35.063,80.194,213,137,7032929,33018.445,17574.752,27710,12294,65535,294.277,813.817,5.465,1.796,0.25,1.777,294.37,813.831,5.437,290,809,3,10,10,5,FALSE,FALSE
"5",5,30.289,71.711,184,140,4926764,26775.891,11363.571,24545.5,12260,62820,148.755,558.158,5.973,1.678,0.436,1.625,148.908,558.253,5.963,145,552,4,8,13,4,TRUE,FALSE
"6",6,40.66,91.397,247,182,6972954,28230.582,11922.794,25461,12273,65204,183.567,567.538,5.943,1.849,0.455,1.821,183.563,567.656,5.944,177,563,4,13,10,4,FALSE,FALSE
"7",7,19.754,59.852,120,101,2637999,21983.324,8145.348,20231,12251,50601,243.183,567.917,5.8,1.468,0.399,1.439,243.173,567.925,5.807,238,564,4,11,8,4,FALSE,FALSE
"8",8,32.758,81.987,199,135,6256301,31438.699,15914.922,26589,12372,65535,224.623,576.201,5.392,1.874,0.463,1.909,224.543,576.128,5.353,219,573,4,12,8,4,FALSE,FALSE
"9",9,24.363,83.159,148,125,2991802,20214.879,6604.857,18396,12244,39437,208.973,585.824,5.162,1.841,0.758,1.615,209.069,585.952,5.126,206,577,4,8,18,3,TRUE,FALSE
"10",10,37.038,84.122,225,173,5520094,24533.752,9345.442,22367,12233,60314,99.204,607.298,5.018,1.858,0.566,1.789,99.258,607.208,5.003,95,601,4,10,13,3,TRUE,FALSE
