"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,30.124,77.744,183,147,3338421,18242.738,6426.538,16464,9700,37680,812.929,146.967,4.831,1.64,0.389,1.666,812.753,146.907,4.813,808,142,3,11,10,4,TRUE,TRUE
"2",2,30.618,80.16,186,128,4464301,24001.619,11645.171,21373.5,9648,52339,842.226,183.71,4.618,1.819,0.404,1.818,842.118,183.947,4.652,838,178,3,9,11,4,TRUE,FALSE
"3",3,25.021,71.748,152,115,3370961,22177.375,9500.749,20567.5,9560,44509,876.441,193.263,4.73,1.647,0.421,1.665,876.454,193.156,4.77,872,189,3,10,9,4,TRUE,TRUE
"4",4,14.157,48.337,86,72,1441916,16766.465,5502.895,15956.5,9596,30341,873.547,219.64,4.57,1.242,0.283,1.243,873.552,219.686,4.561,871,216,3,7,8,4,TRUE,FALSE
"5",5,16.132,49.026,98,79,1803689,18404.99,6897.387,16089,9559,35905,903.49,266.408,4.633,1.327,0.254,1.334,903.53,266.396,4.602,900,264,3,9,6,4,TRUE,TRUE
"6",6,23.869,65.3,145,110,2990274,20622.58,9365.653,19141,9742,55891,978.517,272.138,4.69,1.552,0.327,1.556,978.394,271.99,4.734,975,268,3,8,10,5,TRUE,FALSE
"7",7,24.692,64.128,150,104,3575161,23834.406,11878.836,19512.5,10013,52993,789.053,177.427,5.4,1.626,0.269,1.656,789.03,177.521,5.406,785,174,4,9,8,4,FALSE,FALSE
"8",8,7.408,30.823,45,41,571900,12708.889,2966.999,11694,9593,21843,845.111,230.556,4.756,0.995,0.264,1.014,845.156,230.554,4.786,843,227,4,5,7,3,FALSE,FALSE
"9",9,3.951,27.031,24,24,290303,12095.958,2049.792,11622,9710,17685,983.333,263.5,4.542,0.907,0.182,0.856,983.272,263.489,4.564,981,262,4,6,4,2,FALSE,FALSE
"10",10,22.881,62.75,139,93,2877225,20699.461,9647.326,18710,9641,49429,948.921,344.647,6.014,1.611,0.324,1.579,948.912,344.589,6.014,946,341,4,7,9,5,FALSE,FALSE
"11",11,20.083,61.093,122,100,2128147,17443.828,5972.965,15934,9753,35763,730.459,378.074,5.074,1.555,0.448,1.517,730.386,378.044,5.075,727,373,4,9,11,3,TRUE,FALSE
"12",12,36.874,94.295,224,152,4839510,21604.955,10071.798,19838.5,9558,54015,690.415,408.018,5.5,1.878,0.417,1.926,690.379,407.904,5.497,687,403,4,9,12,4,TRUE,TRUE
"13",13,28.478,68.127,173,117,4199254,24273.145,12613.704,20320,9627,57049,819.092,413.231,5.474,1.682,0.23,1.675,819.151,413.345,5.458,816,410,4,8,9,4,TRUE,TRUE
"14",14,16.626,50.957,101,82,1768213,17507.059,6480.428,15624,9663,34233,766.257,427.475,4.99,1.401,0.346,1.356,766.24,427.39,5.021,762,425,4,10,7,3,TRUE,TRUE
"15",15,30.289,75.747,184,126,3932978,21374.881,10499.608,17918,9578,48587,820.196,437.342,5.658,1.769,0.373,1.723,820.121,437.517,5.651,815,433,4,11,9,5,TRUE,FALSE
"16",16,22.223,70.714,135,107,2723224,20172.029,8529.296,19184,9737,42354,739.356,449.052,5.689,1.615,0.502,1.661,739.282,449.195,5.642,735,445,4,9,10,4,TRUE,TRUE
"17",17,24.034,66.986,146,143,2161469,14804.582,3296.49,14506.5,9716,22767,609.822,448.658,5.466,1.527,0.512,1.553,609.942,448.477,5.436,605,445,4,11,9,4,FALSE,FALSE
"18",18,14.815,50.854,90,80,1423699,15818.878,5202.686,14618,9593,28012,850.633,447.5,5.567,1.299,0.418,1.301,850.581,447.509,5.524,847,444,4,8,8,4,TRUE,TRUE
"19",19,12.346,46.647,75,72,1286688,17155.84,5516.608,16287,9590,30011,780.413,468.813,5.373,1.309,0.504,1.24,780.403,468.71,5.38,776,465,4,10,9,3,TRUE,TRUE
