"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,26.503,71.922,161,105,6438200,39988.82,20086.133,36375,14048,65535,102.783,124.273,4.093,1.743,0.333,1.728,102.732,124.187,4.082,98,121,2,10,7,5,TRUE,FALSE
"2",2,37.697,87.298,229,132,9518742,41566.559,19226.609,39258,13961,65535,126.258,175.179,4.777,1.925,0.3,1.889,126.214,175.184,4.738,122,172,2,10,8,6,TRUE,FALSE
"3",3,35.886,80.85,218,136,8689816,39861.543,18980.521,36126,13968,65535,203.472,221.518,4.216,1.837,0.246,1.846,203.51,221.523,4.232,200,217,2,9,10,5,TRUE,FALSE
"4",4,44.61,95.777,271,168,10673708,39386.375,18615.293,35146,13967,65535,281.137,275.081,4.469,1.955,0.311,1.922,281.241,275.073,4.451,276,270,2,11,11,6,TRUE,TRUE
"5",5,35.557,82.54,216,132,8366960,38735.926,19138.418,36389,14171,65535,202.634,307.356,3.935,1.862,0.301,1.895,202.734,307.31,3.946,198,304,2,11,8,5,FALSE,FALSE
"6",6,29.795,74.92,181,119,6761150,37354.418,18307.791,34302,13998,65535,334.199,346.265,3.978,1.744,0.319,1.773,334.293,346.219,3.97,331,342,2,7,10,5,TRUE,TRUE
"7",7,30.947,81.228,188,138,5646401,30034.049,14191.951,26275.5,13937,65535,332.34,359.25,3.537,1.794,0.482,1.702,332.526,359.275,3.543,326,356,2,13,8,4,TRUE,TRUE
"8",8,66.669,136.354,405,265,14059289,34714.293,15830.925,31562,13932,65535,383.274,371.62,4.049,2.252,0.656,2.236,383.117,371.384,4.05,376,366,2,16,12,5,TRUE,TRUE
"9",9,22.058,58.232,134,92,4619232,34471.879,16649.848,30178,13971,65535,355.881,374.679,3.545,1.529,0.191,1.532,355.845,374.704,3.597,353,371,2,7,9,4,FALSE,FALSE
"10",10,72.43,168.767,440,279,15035526,34171.648,16012.203,31239,13969,65535,392.509,422.97,5.111,2.762,0.92,2.773,392.899,422.796,5.072,382,415,2,18,16,7,TRUE,TRUE
"11",11,48.067,100.984,292,169,11437738,39170.336,18880.77,34691,14157,65535,456.757,420.37,4.89,2.066,0.297,2.096,456.761,420.231,4.834,453,415,2,9,12,6,TRUE,TRUE
"12",12,31.606,77.333,192,130,7037567,36653.996,17776.707,33154.5,13960,65535,349.953,430.094,4.036,1.751,0.356,1.792,349.931,430.275,4.044,347,425,2,7,11,5,TRUE,FALSE
"13",13,35.392,85.504,215,136,8032742,37361.59,18311.793,32922,14359,65535,444.851,460.312,4.167,1.818,0.267,1.808,444.868,460.336,4.165,440,456,2,11,10,5,TRUE,FALSE
"14",14,21.4,59.162,130,98,3450067,26538.977,10753.701,24409.5,14097,58887,594.762,549.277,3.838,1.464,0.26,1.456,594.842,549.124,3.792,591,545,2,8,9,4,FALSE,FALSE
"15",15,37.532,83.952,228,146,8661298,37988.148,18317.994,35361.5,13963,65535,601.645,573.193,3.684,1.835,0.279,1.846,601.565,573.156,3.716,597,568,2,10,11,5,FALSE,FALSE
"16",16,30.454,82.61,185,116,7388483,39937.746,19196.34,38006,13965,65535,518.73,571.968,4.281,1.868,0.445,1.853,518.827,572.02,4.273,514,568,2,10,9,6,TRUE,FALSE
"17",17,24.692,61.334,150,118,4621406,30809.373,12482.098,28285.5,14008,63331,706.627,616.38,3.927,1.577,0.366,1.517,706.458,616.369,3.917,701,614,2,11,6,4,FALSE,FALSE
"18",18,47.244,97.156,287,177,10806539,37653.445,18459.633,32434,13970,65535,754.293,627.805,4.341,2.026,0.37,1.976,754.274,627.805,4.316,748,624,2,13,8,5,FALSE,FALSE
"19",19,48.89,115.638,297,188,11078107,37300.023,17520.188,34680,14092,65535,706.145,632.778,4.579,2.195,0.609,2.256,706.24,632.7,4.528,700,626,2,13,13,6,TRUE,TRUE
"20",20,33.911,79.849,206,137,7160552,34759.961,16811.25,29269.5,14024,65535,860.286,692.325,4.481,1.809,0.323,1.79,860.45,692.34,4.41,855,689,2,12,7,5,FALSE,FALSE
"21",21,38.52,105.706,234,187,6600543,28207.449,11766.63,25577,13969,65535,829.534,700.35,4.081,2.309,0.855,2.327,830.019,700.418,4.073,820,697,2,19,9,4,TRUE,TRUE
"22",22,28.643,77.229,174,128,5676666,32624.518,15096.079,29091.5,13951,65535,157.224,200.563,4.718,1.762,0.493,1.816,157.088,200.546,4.694,152,197,3,12,8,4,TRUE,TRUE
"23",23,14.157,43.442,86,71,2420622,28146.768,10798.349,26683,14296,65535,110.442,226.674,5.047,1.252,0.23,1.23,110.506,226.888,5.007,108,224,3,7,6,4,TRUE,FALSE
