"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,51.195,115.085,311,203,10806186,34746.578,18122.771,27839,12282,65535,657.347,745.334,3.463,2.258,0.655,2.135,657.183,745.478,3.482,651,740,1,15,13,5,TRUE,TRUE
"2",2,35.557,83.366,216,139,6971315,32274.607,17143.027,26553.5,12244,65535,436.574,800.667,3.449,1.793,0.223,1.786,436.675,800.765,3.436,432,797,1,10,9,5,TRUE,TRUE
"3",3,23.375,66.819,142,98,5027418,35404.352,18988.445,29320.5,12230,65535,638.754,887.338,3.542,1.662,0.357,1.661,638.935,887.255,3.585,635,884,1,9,8,6,TRUE,FALSE
"4",4,19.26,70.366,117,105,2197047,18778.18,5305.914,18065,12213,35968,505.667,610.991,3.154,1.629,0.605,1.617,505.504,610.919,3.132,501,607,2,12,8,3,TRUE,TRUE
"5",5,27.491,72.608,167,130,4010567,24015.371,11014.959,20718,12273,63538,447.138,643.21,3.563,1.623,0.293,1.605,447.207,643.333,3.562,442,639,2,11,10,4,TRUE,TRUE
"6",6,24.692,67.127,150,115,3770185,25134.566,9769.455,24721.5,12250,50915,558.547,645.9,3.167,1.531,0.319,1.527,558.565,645.862,3.223,555,641,2,9,10,4,TRUE,TRUE
"7",7,42.635,104.464,259,189,7029709,27141.734,12146.217,24058,12301,65535,466.737,669.402,3.842,2.05,0.66,1.933,466.538,669.4,3.843,460,664,2,16,11,5,TRUE,TRUE
"8",8,61.072,157.182,371,262,8384284,22599.148,8145.809,20329,12213,46691,509.884,680.04,5.094,2.452,0.791,2.422,509.945,679.985,5.096,503,674,2,14,15,7,TRUE,TRUE
"9",9,15.145,46.165,92,69,2142987,23293.338,9832.1,18707.5,12205,43190,482.435,681.652,3.652,1.331,0.251,1.321,482.443,681.602,3.619,479,679,2,7,7,4,TRUE,TRUE
"10",10,11.029,45.821,67,61,1293915,19312.164,6644.798,17296,12224,38392,422.657,685.522,3.299,1.27,0.447,1.285,422.562,685.359,3.301,419,683,2,8,9,3,TRUE,FALSE
"11",11,23.046,59.852,140,105,3832050,27371.785,11634.612,24210.5,12327,59486,338.121,694.071,3.071,1.485,0.275,1.506,338.16,694.123,3.066,334,690,2,9,9,4,TRUE,TRUE
"12",12,35.392,81.469,215,144,6257344,29103.926,13350.523,25153,12395,63643,478.437,701.465,3.27,1.766,0.31,1.74,478.436,701.276,3.27,474,696,2,9,12,4,TRUE,TRUE
"13",13,45.927,110.879,279,186,8390782,30074.488,15529.432,25103,12211,65535,743.659,698.724,5.609,2.24,0.683,2.379,743.788,698.993,5.403,739,693,2,10,12,8,TRUE,FALSE
"14",14,29.96,82.262,182,139,4463238,24523.285,9759.029,21551.5,12308,51050,405.368,711.302,3.203,1.814,0.582,1.74,405.458,711.365,3.235,401,705,2,9,14,4,TRUE,TRUE
