"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,23.704,67.301,144,99,1572425,10919.618,5152.854,9384.5,4620,25007,726.972,389.035,5.118,1.594,0.32,1.574,726.977,388.973,5.133,724,385,3,7,9,5,FALSE,FALSE
"2",2,31.112,89.778,189,155,1513119,8005.92,2523.947,7719,4622,15333,897.545,393.148,4.481,1.625,0.399,1.691,897.56,393.107,4.485,893,389,3,10,10,4,FALSE,FALSE
"3",3,51.853,105.706,315,205,3527680,11198.984,5189.627,9327,4651,25086,812.406,403.721,4.451,2.092,0.47,2.01,812.293,403.828,4.471,805,399,3,16,9,4,TRUE,TRUE
"4",4,20.577,57.061,125,87,1678904,13431.232,7707.694,11570,4639,37567,724.832,434.472,4.6,1.536,0.267,1.551,724.989,434.445,4.655,721,431,3,8,7,5,FALSE,FALSE
"5",5,9.712,35.685,59,46,652309,11056.085,5621.233,9196,4773,24813,895.915,463.492,4.831,1.17,0.267,1.139,895.949,463.461,4.8,893,461,3,6,6,4,FALSE,FALSE
"6",6,18.437,60.059,112,95,960605,8576.83,3014.348,8015.5,4663,18043,545.643,537.277,4.75,1.515,0.516,1.502,545.477,537.331,4.707,541,534,3,11,8,4,TRUE,TRUE
"7",7,21.071,60.196,128,105,1132873,8850.57,3421.128,8062,4650,21171,562.539,373.047,5.844,1.453,0.321,1.407,562.525,373.047,5.8,559,369,4,8,9,4,FALSE,FALSE
"8",8,23.046,66.056,140,127,1028819,7348.707,1927.91,6995,4641,12197,472.671,390.35,5.221,1.485,0.408,1.498,472.684,390.363,5.227,467,386,4,11,9,3,FALSE,FALSE
"9",9,25.68,72.126,156,125,1379207,8841.07,3250.887,8176.5,4666,19169,880.647,394.551,5.795,1.564,0.399,1.544,880.52,394.532,5.742,875,391,4,11,8,4,FALSE,FALSE
"10",10,11.688,40.269,71,66,553686,7798.395,1833.855,8037,4706,12062,805.859,396.873,5.437,1.124,0.313,1.091,805.889,396.919,5.431,802,394,4,8,6,4,FALSE,FALSE
"11",11,11.358,38.097,69,56,536716,7778.493,2202.981,7538,4679,13460,797.696,406.261,5.116,1.18,0.202,1.172,797.668,406.198,5.143,795,404,4,7,6,4,FALSE,FALSE
"12",12,8.231,41.407,50,49,309631,6192.62,1513.011,5598.5,4621,10357,579.74,412.34,4.86,1.224,0.451,1.229,579.67,412.341,4.87,576,408,4,8,9,3,TRUE,TRUE
"13",13,24.528,69.954,149,112,1473357,9888.302,4018.176,9711,4637,20414,356.349,415.315,5.336,1.59,0.39,1.615,356.383,415.38,5.366,351,412,4,11,7,4,FALSE,FALSE
"14",14,12.017,40.51,73,71,474056,6493.918,1335.426,6440,4624,10815,819.973,433.151,4.575,1.158,0.38,1.113,819.974,433.268,4.593,818,429,4,5,10,3,TRUE,FALSE
"15",15,18.766,62.576,114,105,847482,7434.053,1861.834,7339,4622,12218,857.623,433.939,5.526,1.406,0.454,1.391,857.656,433.988,5.526,853,430,4,10,9,4,FALSE,FALSE
"16",16,14.157,40.614,86,69,704164,8187.954,2824.808,7329.5,4634,16677,303.5,436.547,5.128,1.249,0.184,1.233,303.433,436.555,5.161,301,434,4,6,7,3,FALSE,FALSE
"17",17,9.218,34.684,56,50,419756,7495.643,2386,6759,4712,14709,630.107,436.786,5.071,1.101,0.256,1.122,630.076,436.844,5.091,628,434,4,6,6,3,FALSE,FALSE
"18",18,3.457,17.963,21,21,150111,7148.143,1935.729,6723,5021,12777,757.952,452.952,4.524,0.747,0.175,0.721,757.971,453.022,4.54,757,451,4,3,5,2,FALSE,FALSE
"19",19,15.145,45.684,92,67,1116944,12140.695,7101.642,9537.5,4641,30973,888.478,457.815,5.565,1.409,0.268,1.47,888.498,457.782,5.595,886,455,4,6,7,4,FALSE,FALSE
"20",20,19.918,55.712,121,119,834205,6894.256,1497.156,6837,4726,10796,685.058,475.893,5.488,1.38,0.468,1.367,685.111,475.991,5.464,681,471,4,9,11,3,FALSE,FALSE
"21",21,21.729,66.059,132,101,1388804,10521.242,5071.464,9761,4640,29246,736.424,474.22,5.273,1.588,0.425,1.623,736.287,474.298,5.278,731,472,4,12,5,4,FALSE,FALSE
"22",22,28.149,76.366,171,141,1534813,8975.515,2993.388,8596,4732,17563,440.251,483.842,5.205,1.658,0.519,1.622,440.046,483.804,5.266,434,480,4,14,8,4,TRUE,FALSE
"23",23,30.289,80.298,184,136,1957477,10638.462,4417.048,9758.5,4627,25714,784.674,489.69,5.592,1.703,0.399,1.725,784.496,489.512,5.641,780,485,4,11,10,5,FALSE,FALSE
"24",24,19.589,58.232,119,91,1076440,9045.714,3424.779,8555,4619,17114,297.092,490.983,5.84,1.456,0.307,1.449,297.053,491.009,5.798,294,487,4,7,9,4,FALSE,FALSE
