"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,3.128,19.308,19,19,366474,19288.105,6315.737,16589,11845,31766,632.053,125.105,4.158,0.861,0.34,0.887,632.024,125.251,4.138,631,123,3,3,6,3,FALSE,FALSE
"2",2,42.635,95.881,259,164,8440167,32587.518,17160.051,28045,11949,65535,647.058,131.869,4.714,1.963,0.357,1.935,647.048,131.744,4.738,643,126,3,9,13,5,FALSE,FALSE
"3",3,28.149,85.882,171,135,4001517,23400.684,9232.555,21910,11837,50662,713.099,136.52,4.345,1.941,0.668,1.934,713.168,136.471,4.361,708,130,3,11,13,4,TRUE,TRUE
"4",4,12.346,42.615,75,63,2095847,27944.627,11008.343,26894,12368,51733,633.653,138.04,4.813,1.292,0.345,1.271,633.517,138.23,4.816,632,135,3,5,8,4,FALSE,FALSE
"5",5,17.614,51.647,107,85,2309673,21585.729,8077.304,18409,11857,42863,695.449,147.159,4.131,1.348,0.246,1.347,695.488,147.258,4.163,692,144,3,8,8,4,TRUE,FALSE
"6",6,17.449,51.647,106,85,2707626,25543.641,11767.062,22586,11969,65535,751.604,167.66,4.868,1.371,0.295,1.324,751.815,167.817,4.845,747,165,3,10,6,4,TRUE,TRUE
"7",7,12.181,43.649,74,58,1711521,23128.662,9959.729,20429,11859,51598,654.757,177.622,4.392,1.271,0.323,1.305,654.736,177.621,4.366,653,174,3,5,8,4,TRUE,TRUE
"8",8,20.577,79.779,125,107,2240558,17924.465,5697.03,16355,11897,39110,689.6,206.296,3.968,1.627,0.623,1.603,689.778,206.395,3.973,684,201,3,13,10,3,TRUE,TRUE
"9",9,23.54,63.921,143,107,3816703,26690.23,11231.171,25087,11851,53331,740.629,202.483,4.853,1.602,0.38,1.596,740.623,202.555,4.86,735,199,3,12,7,4,TRUE,TRUE
"10",10,31.441,85.849,191,131,5261007,27544.539,13596.213,22918,11887,63353,796.864,211.901,4.393,1.937,0.564,1.892,796.565,211.754,4.352,791,208,3,14,9,4,FALSE,FALSE
"11",11,26.832,73.401,163,125,3961082,24301.117,10984.979,21052,11866,62404,739.129,222.546,4.098,1.729,0.538,1.677,738.996,222.513,4.112,733,220,3,14,6,4,TRUE,FALSE
