"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,35.227,81.435,214,142,6996794,32695.299,16950.613,28394,12099,65535,29.879,478.509,6.215,1.792,0.283,1.8,30.044,478.501,6.218,25,474,4,10,9,5,TRUE,TRUE
"2",2,27.984,66.748,170,115,5564041,32729.652,16780.682,27436.5,12196,65535,23.518,496.641,6.429,1.665,0.223,1.65,23.511,496.684,6.414,20,493,4,8,9,5,TRUE,FALSE
"3",3,43.129,102.363,262,183,8171221,31187.867,14721.492,28694.5,12088,65535,82.767,592.813,6.191,2.043,0.58,1.964,82.87,592.824,6.151,76,589,4,15,9,5,TRUE,TRUE
"4",4,28.972,72.092,176,116,5705204,32415.932,16499.057,28733,12270,65535,169.778,606.949,6.318,1.742,0.336,1.748,169.796,606.889,6.28,165,604,4,11,7,5,TRUE,TRUE
"5",5,35.392,83.47,215,139,7425050,34535.117,17360.086,30812,12149,65535,208.172,611.265,6.363,1.856,0.322,1.839,208.221,611.128,6.322,203,607,4,11,10,5,TRUE,FALSE
"6",6,35.721,85.504,217,139,7408987,34142.797,18161.771,28419,12095,65535,113.166,628.479,6.359,1.853,0.352,1.86,113.196,628.601,6.325,110,623,4,7,12,5,TRUE,FALSE
"7",7,33.581,86.639,204,165,4377797,21459.789,7463.374,19628.5,12090,42569,124.304,641.701,5.784,1.766,0.512,1.712,124.14,641.556,5.751,120,635,4,11,14,4,TRUE,TRUE
"8",8,32.429,73.883,197,145,5496279,27899.893,11028.344,26496,12067,56552,120.777,656.259,5.98,1.642,0.317,1.676,120.719,656.134,5.975,116,652,4,10,10,4,FALSE,FALSE
"9",9,61.401,115.223,373,218,13814035,37034.945,19155.443,34654,12103,65535,185.523,660.759,6.909,2.216,0.346,2.174,185.371,660.67,6.881,181,656,4,12,10,6,FALSE,FALSE
"10",10,38.52,83.711,234,152,7971188,34064.906,16996.486,29004.5,12114,65535,150.12,695.141,6.415,1.87,0.296,1.84,150.189,695.089,6.374,145,692,4,11,8,5,TRUE,TRUE
"11",11,66.833,150.767,406,275,12812782,31558.576,15408.753,28238,12055,65535,145.111,714.005,6.468,2.554,0.867,2.587,144.859,713.693,6.44,137,707,4,18,15,6,FALSE,FALSE
"12",12,56.627,145.5,344,215,12838645,37321.641,21242.195,30353.5,12046,65535,464.581,768.669,7.494,2.465,0.778,2.442,464.742,768.934,7.223,461,760,4,9,15,10,FALSE,FALSE
"13",13,49.549,106.606,301,170,12113735,40244.965,20656.691,36010,12194,65535,266.894,783.262,6.99,2.143,0.365,2.155,266.904,783.26,6.936,262,779,4,11,9,7,FALSE,FALSE
