"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,32.1,76.988,195,130,6081484,31187.098,15869.844,27118,11511,65535,698.056,740.554,3.236,1.726,0.252,1.744,698.07,740.524,3.226,695,736,1,8,10,5,FALSE,FALSE
"2",2,27.326,67.542,166,109,5085991,30638.5,16848.535,26227.5,11472,65535,595.777,907.404,3.295,1.684,0.263,1.669,595.878,907.371,3.298,592,904,1,8,9,5,TRUE,TRUE
"3",3,55.969,129.12,340,206,11085181,32603.473,18749.426,24556.5,11491,65535,568.179,910.885,4.538,2.565,0.906,2.464,567.9,911.168,4.242,562,905,1,14,11,8,TRUE,FALSE
"4",4,27.984,71.266,170,108,5598434,32931.965,17814.736,29009.5,11537,65535,690.541,991.047,3.312,1.725,0.323,1.67,690.53,991.025,3.325,687,988,1,8,7,6,TRUE,TRUE
"5",5,34.734,81.261,211,153,5141526,24367.422,12050.608,20892,11457,65535,617.109,461.834,4,1.753,0.433,1.712,617.2,462.141,3.99,614,456,2,8,12,5,TRUE,TRUE
"6",6,11.194,37.442,68,65,1411672,20759.883,5837.503,20993.5,11491,31369,707.941,557.706,3.544,1.069,0.275,1.099,708.036,557.849,3.557,705,555,2,7,6,4,TRUE,TRUE
"7",7,26.667,68.438,162,103,4794206,29593.863,16878.713,22501,11503,65535,549.716,559.938,4.16,1.737,0.337,1.761,549.795,559.978,4.16,546,556,2,8,8,5,FALSE,FALSE
"8",8,11.358,42.578,69,67,1149952,16665.971,3544.54,16501,11469,28122,697.899,571.203,3.333,1.119,0.338,1.115,697.888,571.226,3.313,694,568,2,8,7,3,TRUE,FALSE
"9",9,8.231,34.614,50,49,752878,15057.56,2524.35,14612.5,11502,22005,564.28,627.88,3.26,1.024,0.306,1.006,564.254,627.946,3.246,561,624,2,7,8,3,TRUE,FALSE
"10",10,26.832,67.404,163,104,4971766,30501.633,15384.643,26020,11619,65535,680.656,639.896,3.73,1.696,0.276,1.678,680.716,639.878,3.677,677,637,2,8,7,5,FALSE,FALSE
"11",11,31.441,89.332,191,131,5623967,29444.854,16989.271,23083,11570,65535,627.576,652.869,3.859,1.961,0.606,1.949,627.807,653.211,3.813,623,645,2,10,14,5,TRUE,TRUE
"12",12,19.754,57.302,120,90,2972063,24767.191,12117.378,20456.5,11973,62003,618.367,664.733,3.525,1.534,0.339,1.562,618.335,664.593,3.531,616,660,2,6,10,4,TRUE,TRUE
"13",13,23.704,64.68,144,92,3998193,27765.229,15216.648,22818.5,11546,65535,627.958,680.681,3.694,1.635,0.292,1.619,628.037,680.679,3.726,625,677,2,7,9,5,FALSE,FALSE
"14",14,21.729,61.923,132,86,4534648,34353.395,18356.83,30462,11461,65535,653.667,727.758,4.235,1.715,0.486,1.652,653.713,727.722,4.229,651,724,2,7,8,6,FALSE,FALSE
"15",15,32.429,80.743,197,169,3776668,19170.904,5250.757,18475,11461,36401,562.02,748.132,3.239,1.679,0.482,1.71,561.917,748.117,3.253,557,743,2,12,11,3,TRUE,TRUE
"16",16,38.026,93.295,231,162,5780365,25023.225,10431.897,23075,11542,54372,671.13,781.978,3.584,1.855,0.417,1.804,671.145,781.967,3.582,667,776,2,9,12,5,TRUE,TRUE
