"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,26.997,67.508,164,104,5331748,32510.658,19609.307,27315.5,9583,65535,741.884,192.451,4.366,1.716,0.294,1.665,741.891,192.425,4.36,739,189,2,7,8,6,TRUE,TRUE
"2",2,57.286,117.224,348,196,11312436,32507,19264.225,28033.5,9570,65535,538.563,295.42,4.56,2.216,0.335,2.276,538.663,295.387,4.538,535,290,2,9,13,6,TRUE,TRUE
"3",3,48.067,101.158,292,162,9882718,33844.926,19458.951,28289,9724,65535,502.092,318.901,5.188,2.119,0.342,2.095,502.157,319.031,5.169,498,314,2,9,10,7,TRUE,TRUE
"4",4,60.743,116.29,369,222,10040699,27210.566,14097.452,24520,9613,65535,761.157,391.989,4.249,2.224,0.472,2.176,761.153,391.972,4.241,754,388,2,15,9,5,TRUE,TRUE
"5",5,54.652,137.325,332,222,9575612,28842.205,15974.445,24531,9789,65535,640.94,414.19,4.59,2.432,0.742,2.535,640.63,414.698,4.583,635,406,2,12,16,6,TRUE,FALSE
"6",6,48.067,99.538,292,167,10850769,37160.168,21525.293,30487.5,9620,65535,327.116,439.096,4.729,2.148,0.379,2.17,327.227,439.015,4.802,323,436,2,10,8,7,TRUE,TRUE
"7",7,42.306,98.95,257,164,6429972,25019.346,11642.583,23543,9732,61196,408.078,447.331,3.984,1.935,0.361,1.985,408.147,447.371,3.941,404,442,2,10,11,5,TRUE,TRUE
"8",8,7.901,40.065,48,47,1380775,28766.146,19210.16,23011.5,9731,65535,219.021,445.646,4.625,1.299,0.498,1.341,218.78,445.408,4.552,218,442,2,3,9,6,TRUE,FALSE
"9",9,59.096,129.223,359,211,12132222,33794.492,19832.291,29235,9613,65535,407.783,487.15,4.624,2.238,0.487,2.341,407.79,487.079,4.593,404,482,2,9,12,6,TRUE,TRUE
"10",10,25.68,67.819,156,108,5010459,32118.326,17195.068,29324.5,9779,65535,246.686,508.179,4.917,1.77,0.442,1.873,246.519,508.155,4.848,243,506,2,9,6,6,TRUE,TRUE
"11",11,45.104,95.814,274,157,9834092,35890.848,21005.506,28490.5,9634,65535,321.212,510.263,4.912,2.102,0.382,2.078,321.26,510.289,4.916,317,506,2,10,9,6,TRUE,TRUE
"12",12,58.767,110.501,357,192,12812441,35889.191,20756.613,31158,9941,65535,314.244,575.84,4.667,2.261,0.348,2.268,314.342,575.794,4.676,309,572,2,11,9,6,TRUE,TRUE
"13",13,32.594,80.505,198,129,4872857,24610.389,12756.618,21575.5,9570,63533,424.015,594.343,4.192,1.777,0.282,1.781,424.044,594.381,4.155,420,591,2,11,8,5,TRUE,TRUE
"14",14,64.693,127.808,393,225,12917960,32870.129,19164.652,26805,9578,65535,389.282,608.356,4.252,2.281,0.424,2.288,389.314,608.272,4.204,383,603,2,14,11,6,TRUE,TRUE
"15",15,22.717,63.198,138,93,3598859,26078.688,13999.659,22088,9568,63388,428.652,629.239,4.435,1.593,0.245,1.577,428.731,629.238,4.387,425,626,2,8,8,5,TRUE,TRUE
"16",16,75.064,170.56,456,285,13176100,28894.957,19482.529,20855.5,9571,65535,418.489,641.592,5.393,2.733,0.938,2.733,419.879,641.075,5.212,408,637,2,20,12,7,TRUE,TRUE
"17",17,38.026,92.779,231,154,6246953,27043.086,15385.64,21858,9579,65535,304.463,644.277,3.9,1.906,0.363,1.921,304.745,644.27,3.818,298,641,2,12,8,5,TRUE,TRUE
"18",18,13.334,53.581,81,70,2548631,31464.58,18755.789,23742,9929,65535,333.642,680.778,4.346,1.509,0.521,1.516,333.57,680.91,4.255,331,679,2,9,5,5,TRUE,TRUE
"19",19,63.541,124.773,386,218,11237900,29113.73,16861.654,24094,9583,65535,879.593,83.541,5.72,2.25,0.384,2.229,879.468,83.44,5.727,873,79,3,14,10,6,TRUE,TRUE
"20",20,46.092,97.089,280,159,8647633,30884.404,17469.418,27267,9581,65535,850.257,115.832,5.686,2.05,0.317,2.017,850.27,115.767,5.618,846,112,3,10,9,6,TRUE,TRUE
"21",21,26.009,63.439,158,106,4231399,26781.006,13228.83,24085.5,9598,57851,910.835,131.557,4.601,1.648,0.246,1.655,910.813,131.517,4.619,907,128,3,9,7,5,TRUE,TRUE
"22",22,45.598,97.641,277,163,9187952,33169.5,19689.371,27886,9639,65535,918.422,141.556,5.426,2.062,0.342,2.061,918.526,141.586,5.46,914,137,3,10,10,6,TRUE,FALSE
"23",23,79.673,149.251,484,278,14812866,30605.096,17130.619,25925.5,9572,65535,755.014,189.806,4.87,2.46,0.541,2.475,754.822,190.026,4.829,748,183,3,14,14,5,TRUE,TRUE
"24",24,29.137,72.3,177,111,5148687,29088.627,17066.504,23600,9768,65535,631.876,205.186,5.322,1.736,0.261,1.717,631.853,205.204,5.339,628,201,3,8,9,5,TRUE,TRUE
"25",25,33.252,79.023,202,125,5322528,26349.148,14633.096,22376,9601,65535,618.594,211.396,4.807,1.803,0.245,1.813,618.665,211.386,4.817,615,207,3,9,10,5,TRUE,TRUE
"26",26,23.54,63.165,143,94,4761652,33298.266,20390.662,27480,9662,65535,637.671,214.343,5.301,1.686,0.364,1.678,637.7,214.364,5.341,634,212,3,8,6,6,TRUE,TRUE
"27",27,50.207,111.331,305,163,10505798,34445.238,21090.377,27525,9564,65535,645.711,237.377,6.757,2.323,0.575,2.349,645.737,237.368,6.674,642,232,3,9,11,8,TRUE,TRUE
"28",28,25.515,67.475,155,96,5286179,34104.379,20575.025,27456,9791,65535,636.439,240.206,5.458,1.802,0.48,1.752,636.531,240.273,5.463,633,238,3,8,6,6,TRUE,TRUE
"29",29,62.883,131.633,382,240,9836603,25750.27,14450.631,20691,9622,65535,798.042,257.105,5.212,2.285,0.53,2.292,797.879,257.517,5.126,792,250,3,13,14,5,TRUE,TRUE
"30",30,75.558,172.491,459,278,13019184,28364.234,18058.871,21855,9599,65535,637.37,273.037,6.338,2.679,0.843,2.732,636.401,272.587,6.236,630,267,3,19,13,7,TRUE,TRUE
"31",31,18.766,55.749,114,91,1988082,17439.316,6101.066,15999.5,9573,33479,533.781,279.167,4.167,1.394,0.271,1.39,533.737,279.239,4.189,531,275,3,8,9,4,TRUE,TRUE
"32",32,39.507,90.4,240,157,6663855,27766.062,15109.583,24563.5,9588,65535,578.242,291.292,5.475,1.939,0.44,1.887,578.185,291.503,5.454,575,286,3,8,11,6,TRUE,TRUE
"33",33,56.792,126.185,345,225,8380740,24292,13466.886,19671,9573,65535,602.33,292.577,5.351,2.26,0.627,2.353,601.667,292.639,5.231,596,288,3,16,10,5,TRUE,TRUE
"34",34,30.618,69.265,186,122,5120879,27531.607,14139.239,21959,9631,60286,601.559,308.403,5.403,1.716,0.214,1.684,601.561,308.401,5.373,598,304,3,8,9,5,TRUE,TRUE
"35",35,49.384,97.26,300,173,8620767,28735.891,16518.65,23818,9591,65535,546.85,321.547,5.163,2.05,0.211,2.059,546.935,321.457,5.174,542,317,3,10,10,5,TRUE,TRUE
"36",36,49.055,105.364,298,168,10159949,34093.789,20285.441,29310.5,9732,65535,525.564,329.507,5.564,2.155,0.39,2.168,525.622,329.444,5.561,520,325,3,12,9,6,TRUE,TRUE
"37",37,34.734,81.057,211,129,6132447,29063.73,15993.238,25816,9590,65535,783.261,335.536,5.479,1.845,0.288,1.786,783.227,335.605,5.479,780,331,3,8,9,6,TRUE,TRUE
"38",38,52.018,103.708,316,183,10100061,31962.219,18394.027,26368,9571,65535,715.399,374.468,5.541,2.098,0.322,2.061,715.461,374.502,5.566,711,370,3,10,11,6,TRUE,TRUE
"39",39,73.089,132.463,444,233,14966828,33709.07,19718.533,27970,9564,65535,281.295,376.369,6.259,2.434,0.418,2.454,281.414,376.272,6.222,277,370,3,10,13,7,TRUE,TRUE
"40",40,47.244,105.846,287,161,8711469,30353.551,18121.85,26125,9602,65535,523.679,375.854,5.753,2.103,0.38,2.077,523.76,375.937,5.725,519,371,3,11,10,6,TRUE,TRUE
"41",41,29.795,75.231,181,116,5746039,31746.072,19406.801,25999,9604,65535,269.807,388.006,5.508,1.777,0.334,1.722,269.897,387.937,5.549,266,385,3,8,8,6,TRUE,TRUE
"42",42,78.85,161.11,479,294,12199935,25469.594,12884.68,22568,9604,65535,555.006,393.637,5.658,2.457,0.64,2.519,554.556,393.425,5.731,548,387,3,17,13,6,TRUE,TRUE
"43",43,30.618,76.024,186,118,6047837,32515.252,20070.311,23347.5,9680,65535,437.177,396.306,4.898,1.85,0.394,1.95,437.192,396.29,4.917,433,394,3,11,6,5,TRUE,TRUE
"44",44,35.557,75.609,216,129,6682477,30937.393,17601.248,24935,9585,65535,440.579,405.606,5.111,1.867,0.249,1.844,440.704,405.661,5.185,437,402,3,8,8,5,TRUE,FALSE
"45",45,52.018,99.294,316,176,9914361,31374.561,17505.242,26084,9731,65535,592.646,407.411,4.943,2.101,0.2,2.1,592.65,407.428,4.916,588,403,3,10,10,5,TRUE,TRUE
"46",46,48.232,99.261,293,171,9500850,32426.109,19070.43,24993,9572,65535,263.236,417.239,5.102,2.084,0.335,2.101,263.283,417.264,5.115,258,414,3,12,8,5,TRUE,TRUE
"47",47,46.915,101.329,285,170,8245992,28933.305,16456.043,24565,9618,65535,440.891,417.87,5.316,2.026,0.306,2.007,440.872,417.94,5.338,437,412,3,9,12,6,TRUE,FALSE
