"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,20.577,59.818,125,96,3915131,31321.049,15281.451,26808,13473,65535,421.304,460.632,3.92,1.488,0.369,1.431,421.203,460.796,3.887,418,456,2,8,10,5,TRUE,TRUE
"2",2,19.589,55.749,119,89,3482401,29263.873,12852.626,26049,13437,65535,417.664,612.748,3.874,1.405,0.232,1.411,417.542,612.828,3.83,414,610,2,9,7,4,TRUE,TRUE
"3",3,28.643,88.125,174,130,5075495,29169.512,15241.432,23544,13467,65535,409.569,708.885,4.879,2.166,0.892,1.969,409.611,709.328,4.53,407,701,2,6,14,7,TRUE,TRUE
"4",4,28.478,74.609,173,119,5394653,31182.965,15041.216,24959,13548,65535,506.538,264.48,4.393,1.752,0.39,1.7,506.597,264.37,4.392,502,259,3,9,11,4,TRUE,TRUE
"5",5,13.663,44.683,83,64,2361919,28456.855,13063.661,24387,13611,65535,591.819,297.482,4.12,1.317,0.293,1.291,591.82,297.436,4.119,588,295,3,8,6,4,TRUE,FALSE
"6",6,1.975,11.826,12,12,200562,16713.5,2919.625,15682.5,13496,22394,508.833,306.667,3.75,0.593,0.166,0.607,508.806,306.709,3.786,508,305,3,3,4,2,TRUE,FALSE
"7",7,18.766,54.059,114,94,2898776,25427.859,9552.299,24038.5,13501,50021,505.491,316.693,3.816,1.437,0.356,1.4,505.468,316.935,3.766,502,312,3,7,10,3,TRUE,FALSE
"8",8,7.408,36.063,45,45,743079,16512.867,2756.292,15585,13465,24280,527.733,342.178,3.667,1.232,0.531,1.181,527.858,342.135,3.702,523,340,3,11,6,2,TRUE,FALSE
"9",9,8.725,36.856,53,48,1030443,19442.32,5758.983,17498,13494,36583,467.377,343.679,4.038,1.112,0.319,1.127,467.253,343.722,4.021,464,341,3,8,6,3,TRUE,TRUE
"10",10,15.803,50.027,96,75,2646775,27570.572,12118.164,23776.5,13529,60971,561.188,382.854,4.677,1.395,0.332,1.402,561.195,382.792,4.663,559,378,3,5,10,4,TRUE,FALSE
