"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,11.194,39.925,68,64,748561,11008.25,3491.345,10599.5,6237,18205,301.044,437.103,4.412,1.124,0.316,1.058,300.929,437.004,4.432,299,433,3,7,8,4,TRUE,FALSE
"2",2,25.186,71.678,153,125,1827859,11946.791,4183.509,11468,6285,24387,398.288,482.072,4.758,1.639,0.54,1.56,398.385,482.084,4.731,393,478,3,13,8,4,FALSE,FALSE
"3",3,29.466,76.332,179,129,2304117,12872.162,5574.785,11453,6223,27224,345.006,491.29,4.425,1.769,0.479,1.683,344.824,491.345,4.489,339,489,3,14,6,4,TRUE,TRUE
"4",4,31.606,97.364,192,157,2371570,12351.927,4474.373,12724,6232,24570,294.911,598.656,4.469,1.787,0.598,1.777,294.824,598.565,4.498,288,594,3,13,11,4,TRUE,TRUE
"5",5,27.161,76.021,165,140,1908090,11564.182,3784.803,11050,6223,21452,309.345,711.491,4.733,1.699,0.563,1.631,309.322,711.37,4.722,306,706,3,8,13,4,TRUE,TRUE
"6",6,10.7,41.303,65,63,580850,8936.154,2018.276,8731,6218,15702,493.585,992.738,4.569,1.231,0.457,1.218,493.554,992.905,4.577,492,987,3,4,11,4,TRUE,TRUE
"7",7,13.828,45.165,84,74,837693,9972.536,3236.704,9116.5,6286,20894,248.167,514.786,4.81,1.304,0.363,1.248,248.035,514.816,4.856,244,512,4,10,6,3,TRUE,FALSE
"8",8,17.284,71.055,105,103,894720,8521.143,1749.975,8238,6261,14092,278.362,624.238,5.219,1.876,0.712,1.856,278.365,624.257,5.21,274,616,4,10,16,3,TRUE,FALSE
"9",9,8.889,40.269,54,54,442268,8190.148,1542.537,8059,6218,12219,319.148,634.463,4.593,1.08,0.361,1.073,319.163,634.45,4.617,315,632,4,9,6,2,TRUE,TRUE
"10",10,23.046,72.193,140,135,1327178,9479.843,2206.726,9104,6229,15990,289.536,659.971,4.65,1.545,0.6,1.471,289.496,659.927,4.665,286,654,4,8,14,3,TRUE,TRUE
"11",11,3.786,20.342,23,23,184646,8028.087,1535.783,7589,6347,12077,450.391,658.739,4.565,0.784,0.215,0.775,450.359,658.843,4.601,449,656,4,4,5,2,FALSE,FALSE
"12",12,12.84,49.923,78,68,754644,9674.923,2788.954,8878.5,6228,16589,316.615,760.372,5.59,1.261,0.412,1.252,316.43,760.187,5.579,313,757,4,8,8,4,FALSE,FALSE
"13",13,7.408,45.339,45,43,392143,8714.289,2817.84,7747,6258,19407,271.289,498.044,5.978,1.136,0.425,1.206,271.173,497.947,5.98,268,495,5,8,8,3,TRUE,TRUE
"14",14,3.951,20.583,24,24,189977,7915.708,1107.144,7629.5,6281,10855,330.583,501,5.667,0.76,0.207,0.783,330.56,501.042,5.665,329,499,5,5,5,2,TRUE,FALSE
"15",15,6.585,31.719,40,37,348398,8709.95,2171.733,8075.5,6249,14213,352.825,501.9,6.025,1.077,0.37,1.052,352.969,501.835,6.014,348,501,5,9,4,3,TRUE,FALSE
