"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,26.503,69.024,161,118,3614351,22449.385,9138.267,21148,10074,47411,960.242,777.665,2.907,1.592,0.326,1.596,960.227,777.649,2.9,956,775,1,10,7,5,TRUE,TRUE
"2",2,33.746,80.023,205,129,6134421,29924.004,16453.197,25459,10044,65535,945.873,796.624,3.161,1.869,0.339,1.938,945.815,796.64,3.149,941,793,1,11,8,5,TRUE,TRUE
"3",3,18.601,57.402,113,112,1546974,13690.035,2283.768,13548,10078,19572,942.186,578.938,2.504,1.347,0.445,1.345,942.265,578.945,2.519,937,575,2,11,9,3,TRUE,FALSE
"4",4,21.4,62.954,130,118,2228555,17142.73,5141.125,16878,10027,31994,695.131,581.885,3.569,1.421,0.46,1.438,695.341,581.874,3.552,690,579,2,11,8,4,TRUE,TRUE
"5",5,18.272,54.715,111,92,1590024,14324.541,3215.554,13672,10064,25027,1004.342,598.982,2.955,1.408,0.35,1.39,1004.166,598.946,2.952,1000,597,2,10,6,3,TRUE,TRUE
"6",6,16.461,49.579,100,76,2240642,22406.42,10406.391,20150.5,10169,49790,777.44,600.15,3.54,1.427,0.317,1.488,777.081,600.135,3.603,774,598,2,9,5,4,TRUE,TRUE
"7",7,27.655,72.126,168,119,3548252,21120.547,8734.835,18389.5,10153,40642,666.798,610.196,3.655,1.644,0.284,1.645,666.682,610.185,3.616,661,606,2,12,9,4,TRUE,TRUE
"8",8,21.4,64.818,130,97,2782770,21405.924,9461.6,18318.5,10210,46316,897.446,614.446,3.538,1.557,0.35,1.555,897.474,614.559,3.571,893,610,2,11,8,4,TRUE,TRUE
"9",9,16.461,48.474,100,81,1729630,17296.301,5458.014,16796.5,10134,30726,785.26,621.87,3.12,1.306,0.23,1.306,785.256,621.933,3.189,782,619,2,8,7,3,TRUE,FALSE
"10",10,40.33,90.467,245,171,5113497,20871.416,7321.783,19270,10061,40522,973.478,641.616,3.237,1.836,0.437,1.846,973.443,641.703,3.246,968,638,2,13,8,4,TRUE,TRUE
"11",11,27.655,70.714,168,115,3966329,23609.102,9602.089,21912.5,10071,47740,910.792,662.244,4.113,1.698,0.367,1.738,910.78,662.228,4.087,907,658,2,8,9,5,FALSE,FALSE
"12",12,20.248,63.576,123,94,2295494,18662.553,6636.143,17350,10074,34750,763.358,671.862,3.423,1.539,0.461,1.592,763.32,671.828,3.438,759,668,2,10,9,4,TRUE,TRUE
"13",13,26.997,74.334,164,111,4039008,24628.098,13020.367,20857.5,10029,65535,921,674.396,3.701,1.777,0.441,1.776,921.061,674.285,3.663,916,671,2,10,8,5,FALSE,FALSE
"14",14,41.318,111.257,251,180,5460803,21756.188,9396.804,19832,10085,46614,666.12,675.263,4.183,2.06,0.711,1.917,666.404,675.641,4.175,658,667,2,14,15,5,TRUE,TRUE
"15",15,22.717,59.644,138,105,2247625,16287.138,4445.313,15111,10093,28691,831.638,752.891,3.014,1.495,0.317,1.453,831.66,752.93,3.009,827,750,2,10,7,3,TRUE,FALSE
"16",16,27.984,72.574,170,123,3605684,21209.906,8243.711,19800.5,10043,46020,914.882,806.665,3.188,1.621,0.319,1.629,914.923,806.701,3.155,911,802,2,9,10,4,TRUE,TRUE
"17",17,42.964,95.536,261,166,6654027,25494.355,12292.756,23288,10032,60399,668.276,831.142,4.18,1.945,0.335,1.964,668.337,831.167,4.149,664,827,2,11,9,5,FALSE,FALSE
"18",18,40.824,86.916,248,163,6161143,24843.318,11438.395,21116,10083,51347,640.331,867.863,3.649,1.89,0.324,1.854,640.326,867.859,3.664,637,862,2,9,12,4,FALSE,FALSE
"19",19,27.984,82.195,170,121,4138815,24345.971,12577.737,20359,10059,64206,697.659,865.088,4.365,1.863,0.564,1.823,697.662,865.246,4.299,694,858,2,7,14,5,FALSE,FALSE
"20",20,33.911,79.09,206,153,4655561,22599.811,8606.116,22222,10076,43671,575.849,902.388,3.84,1.736,0.382,1.737,575.805,902.291,3.827,571,898,2,11,9,4,TRUE,FALSE
"21",21,3.292,22.962,20,20,243045,12152.25,1727.05,12115,10106,15538,897.45,554.9,4,0.846,0.342,0.851,897.521,554.939,4.009,895,552,3,6,6,3,FALSE,FALSE
"22",22,4.115,24.582,25,25,284925,11397,1247.296,11031,10058,13980,911.8,559.28,3.08,0.964,0.38,0.964,911.78,559.257,3.075,909,557,3,7,6,2,TRUE,TRUE
"23",23,20.906,58.61,127,106,1921125,15126.969,3766.419,14371,10122,26356,875.661,562.079,3.898,1.459,0.364,1.419,875.619,562.112,3.904,871,559,3,10,7,3,TRUE,FALSE
"24",24,36.38,83.537,221,168,4919778,22261.439,7542.764,21731,10061,41747,776.14,572.353,4.081,1.791,0.476,1.746,776.078,572.374,4.084,771,567,3,11,11,4,TRUE,TRUE
