"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,23.54,67.163,143,97,5216042,36475.816,17360.953,31647,14377,65535,978.336,138.545,4.343,1.649,0.364,1.63,978.352,138.565,4.297,974,136,2,10,6,6,FALSE,FALSE
"2",2,16.626,48.13,101,80,2485149,24605.436,7612.093,23343,14503,42997,1000.218,159.515,2.901,1.326,0.226,1.318,1000.231,159.546,2.873,996,157,2,9,7,3,FALSE,FALSE
"3",3,6.091,35.029,37,37,629811,17021.918,2525.697,16120,14291,24075,1012.595,210.216,2.514,1.135,0.446,1.097,1012.669,210.288,2.523,1009,206,2,8,8,2,FALSE,FALSE
"4",4,11.029,40.614,67,65,1447940,21611.045,5379.866,20893,14504,36624,991.388,214.075,3.388,1.247,0.476,1.19,991.271,214.024,3.373,986,212,2,11,6,3,FALSE,FALSE
"5",5,70.29,163.563,427,267,16427774,38472.539,18716.365,32568,14386,65535,706.475,247.422,6.244,3.226,1.324,3.239,706.125,247.57,6.01,697,242,2,19,11,10,FALSE,FALSE
"6",6,1.975,12.274,12,12,210771,17564.25,2830.328,16855.5,14353,23684,1016.75,282.167,2.667,0.672,0.202,0.653,1016.771,282.129,2.698,1016,280,2,2,5,2,FALSE,FALSE
"7",7,27.491,65.403,167,114,6190132,37066.66,17144.342,30852,14952,65535,778.437,285.653,3.605,1.68,0.291,1.669,778.596,285.648,3.587,773,283,2,11,6,4,FALSE,FALSE
"8",8,12.84,48.923,78,73,1596472,20467.59,4483.59,19784,14304,32867,725.256,290.487,3.821,1.393,0.524,1.326,725.245,290.509,3.812,721,286,2,9,9,4,FALSE,FALSE
"9",9,26.009,64.058,158,116,4664327,29521.057,11750.745,27680,14322,62945,765.937,320.506,3.835,1.557,0.259,1.567,765.911,320.426,3.793,763,316,2,7,10,4,FALSE,FALSE
"10",10,25.021,63.369,152,115,5065195,33323.652,13986.901,31088.5,14511,65535,523.664,324.033,3.882,1.542,0.307,1.527,523.631,323.992,3.892,519,321,2,10,7,4,FALSE,FALSE
"11",11,40.989,91.26,249,170,7745343,31105.795,13767.51,25953,14637,65535,982.663,335.068,3.687,1.89,0.359,1.876,982.524,334.904,3.674,978,330,2,10,12,4,FALSE,FALSE
"12",12,36.709,88.365,223,142,7814262,35041.535,16314.461,33135,14370,65535,879.381,433.839,3.87,1.875,0.374,1.891,879.394,433.824,3.902,874,430,2,12,9,5,FALSE,FALSE
"13",13,36.709,83.744,223,154,6739022,30219.83,11639.077,27182,14465,59831,952.363,437.215,3.646,1.855,0.422,1.822,952.323,437.141,3.638,947,433,2,13,9,4,FALSE,FALSE
"14",14,16.626,61.508,101,87,2551713,25264.484,8879.017,23788,14342,52211,896.822,457.792,3.564,1.624,0.689,1.63,896.714,458.057,3.559,893,451,2,8,13,4,FALSE,TRUE
"15",15,22.552,64.058,137,111,3115100,22737.957,5846.636,21433,14465,40970,829.029,461.635,3.679,1.491,0.363,1.493,828.908,461.609,3.647,824,458,2,10,9,4,FALSE,FALSE
"16",16,18.931,57.784,115,89,3093048,26896.07,10139.659,25295,14408,56683,867.296,471.626,3.165,1.444,0.319,1.386,867.335,471.579,3.186,864,466,2,7,11,4,TRUE,FALSE
"17",17,51.689,112.843,314,204,11372534,36218.262,17200.314,31360.5,14288,65535,767.277,483.876,3.672,2.169,0.538,2.121,767.43,483.736,3.685,761,477,2,12,15,5,FALSE,FALSE
