"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,45.104,98.157,274,168,9006883,32871.836,16805.652,28608,12239,65535,838.139,504.511,3.314,2.003,0.354,1.983,837.994,504.46,3.289,833,500,1,11,10,5,TRUE,TRUE
"2",2,34.24,80.505,208,130,7143935,34345.84,18084.887,27371.5,12283,65535,793.101,544.457,3.356,1.812,0.255,1.764,793.024,544.431,3.378,788,541,1,10,8,5,TRUE,TRUE
"3",3,56.957,125.496,346,224,11548957,33378.488,17748.24,27606,12294,65535,821.332,560.824,3.624,2.15,0.394,2.15,821.677,560.736,3.638,815,554,1,12,13,6,TRUE,TRUE
"4",4,54.652,142.184,332,232,10287227,30985.623,17302.811,24687,12230,65535,768.383,123.123,3.726,2.519,0.953,2.343,767.462,122.92,3.726,760,118,2,20,13,5,TRUE,TRUE
"5",5,19.589,57.921,119,97,2813571,23643.453,9589.101,20122,12194,54569,773.84,174.571,3.807,1.41,0.291,1.393,773.826,174.495,3.774,770,171,2,8,9,4,TRUE,TRUE
"6",6,46.092,105.532,280,210,6970148,24893.385,10163.572,22254,12220,59547,823.768,193.611,3.75,1.911,0.448,1.93,823.813,193.921,3.731,819,188,2,10,13,4,TRUE,TRUE
"7",7,41.318,110.946,251,200,6074881,24202.713,9507.175,22430,12340,57534,735.853,221.112,3.785,2.125,0.739,2.117,735.611,221.052,3.734,728,217,2,17,10,4,TRUE,TRUE
"8",8,24.528,59.577,149,101,5311867,35650.113,18673.85,30985,12400,65535,804.96,268.181,3.544,1.614,0.211,1.613,804.887,268.212,3.56,802,265,2,7,8,4,TRUE,TRUE
"9",9,63.047,166.25,383,264,11122878,29041.457,14633.104,25161,12207,65535,776.413,336.916,4.501,2.699,0.964,2.715,776.592,336.789,4.543,767,330,2,19,16,7,TRUE,TRUE
"10",10,47.409,121.875,288,216,7204841,25016.809,11610.851,21140.5,12196,59743,756.403,336.899,3.799,2.264,0.742,2.351,755.804,337.032,3.767,749,330,2,16,12,4,TRUE,FALSE
"11",11,38.849,87.365,236,160,7724001,32728.818,16645.752,29052.5,12247,65535,817.254,381.907,3.669,1.914,0.452,1.865,817.19,381.92,3.706,814,376,2,8,14,4,TRUE,TRUE
"12",12,29.301,78.571,178,157,4082859,22937.41,7250.996,22700,12292,41892,737.815,387.938,3.483,1.632,0.484,1.659,737.743,387.924,3.476,732,384,2,13,9,4,TRUE,FALSE
"13",13,24.034,62.405,146,97,5115737,35039.293,18766.305,29276.5,12280,65535,790.788,394.671,4.548,1.623,0.277,1.592,790.801,394.663,4.53,787,392,2,8,7,6,TRUE,TRUE
"14",14,35.227,85.745,214,143,7407872,34616.223,17246.582,31153.5,12213,65535,744.154,425.678,3.85,1.9,0.489,1.922,744.135,425.947,3.87,741,419,2,7,13,5,TRUE,TRUE
"15",15,22.717,62.542,138,105,4382782,31759.289,14656.989,29263.5,12331,65535,730.543,465.913,3.928,1.514,0.305,1.472,730.618,465.855,3.951,726,463,2,10,7,5,FALSE,FALSE
"16",16,28.149,70.573,171,132,4227555,24722.543,9788.241,22558,12199,58450,813.696,472.614,3.152,1.562,0.289,1.584,813.62,472.791,3.175,809,468,2,10,10,4,TRUE,TRUE
"17",17,26.338,69.576,160,112,5236586,32728.662,17015.572,28652.5,12265,65535,792.95,472.163,3.787,1.653,0.327,1.669,792.985,472.136,3.838,790,468,2,6,10,5,FALSE,FALSE
"18",18,17.284,48.889,105,73,3041965,28971.096,13745.368,25071,12429,65535,780.533,517.819,3.362,1.422,0.206,1.41,780.453,517.778,3.354,778,515,2,6,7,4,TRUE,FALSE
"19",19,16.791,46.718,102,73,3624968,35538.902,18102.354,29513,12347,65535,787.412,525.441,3.706,1.43,0.239,1.403,787.4,525.436,3.696,784,523,2,7,6,4,TRUE,TRUE
"20",20,24.034,62.094,146,103,4781267,32748.404,16513.096,27787,12611,65535,735.062,556.911,3.795,1.564,0.268,1.528,735.014,556.85,3.832,731,554,2,9,7,5,TRUE,FALSE
"21",21,26.174,70.747,159,121,4576033,28780.082,12863.564,26613,12209,65535,768.069,569.013,3.912,1.662,0.45,1.626,768.148,568.895,3.911,764,564,2,9,11,4,TRUE,TRUE
"22",22,32.429,81.435,197,137,6175048,31345.422,16279.018,27463,12233,65535,739.523,570.802,3.802,1.752,0.353,1.764,739.585,570.84,3.851,735,566,2,10,11,5,TRUE,TRUE
"23",23,39.837,95.366,242,154,9288154,38380.801,20147.848,34439,12279,65535,744.492,585.025,3.785,2.031,0.468,2.049,744.467,585.024,3.768,739,581,2,12,10,5,TRUE,FALSE
"24",24,23.046,60.267,140,100,4021499,28724.992,13381.731,24439,12272,65303,702.207,606.314,3.721,1.584,0.295,1.607,702.15,606.291,3.716,699,602,2,7,9,4,FALSE,FALSE
"25",25,22.388,59.992,136,95,5057815,37189.816,19150.678,33359,12363,65535,767.868,623.287,4.529,1.608,0.327,1.615,767.928,623.288,4.459,765,621,2,7,6,6,FALSE,FALSE
"26",26,44.94,92.434,273,156,10140015,37142.91,19512.236,29935,12579,65535,866.084,630.473,4.286,2.04,0.335,2.016,866.046,630.46,4.248,862,626,2,9,10,6,FALSE,FALSE
"27",27,38.52,87.813,234,154,7550281,32266.158,16169.223,28917.5,12201,65535,787.709,629.748,4.256,1.831,0.284,1.825,787.71,629.733,4.211,783,626,2,10,9,5,TRUE,TRUE
"28",28,19.424,53.407,118,83,4262132,36119.762,19529.311,30739.5,12486,65535,750.61,629.797,4.339,1.534,0.307,1.552,750.584,629.786,4.308,747,627,2,8,6,5,TRUE,FALSE
"29",29,23.046,66.989,140,106,3472093,24800.664,10049.124,23621,12364,47655,774.771,671.75,3.643,1.519,0.363,1.508,774.79,671.772,3.598,771,667,2,8,10,4,TRUE,TRUE
"30",30,24.692,66.196,150,108,3904132,26027.547,11379.494,23633,12273,52509,853.993,681.76,3.653,1.602,0.309,1.612,853.997,681.774,3.618,851,678,2,8,9,4,TRUE,FALSE
"31",31,21.729,63.472,132,105,2957580,22405.908,7561.851,21412,12278,44118,809.212,698.235,3.871,1.509,0.382,1.439,809.27,698.216,3.819,806,693,2,7,12,4,TRUE,TRUE
"32",32,36.544,92.987,222,143,7629919,34369.004,16923.793,32438,12302,65535,737.995,717.82,3.955,1.867,0.404,1.983,737.981,717.766,3.961,733,713,2,10,10,5,FALSE,FALSE
"33",33,26.009,66.541,158,105,4410520,27914.684,14226.067,22720,12661,65535,866.861,722.462,3.595,1.641,0.287,1.621,866.687,722.508,3.628,863,718,2,8,10,4,FALSE,FALSE
"34",34,33.417,83.674,203,166,5205131,25641.039,10050.38,23392,12204,59236,852.192,764.424,3.803,1.704,0.406,1.717,852.015,764.088,3.811,848,759,2,9,12,4,TRUE,TRUE
