"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,29.795,76.506,181,116,4532975,25044.061,12996.276,22067,9973,65535,968.088,502.354,2.917,1.763,0.323,1.765,968.154,502.349,2.917,964,499,1,9,8,5,TRUE,TRUE
"2",2,25.844,70.232,157,105,4561590,29054.713,16806.838,24035,9980,65535,922.656,628.783,3.516,1.717,0.386,1.681,922.67,628.751,3.473,918,626,1,10,6,6,FALSE,FALSE
"3",3,44.281,105.157,269,170,7790925,28962.547,16969.75,22972,10079,65535,995.379,659.394,3.613,2.073,0.478,2.085,995.283,659.56,3.539,989,655,1,13,9,6,TRUE,TRUE
"4",4,26.009,65.922,158,108,4942137,31279.348,17402.529,25960.5,10030,65535,857.152,688.342,3.367,1.665,0.307,1.665,857.172,688.275,3.372,853,686,1,9,6,6,TRUE,TRUE
"5",5,52.512,122.705,319,201,7478532,23443.674,11865.979,20069,10017,61392,992.517,495.94,4.812,2.257,0.654,2.223,992.711,495.73,4.695,984,492,2,16,9,6,TRUE,FALSE
"6",6,1.811,14.653,11,11,128060,11641.818,1444.324,10961,9982,14298,940.636,502.182,2.455,0.834,0.271,0.859,940.528,502.236,2.475,939,501,2,6,3,2,TRUE,FALSE
"7",7,1.646,11.585,10,10,118842,11884.2,1934.202,11356.5,10065,15903,942,504.9,2.6,0.626,0.127,0.626,941.982,504.916,2.6,941,504,2,3,3,2,TRUE,TRUE
"8",8,17.778,55.267,108,81,2013624,18644.666,7107.673,17053,10022,35670,906.148,526.426,3.25,1.42,0.298,1.431,906.099,526.395,3.245,903,523,2,8,8,4,TRUE,TRUE
"9",9,1.811,14.205,11,11,129362,11760.182,1446.155,11242,10086,14958,983.273,526.545,2.818,0.731,0.306,0.812,983.259,526.566,2.819,982,524,2,4,6,2,TRUE,TRUE
"10",10,16.955,52.269,103,72,2621997,25456.281,11413.598,22738,10067,50756,960.485,534.427,4.184,1.486,0.339,1.438,960.515,534.447,4.171,957,532,2,8,6,5,FALSE,FALSE
