"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,53.17,131.77,323,246,10913062,33786.57,18721.273,24474,14681,65535,468.477,354.084,4.601,2.452,0.867,2.497,468.045,355.409,4.597,463,344,2,13,18,6,TRUE,TRUE
"2",2,43.952,91.089,267,161,10998900,41194.383,19278.238,35753,14541,65535,554.783,429.404,4.749,1.963,0.26,1.961,554.849,429.388,4.697,550,426,2,11,8,6,TRUE,TRUE
"3",3,34.898,75.539,212,140,8396922,39608.121,18358.867,34666.5,15016,65535,582.335,271.84,4.59,1.781,0.253,1.79,582.323,271.899,4.583,579,267,3,8,10,4,FALSE,FALSE
"4",4,10.535,34.821,64,55,1658564,25915.062,8975.99,23647.5,15318,51111,437.75,278.594,4.219,1.103,0.214,1.14,437.85,278.661,4.247,435,276,3,6,6,3,TRUE,TRUE
"5",5,30.124,77.159,183,141,5296791,28944.213,12144.148,25566,14571,62531,426.197,291.995,4.23,1.646,0.354,1.679,426.208,292.187,4.251,422,288,3,10,10,4,TRUE,TRUE
"6",6,19.095,53.956,116,102,2967804,25584.518,7786.917,24829.5,14660,46883,505.733,290.164,4.293,1.354,0.31,1.382,505.739,290.277,4.301,502,287,3,10,7,3,FALSE,FALSE
"7",7,30.783,77.918,187,130,6325905,33828.367,14958.599,28559,14641,65535,453.578,293.69,4.294,1.73,0.358,1.69,453.511,293.668,4.321,448,290,3,12,8,4,FALSE,FALSE
"8",8,38.19,95.707,232,170,6752761,29106.729,11434.695,28074.5,14563,56887,544.108,293.862,4.353,1.844,0.487,1.799,544.293,293.812,4.377,538,289,3,13,11,4,FALSE,FALSE
"9",9,38.355,84.537,233,152,7900483,33907.652,16035.124,28889,14567,65535,717.408,306.644,4.386,1.829,0.26,1.836,717.45,306.756,4.37,712,302,3,11,10,4,FALSE,FALSE
"10",10,25.351,79.264,154,119,4566437,29652.188,12657.488,26432.5,14571,60912,740.403,308.558,4.5,1.648,0.459,1.607,740.503,308.633,4.496,736,303,3,11,11,4,TRUE,TRUE
"11",11,26.338,73.126,160,119,5673513,35459.457,16853.746,30968,14554,65535,413.425,317.487,4.775,1.729,0.487,1.725,413.447,317.526,4.749,411,311,3,6,13,4,TRUE,FALSE
"12",12,46.257,104.294,281,179,11098008,39494.691,18120.441,36730,14539,65535,675.409,320.007,4.633,2.066,0.475,2.028,675.268,320.102,4.645,669,315,3,14,11,5,TRUE,FALSE
"13",13,37.861,89.777,230,163,7802042,33921.922,14735.265,31407,14645,65535,604.222,328.757,4.857,1.794,0.379,1.805,604.37,328.829,4.844,599,323,3,10,12,5,FALSE,FALSE
"14",14,29.96,74.954,182,123,6213248,34138.727,16556.984,27757.5,14565,65535,798.335,329.769,4.571,1.732,0.327,1.695,798.273,329.765,4.564,794,325,3,9,11,4,FALSE,FALSE
"15",15,26.503,71.644,161,115,5161302,32057.777,14301.66,28971,14563,65535,540.112,339.534,4.584,1.691,0.416,1.69,539.968,339.578,4.58,535,337,3,12,6,4,FALSE,FALSE
"16",16,38.52,93.054,234,158,7739029,33072.773,15733.562,27949,14550,65535,581.722,350.915,4.376,1.975,0.535,1.947,581.755,351.11,4.367,578,343,3,8,15,4,FALSE,FALSE
"17",17,38.52,93.78,234,143,9509286,40637.973,18884.244,38127.5,14580,65535,914.385,346.667,5.868,1.968,0.386,1.926,914.422,346.68,5.839,910,342,3,10,11,6,FALSE,FALSE
"18",18,26.832,68.127,163,110,5428524,33303.828,15769.297,26135,14641,65535,849.153,361.307,4.472,1.635,0.208,1.64,849.168,361.305,4.457,845,357,3,9,9,4,FALSE,FALSE
"19",19,13.828,41.681,84,82,1795620,21376.428,4553.531,19786.5,14555,33035,584.929,368.524,4.417,1.157,0.34,1.186,584.918,368.469,4.365,581,366,3,9,7,3,TRUE,TRUE
"20",20,34.075,80.194,207,139,7545557,36451.965,17822.459,31007,14579,65535,501.106,380.541,4.444,1.772,0.255,1.749,500.972,380.497,4.437,496,376,3,11,10,4,FALSE,FALSE
"21",21,18.766,60.611,114,92,3057549,26820.605,8802.062,26966.5,14641,42953,906.096,380.658,4.465,1.473,0.416,1.486,906.13,380.707,4.469,901,377,3,10,8,4,FALSE,FALSE
"22",22,41.977,96.604,255,177,8279604,32469.035,13493.988,30097,14564,65535,975.757,385.18,4.725,1.839,0.327,1.883,975.64,385.056,4.729,971,381,3,11,10,5,FALSE,FALSE
"23",23,40.824,92.123,248,156,9946195,40105.625,18161.752,36373.5,14629,65535,860.77,388.25,5.347,1.925,0.322,1.882,860.761,388.197,5.324,857,383,3,8,12,5,FALSE,FALSE
"24",24,16.461,49.786,100,73,3791446,37914.461,16443.068,35780,14712,65535,472.01,385.67,5.18,1.428,0.291,1.409,471.961,385.744,5.143,469,383,3,7,7,5,TRUE,FALSE
"25",25,30.289,94.847,184,152,5531713,30063.658,13088.757,26129,14543,65535,728.571,390.337,5.342,2.089,0.793,2.059,729.287,389.847,5.29,721,386,3,16,11,5,TRUE,TRUE
"26",26,30.618,76.506,186,122,7133477,38352.027,17823.072,34502.5,14644,65535,844.134,396.312,5.419,1.761,0.309,1.759,844.162,396.35,5.414,840,392,3,9,9,6,FALSE,FALSE
"27",27,28.149,74.713,171,120,5881159,34392.742,16465.412,29274,14602,65535,825.018,404.807,4.719,1.687,0.341,1.723,824.866,404.737,4.732,821,400,3,10,10,4,FALSE,FALSE
"28",28,45.598,101.121,277,184,10655571,38467.766,17541.576,35578,14584,65535,367.592,414.758,5.39,2.007,0.441,1.944,367.597,414.955,5.342,364,408,3,8,14,5,FALSE,FALSE
"29",29,28.478,75.85,173,118,5945808,34368.832,15763.873,31661,14602,65535,414.682,433.064,5.064,1.723,0.41,1.7,414.688,433.107,5.007,410,429,3,10,9,5,TRUE,TRUE
"30",30,26.009,71.403,158,110,5898910,37334.875,17914.883,33378.5,14583,65535,423.696,441.025,4.696,1.656,0.323,1.667,423.824,441.007,4.718,420,437,3,8,10,5,FALSE,FALSE
"31",31,26.174,67.575,159,112,5054069,31786.598,15645.773,26158,14586,65535,569.924,446.403,4.434,1.623,0.24,1.626,569.996,446.391,4.454,566,442,3,9,10,4,TRUE,TRUE
"32",32,27.326,67.749,166,110,6762046,40735.219,19032.676,35120.5,14568,65535,648.265,453.47,5.096,1.727,0.334,1.784,648.326,453.514,5.049,644,451,3,9,7,5,TRUE,FALSE
"33",33,26.997,68.954,164,124,5329940,32499.635,14574.793,28739,14606,65535,394.902,454.659,4.707,1.628,0.325,1.613,394.994,454.697,4.691,391,450,3,9,11,4,TRUE,FALSE
"34",34,42.964,98.879,261,182,8810427,33756.426,13816.714,31454,14567,65535,510.805,451.981,5.245,1.972,0.533,1.932,510.854,452.04,5.21,504,448,3,14,10,5,TRUE,TRUE
"35",35,23.54,62.405,143,92,5627325,39351.922,18657.887,37218,14865,65535,387.469,458.825,4.986,1.623,0.299,1.601,387.509,458.952,4.947,384,455,3,7,9,5,FALSE,FALSE
"36",36,26.832,80.334,163,111,6504357,39904.031,18364.395,35470,14937,65535,815.509,461.632,5.307,1.836,0.48,1.771,815.478,461.596,5.219,811,457,3,10,10,5,TRUE,TRUE
"37",37,31.771,78.092,193,122,7909132,40979.957,18404.869,39538,14694,65535,874.876,464.803,5.233,1.815,0.321,1.805,874.945,464.811,5.218,870,462,3,10,8,6,FALSE,FALSE
"38",38,13.828,45.302,84,81,2023941,24094.535,6146.736,24009,14636,39563,981.202,476.988,4.464,1.183,0.35,1.205,981.315,476.89,4.464,977,474,3,9,7,4,FALSE,FALSE
