"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,62.553,139.149,380,245,12165937,32015.623,15898.732,29060,12585,65535,334.921,366.363,4.189,2.37,0.705,2.318,334.856,366.278,4.13,327,361,2,17,13,5,TRUE,TRUE
"2",2,29.795,78.989,181,122,6357893,35126.48,17906.566,29903,12884,65535,130.597,381.475,4.431,1.811,0.413,1.816,130.507,381.378,4.435,126,378,2,11,8,5,FALSE,FALSE
"3",3,42.141,92.123,256,161,8418593,32885.129,16433.039,29638.5,12757,65535,60.496,388.41,4.227,1.97,0.376,2.017,60.51,388.415,4.178,57,383,2,8,12,5,TRUE,FALSE
"4",4,45.763,100.121,278,182,8925873,32107.457,16269.829,27675.5,12723,65535,165.327,409.036,4.36,2.046,0.488,2.036,165.351,409.21,4.307,162,402,2,8,14,5,TRUE,TRUE
"5",5,34.734,90.125,211,133,8118106,38474.438,19245.113,34392,12672,65535,236.82,446.166,4.768,1.948,0.428,1.943,236.883,446.176,4.742,232,441,2,11,11,6,TRUE,FALSE
"6",6,20.412,52.51,124,88,4445061,35847.266,18104.693,31468.5,12993,65535,725.629,533.315,4.444,1.525,0.247,1.539,725.619,533.244,4.42,723,531,2,7,6,5,TRUE,TRUE
"7",7,29.631,75.884,180,132,5229953,29055.295,13896.87,25868,12550,65535,494.078,608.333,4.083,1.659,0.362,1.652,494.302,608.211,4.05,490,603,2,9,12,5,TRUE,FALSE
"8",8,34.24,82.677,208,135,7179485,34516.754,17239.484,29857,12559,65535,458.154,625.091,4.317,1.801,0.277,1.785,458.116,625.139,4.252,454,622,2,11,8,5,FALSE,FALSE
"9",9,27.984,72.163,170,111,6233770,36669.234,19830.645,31366,12692,65535,968.188,694.359,4.629,1.739,0.352,1.732,968.179,694.355,4.603,964,691,2,9,7,6,TRUE,FALSE
"10",10,55.969,121.289,340,217,10841132,31885.682,15464.103,28708.5,12551,65535,74.903,200.809,5.071,2.223,0.571,2.141,75.067,200.73,5.058,70,194,3,11,15,5,TRUE,TRUE
"11",11,55.31,120.737,336,228,10512362,31286.791,15500.403,25138.5,12647,65535,54.128,222.622,4.679,2.41,0.806,2.341,54.089,222.455,4.668,50,213,3,10,19,4,TRUE,TRUE
"12",12,33.087,81.917,201,138,5357970,26656.566,11034.369,24170,12656,57361,118.701,228.189,4.766,1.745,0.327,1.77,118.844,228.052,4.778,113,224,3,12,10,4,TRUE,FALSE
"13",13,31.606,83.125,192,133,6063868,31582.646,15693.808,27594,12565,65535,13.724,238.12,4.745,1.837,0.473,1.787,13.741,237.901,4.792,10,233,3,8,14,5,FALSE,FALSE
"14",14,44.446,114.774,270,194,7153997,26496.285,12178.877,22436,12535,63611,131.463,247.378,4.533,2.184,0.748,2.21,131.301,247.239,4.513,123,244,3,17,9,4,TRUE,FALSE
"15",15,34.24,76.677,208,137,6016143,28923.764,14138.708,22972.5,12559,65535,123.226,278.418,4.481,1.823,0.345,1.776,123.259,278.53,4.461,120,273,3,7,12,4,TRUE,TRUE
"16",16,29.137,76.195,177,127,5267631,29760.627,15023.783,25245,12536,65535,260.418,279.068,4.757,1.768,0.429,1.745,260.507,278.943,4.772,257,274,3,9,12,4,FALSE,FALSE
