"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,51.36,103.256,312,213,10979808,35191.691,16039.629,32815.5,14040,65535,880.885,425.087,4.301,1.977,0.379,2.046,880.81,425.042,4.247,876,420,2,11,12,5,FALSE,FALSE
"2",2,41.483,101.192,252,171,9154705,36328.195,17310.705,32585.5,13990,65535,921.611,507.976,4.706,2.057,0.594,2.011,921.538,507.999,4.649,918,502,2,8,13,6,TRUE,FALSE
"3",3,20.577,60.163,125,96,3928425,31427.4,15116.021,26806,13965,65535,769.36,522.848,3.656,1.508,0.332,1.524,769.513,522.582,3.708,765,519,2,9,9,4,FALSE,FALSE
"4",4,26.174,68.646,159,107,6154496,38707.523,18700.877,35734,14206,65535,878.226,547,4.403,1.7,0.35,1.718,878.32,546.928,4.404,874,544,2,9,7,6,TRUE,FALSE
"5",5,28.149,69.506,171,119,5480579,32050.17,15096.842,27496,14038,65535,884.333,557.877,3.684,1.644,0.244,1.643,884.137,557.805,3.723,881,554,2,8,10,4,FALSE,FALSE
"6",6,40.495,103.467,246,166,8983182,36517,18369.184,30291,13955,65535,774.045,588.772,4.293,2.101,0.638,2.102,774.073,588.703,4.277,766,584,2,15,10,5,TRUE,FALSE
"7",7,26.503,77.196,161,122,5042265,31318.416,15321.787,26303,13983,65535,883.82,583.925,4.522,1.912,0.658,1.857,883.77,584.366,4.461,881,577,2,6,14,5,FALSE,FALSE
"8",8,25.68,64.955,156,112,5034216,32270.615,14769.69,27869,14222,65535,706.263,657.57,3.641,1.608,0.279,1.613,706.325,657.6,3.648,701,655,2,11,7,4,TRUE,FALSE
"9",9,28.972,68.472,176,119,6218408,35331.863,17132.775,31379.5,14024,65535,617.841,666.903,3.506,1.672,0.206,1.671,618.059,666.88,3.521,613,663,2,10,8,4,TRUE,FALSE
"10",10,27.655,74.435,168,132,4702254,27989.607,13454.957,23207,14096,65535,487.976,725.905,3.738,1.71,0.51,1.703,487.639,726.346,3.734,483,721,2,12,10,4,FALSE,FALSE
"11",11,36.709,100.469,223,159,8198215,36763.297,17940.131,31778,13936,65535,528.628,777.027,4.538,2.287,0.877,2.463,528.675,776.863,4.568,525,770,2,8,15,7,FALSE,FALSE
"12",12,60.907,126.463,370,229,13168427,35590.344,15724.332,32962.5,13944,65535,291,834.162,5.214,2.285,0.611,2.246,291.031,834.039,5.229,286,828,2,12,13,7,FALSE,FALSE
"13",13,27.655,66.989,168,113,5703503,33949.422,16584.936,27836,14228,65535,296.113,853.065,3.619,1.675,0.271,1.655,295.962,853.032,3.604,292,850,2,10,7,4,FALSE,FALSE
"14",14,47.08,110.672,286,186,10188178,35623,16845.809,31500.5,13945,65535,217.311,881.185,4.577,2.122,0.595,2.094,217.215,881.125,4.557,210,877,2,16,9,6,FALSE,FALSE
"15",15,24.528,66.026,149,98,5886564,39507.141,18548.779,35565,13947,65535,259.758,883.604,4.141,1.701,0.381,1.782,259.755,883.603,4.175,255,881,2,10,6,5,FALSE,FALSE
"16",16,48.397,104.809,294,200,9891624,33644.98,15409.271,29331.5,13936,65535,954.969,342.752,4.626,2.145,0.646,2.062,954.915,342.973,4.61,952,335,3,8,17,4,FALSE,FALSE
"17",17,38.19,92.675,232,150,8298832,35770.828,17341.988,30026.5,14054,65535,933.987,440.323,5.185,1.938,0.404,1.986,933.972,440.096,5.14,930,436,3,10,11,5,TRUE,TRUE
"18",18,29.795,72.678,181,120,6163931,34054.867,16058.974,30821,14010,65535,980.707,443.547,5.309,1.702,0.249,1.693,980.723,443.553,5.24,977,439,3,8,10,5,TRUE,TRUE
"19",19,22.223,59.715,135,101,4146989,30718.438,12776.1,27997,13944,65535,951.104,448.644,5.141,1.506,0.297,1.473,951.144,448.657,5.074,947,445,3,8,8,5,TRUE,TRUE
"20",20,21.4,59.233,130,89,4373836,33644.891,16386.438,27627,14061,65535,989.654,453.938,4.554,1.578,0.291,1.618,989.64,453.964,4.544,987,450,3,7,9,4,TRUE,FALSE
"21",21,41.154,129.598,250,211,6846805,27387.221,15120.148,21299.5,13953,65535,871.476,464.404,4.036,2.43,0.943,2.366,872.646,463.522,4.085,861,459,3,18,13,4,TRUE,FALSE
