"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,59.92,151.667,364,239,10789713,29642.068,16499.84,25279.5,10753,65535,660.717,431.319,4.555,2.581,0.887,2.637,660.841,431.35,4.544,654,426,1,15,13,8,FALSE,FALSE
"2",2,26.997,90.611,164,112,3988360,24319.268,13283.738,19471.5,10686,60995,214.854,336.421,5.75,2.164,0.832,2.165,214.734,336.214,5.441,212,334,2,8,9,8,FALSE,FALSE
"3",3,18.601,60.923,113,83,2551285,22577.744,10930.008,19790,10774,56275,542.46,362.292,4.035,1.524,0.394,1.475,542.418,362.267,4.016,538,359,2,10,7,5,FALSE,FALSE
"4",4,75.064,187.556,456,313,10838711,23769.104,11211.427,20842.5,10743,59977,279.14,399.024,5.43,2.731,0.937,2.732,279.909,399.091,5.195,270,391,2,19,18,7,FALSE,FALSE
"5",5,38.52,90.607,234,148,7524567,32156.27,18381.492,26402.5,10723,65535,585.991,425.744,4.846,1.98,0.47,1.953,586.028,425.569,4.871,582,420,2,8,12,7,FALSE,FALSE
"6",6,25.515,67.542,155,110,3725026,24032.426,9556.45,23354,10782,49653,323.89,275.006,5.006,1.573,0.264,1.574,323.865,275.068,5.01,320,272,3,9,7,5,FALSE,FALSE
"7",7,32.758,79.437,199,124,6811780,34230.051,18430.395,28623,11036,65535,162.543,287.462,5.06,1.882,0.34,1.959,162.569,287.413,5.085,159,284,3,8,9,6,FALSE,FALSE
"8",8,25.351,67.508,154,94,4702822,30537.805,17173.559,26071.5,10734,65535,244.922,316.227,5.013,1.721,0.347,1.689,244.947,316.34,5.054,241,313,3,9,7,6,FALSE,FALSE
"9",9,28.972,70.851,176,116,4619833,26249.051,11980.191,23396.5,10724,61021,381.307,316.767,4.699,1.679,0.226,1.675,381.273,316.705,4.707,378,313,3,9,8,5,FALSE,FALSE
"10",10,25.351,63.713,154,108,3449954,22402.299,9281.07,19709.5,10776,51312,352.643,322.935,4.734,1.581,0.231,1.585,352.59,322.875,4.713,349,319,3,8,9,4,FALSE,FALSE
