"","X.1","Volume..micron.3.","Surface..micron.2.","Nb.of.obj..voxels","Nb.of.surf..voxels","IntDen","Mean","StdDev","Median","Min","Max","X","Y","Z","Mean.dist..to.surf...micron.","SD.dist..to.surf...micron.","Median.dist..to.surf...micron.","XM","YM","ZM","BX","BY","BZ","B.width","B.height","B.depth","boolw","boolhalf"
"1",1,47.409,107.878,288,211,6509331,22601.844,10281.602,21254.5,9387,52880,443.469,493.736,3.882,2.034,0.581,1.969,443.191,493.668,3.86,436,490,2,16,8,5,TRUE,TRUE
"2",2,42.141,90.159,256,154,7993354,31224.039,19450.748,22876,9376,65535,360.215,575.543,3.926,1.979,0.281,1.996,360.101,575.503,3.947,356,571,2,10,9,5,FALSE,FALSE
"3",3,47.409,108.052,288,189,6914475,24008.594,12887.9,21455.5,9388,65535,304.535,634.688,4.035,2.007,0.407,2.047,304.395,634.633,4.024,299,631,2,13,10,5,TRUE,TRUE
"4",4,27.82,80.09,169,132,3460112,20474.035,9692.219,18096,9452,48691,473.669,647.757,3.899,1.647,0.399,1.592,473.859,647.824,3.872,466,643,2,14,10,4,FALSE,FALSE
"5",5,44.446,97.604,270,169,8195176,30352.504,16772.512,25423.5,9400,65535,643.859,683.581,4.489,1.968,0.35,1.951,643.796,683.435,4.45,639,678,2,10,12,6,FALSE,FALSE
"6",6,23.869,69.506,145,115,2703991,18648.213,7371.844,16992,9379,47353,221.138,723.228,3.924,1.519,0.337,1.507,220.937,723.434,3.935,216,719,2,11,10,4,TRUE,TRUE
"7",7,24.034,66.782,146,110,2960836,20279.699,9046.981,17649.5,9389,47304,409.63,740.11,3.877,1.507,0.274,1.512,409.565,740.116,3.842,405,736,2,10,9,4,TRUE,TRUE
"8",8,32.594,90.952,198,145,4903646,24765.889,12394.482,22445,9424,62832,793.51,763.808,4.126,1.921,0.613,1.897,793.263,763.701,4.1,788,759,2,13,10,5,FALSE,FALSE
"9",9,31.112,76.262,189,145,3951425,20907.01,9738.731,18568,9428,49224,736.101,774.339,3.963,1.778,0.537,1.677,735.889,774.258,3.946,730,772,2,14,6,4,FALSE,FALSE
"10",10,44.446,113.603,270,188,5340317,19778.951,8583.575,18102.5,9414,48478,698.081,817.633,4.867,2.056,0.561,2.085,698.125,817.99,4.657,694,812,2,9,13,6,TRUE,TRUE
"11",11,52.183,115.219,317,244,6618503,20878.559,7815.523,19752,9469,47988,503.972,847.133,3.978,2.313,0.851,2.276,503.993,847.109,3.955,495,844,2,20,9,5,FALSE,FALSE
"12",12,46.915,110.809,285,196,6691356,23478.441,12637.729,19593,9372,64567,883.46,866.719,4.144,2.041,0.526,2.049,883.107,866.962,4.122,879,861,2,12,13,5,TRUE,FALSE
