 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	51.360	103.256	312	213	10979808	35191.691	16039.629	32815.500	14040	65535	880.885	425.087	4.301	1.977	0.379	2.046	880.810	425.042	4.247	876	420	2	11	12	5
2	41.483	101.192	252	171	9154705	36328.195	17310.705	32585.500	13990	65535	921.611	507.976	4.706	2.057	0.594	2.011	921.538	507.999	4.649	918	502	2	8	13	6
3	20.577	60.163	125	96	3928425	31427.400	15116.021	26806.000	13965	65535	769.360	522.848	3.656	1.508	0.332	1.524	769.513	522.582	3.708	765	519	2	9	9	4
4	26.174	68.646	159	107	6154496	38707.523	18700.877	35734.000	14206	65535	878.226	547.000	4.403	1.700	0.350	1.718	878.320	546.928	4.404	874	544	2	9	7	6
5	28.149	69.506	171	119	5480579	32050.170	15096.842	27496.000	14038	65535	884.333	557.877	3.684	1.644	0.244	1.643	884.137	557.805	3.723	881	554	2	8	10	4
6	40.495	103.467	246	166	8983182	36517.000	18369.184	30291.000	13955	65535	774.045	588.772	4.293	2.101	0.638	2.102	774.073	588.703	4.277	766	584	2	15	10	5
7	26.503	77.196	161	122	5042265	31318.416	15321.787	26303.000	13983	65535	883.820	583.925	4.522	1.912	0.658	1.857	883.770	584.366	4.461	881	577	2	6	14	5
8	25.680	64.955	156	112	5034216	32270.615	14769.690	27869.000	14222	65535	706.263	657.570	3.641	1.608	0.279	1.613	706.325	657.600	3.648	701	655	2	11	7	4
9	28.972	68.472	176	119	6218408	35331.863	17132.775	31379.500	14024	65535	617.841	666.903	3.506	1.672	0.206	1.671	618.059	666.880	3.521	613	663	2	10	8	4
10	27.655	74.435	168	132	4702254	27989.607	13454.957	23207.000	14096	65535	487.976	725.905	3.738	1.710	0.510	1.703	487.639	726.346	3.734	483	721	2	12	10	4
11	36.709	100.469	223	159	8198215	36763.297	17940.131	31778.000	13936	65535	528.628	777.027	4.538	2.287	0.877	2.463	528.675	776.863	4.568	525	770	2	8	15	7
12	60.907	126.463	370	229	13168427	35590.344	15724.332	32962.500	13944	65535	291.000	834.162	5.214	2.285	0.611	2.246	291.031	834.039	5.229	286	828	2	12	13	7
13	27.655	66.989	168	113	5703503	33949.422	16584.936	27836.000	14228	65535	296.113	853.065	3.619	1.675	0.271	1.655	295.962	853.032	3.604	292	850	2	10	7	4
14	47.080	110.672	286	186	10188178	35623.000	16845.809	31500.500	13945	65535	217.311	881.185	4.577	2.122	0.595	2.094	217.215	881.125	4.557	210	877	2	16	9	6
15	24.528	66.026	149	98	5886564	39507.141	18548.779	35565.000	13947	65535	259.758	883.604	4.141	1.701	0.381	1.782	259.755	883.603	4.175	255	881	2	10	6	5
