 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	26.338	70.540	160	119	5708329	35677.055	14966.638	32194.500	16443	65535	401.325	364.156	4.025	1.559	0.291	1.559	401.350	364.346	4.050	398	359	2	8	10	5
2	36.215	82.054	220	153	7430180	33773.547	13704.883	31488.500	16279	65535	249.282	711.073	3.691	1.766	0.268	1.785	249.231	711.132	3.753	244	707	2	11	9	4
3	46.421	110.153	282	194	9315911	33035.145	15260.516	27591.500	16291	65535	343.770	793.897	4.301	2.132	0.582	2.131	343.748	793.441	4.254	340	787	2	8	15	5
4	38.520	90.915	234	154	7632728	32618.496	12996.856	29259.000	16281	62961	159.201	922.731	3.688	1.899	0.432	1.859	159.248	922.700	3.714	155	917	2	9	13	4
5	24.528	70.091	149	116	4452296	29881.182	10557.746	27506.000	16406	56324	393.242	136.148	4.658	1.537	0.321	1.555	393.336	136.232	4.648	389	132	3	10	10	4
6	28.149	65.403	171	112	6777481	39634.391	17853.832	34911.000	16432	65535	448.275	189.731	4.591	1.679	0.233	1.679	448.230	189.709	4.622	445	185	3	7	10	4
7	12.346	42.889	75	65	2205871	29411.613	9317.469	28341.000	16365	46977	395.907	209.867	4.653	1.184	0.310	1.175	395.858	209.868	4.590	393	207	3	7	7	4
8	24.034	69.436	146	129	4158188	28480.740	8662.232	27799.500	16285	48842	345.842	228.349	4.527	1.506	0.473	1.554	345.819	228.184	4.498	341	223	3	9	11	4
9	11.358	40.647	69	68	1768104	25624.695	5837.135	25743.000	16342	40748	491.072	258.087	4.377	1.157	0.382	1.104	490.985	258.144	4.351	487	254	3	9	8	3
10	12.840	41.544	78	75	1987160	25476.410	5897.745	25060.500	16736	38628	434.885	301.667	4.410	1.181	0.383	1.143	434.927	301.526	4.380	432	298	3	7	9	3
