 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	46.586	98.327	283	190	10840813	38306.758	17485.617	33353.000	15535	65535	612.360	300.230	3.396	1.976	0.375	1.934	612.256	300.060	3.394	609	294	2	9	14	4
2	31.771	89.229	193	123	7241716	37521.844	17618.166	33130.000	15682	65535	839.269	325.751	4.124	1.937	0.440	2.027	839.301	325.753	4.089	834	321	2	11	10	5
3	36.709	89.677	223	135	9493159	42570.219	18671.916	39871.000	15526	65535	825.274	366.426	4.309	1.969	0.411	1.918	825.235	366.349	4.337	821	363	2	11	8	6
4	47.244	115.293	287	185	11567920	40306.340	18081.051	38430.000	15567	65535	669.056	408.401	4.875	2.170	0.585	2.096	669.042	408.471	4.866	665	401	2	10	15	6
5	29.631	77.641	180	147	5309854	29499.189	12020.943	27107.500	15659	65535	749.467	424.444	3.844	1.670	0.460	1.638	749.807	424.633	3.855	744	420	2	12	9	4
6	41.977	99.843	255	195	7576011	29709.848	10783.155	29259.000	15549	65535	640.318	429.965	3.439	1.849	0.415	1.842	640.368	429.773	3.488	635	424	2	11	13	4
7	28.972	77.882	176	148	4887002	27767.057	8972.492	26587.500	15516	50703	868.438	426.994	3.761	1.663	0.497	1.646	868.456	427.110	3.730	863	422	2	11	11	4
8	48.561	122.879	295	191	8606284	29173.844	9532.642	27222.000	15541	55446	863.773	453.736	5.203	2.107	0.558	2.210	863.729	453.888	5.218	860	447	2	9	13	6
9	82.307	180.107	500	319	17617692	35235.383	15531.237	30380.500	15517	65535	725.944	496.766	4.734	2.545	0.658	2.567	725.551	496.785	4.710	719	489	2	17	15	6
10	33.252	85.089	202	144	6654567	32943.402	14275.999	27586.500	15512	65535	698.604	525.455	3.614	1.887	0.542	1.809	698.633	525.453	3.611	696	519	2	7	14	4
11	37.038	80.953	225	141	9329725	41465.445	18378.828	39099.000	15526	65535	786.924	662.298	4.320	1.878	0.303	1.872	786.997	662.293	4.348	782	659	2	11	7	5
12	45.763	98.812	278	165	11208354	40317.820	18425.744	36639.500	15851	65535	595.133	766.040	3.946	2.063	0.362	2.061	595.188	766.109	3.978	592	760	2	8	12	5
13	57.286	120.567	348	216	13069963	37557.363	17094.369	33896.000	15537	65535	708.250	775.948	4.328	2.249	0.557	2.141	708.253	775.996	4.303	704	769	2	10	16	5
