 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	30.454	81.813	185	145	3841772	20766.336	8246.218	17785.000	11033	41409	474.605	720.973	3.859	1.869	0.634	1.784	474.821	720.693	3.800	469	716	2	12	13	4
2	40.330	90.882	245	153	7443982	30383.600	16331.765	26357.000	11040	65535	345.996	828.282	4.208	1.890	0.281	1.901	345.867	828.046	4.194	341	824	2	11	10	5
3	19.260	54.923	117	83	3152426	26943.812	12743.072	23701.000	10932	58442	343.846	838.487	3.838	1.448	0.232	1.440	343.884	838.479	3.863	341	835	2	7	8	5
4	15.968	53.440	97	77	1988630	20501.340	8881.085	16559.000	10924	41990	437.773	849.608	3.845	1.456	0.436	1.345	437.969	849.598	3.769	431	847	2	12	6	4
5	31.606	83.640	192	145	4393873	22884.756	9175.335	20831.500	10981	52760	606.458	339.125	4.396	1.788	0.528	1.768	606.654	339.152	4.446	601	335	3	12	10	4
6	36.380	98.123	221	154	5814490	26309.910	12413.603	21854.000	11060	56947	651.181	355.742	4.561	2.133	0.666	2.140	651.309	355.835	4.573	645	349	3	12	13	4
7	19.754	60.163	120	93	2768783	23073.191	10503.765	20373.000	10884	56424	542.258	358.517	5.050	1.477	0.349	1.442	542.228	358.559	5.042	540	354	3	6	10	5
8	35.392	78.711	215	146	6005492	27932.521	13810.940	23050.000	10952	65535	538.814	496.609	5.674	1.796	0.306	1.799	538.863	496.411	5.681	535	492	3	8	10	5
9	34.734	87.402	211	134	7032746	33330.551	18578.564	28480.000	11059	65535	618.602	509.009	5.744	1.937	0.452	1.982	618.759	508.881	5.706	614	505	3	10	9	6
10	37.367	93.261	227	158	6726886	29633.859	14533.382	27413.000	10952	64933	506.987	525.167	4.344	1.967	0.525	2.004	506.947	525.194	4.281	503	519	3	9	13	4
11	18.437	61.542	112	95	1903835	16998.527	4810.894	15630.000	10986	33136	495.080	534.973	4.196	1.506	0.520	1.473	495.039	534.773	4.198	493	530	3	6	13	3
12	27.161	80.813	165	140	3218677	19507.133	6312.881	19368.000	10880	38078	486.764	561.970	4.485	1.788	0.705	1.765	486.747	562.003	4.509	482	555	3	10	14	4
13	33.581	81.091	204	135	5405792	26498.980	13514.076	22615.500	10930	65535	575.054	572.461	5.348	1.783	0.318	1.786	575.183	572.363	5.312	571	568	3	9	10	5
14	29.301	83.640	178	137	3718725	20891.713	8349.180	18626.000	10898	48934	526.865	603.702	4.815	1.841	0.607	1.739	526.624	603.843	4.783	520	599	3	14	10	4
15	31.441	82.643	191	124	5533953	28973.576	15453.200	25266.000	10888	65535	495.628	615.178	4.937	1.850	0.396	1.915	495.718	615.185	4.960	492	610	3	9	11	5
16	30.783	78.092	187	119	5569038	29780.951	17419.828	23129.000	10901	65535	503.893	630.380	5.209	1.816	0.360	1.817	503.953	630.581	5.170	501	625	3	7	10	5
17	20.412	58.095	124	89	3145661	25368.234	13184.070	19859.500	10919	61384	542.258	649.202	4.484	1.543	0.271	1.572	542.306	649.164	4.457	539	646	3	8	8	4
18	42.306	104.431	257	176	6511951	25338.330	11642.408	23424.000	10893	59308	475.097	655.027	4.957	1.854	0.373	1.941	475.122	654.867	4.981	470	649	3	11	12	5
19	26.338	74.298	160	123	3200816	20005.100	6756.248	19049.500	10934	36551	481.850	663.550	4.300	1.568	0.370	1.582	481.930	663.675	4.356	478	659	3	9	10	4
20	12.840	42.408	78	60	1746380	22389.486	9343.471	19836.500	11118	50280	493.231	677.192	4.872	1.255	0.232	1.235	493.250	677.187	4.872	491	674	3	6	7	4
21	28.643	67.334	174	118	4616667	26532.568	13824.627	21754.500	10893	65535	448.920	701.994	4.546	1.684	0.238	1.687	448.984	702.004	4.584	445	699	3	9	8	4
22	29.960	77.574	182	127	4642051	25505.775	12053.959	21784.000	10892	62536	465.407	708.511	4.659	1.792	0.434	1.746	465.398	708.503	4.687	462	703	3	8	12	4
23	40.824	84.089	248	161	7229396	29150.791	14735.965	24887.500	10893	65071	385.855	768.657	4.407	1.866	0.248	1.867	385.867	768.597	4.375	381	764	3	11	10	4
24	23.046	67.404	140	98	3827455	27338.965	13487.928	22350.500	10988	58928	514.393	770.550	4.436	1.686	0.374	1.669	514.469	770.520	4.452	510	766	3	9	10	4
25	24.363	72.230	148	116	3252631	21977.236	8740.945	20435.500	11014	46981	411.088	783.676	4.277	1.645	0.430	1.610	411.329	783.473	4.161	406	779	3	10	11	4
26	19.095	55.093	116	105	2219071	19129.922	4953.717	19265.500	11107	33792	362.526	798.474	4.328	1.347	0.391	1.374	362.532	798.392	4.365	359	795	3	9	8	3
27	12.346	41.889	75	73	1271890	16958.533	4663.198	16381.000	11144	32202	456.280	805.187	4.507	1.147	0.360	1.140	456.357	805.028	4.531	453	801	3	8	9	3
28	41.647	101.155	253	176	5946983	23505.861	10166.101	21310.000	10891	56843	471.138	807.696	5.356	1.973	0.524	1.921	471.364	807.630	5.294	465	803	3	14	11	5
29	18.601	50.027	113	78	3261847	28865.902	14738.297	23360.000	10927	60374	334.814	830.814	4.549	1.484	0.215	1.479	334.839	830.783	4.574	332	828	3	7	7	4
30	26.009	66.334	158	118	3876703	24536.096	10823.811	22141.500	10891	58460	435.285	835.335	4.139	1.621	0.414	1.608	435.214	835.392	4.123	432	831	3	8	10	4
31	23.046	60.541	140	108	3094192	22101.371	7378.237	21554.000	10910	45332	358.400	849.493	4.143	1.498	0.328	1.491	358.356	849.437	4.157	355	845	3	8	10	4
32	20.412	58.440	124	91	3035202	24477.436	10621.062	22876.500	10888	51755	344.855	857.274	4.758	1.510	0.289	1.514	344.843	857.258	4.775	341	854	3	9	8	4
33	14.980	50.646	91	87	1366173	15012.890	3260.352	13937.000	10883	23783	435.978	861.560	3.560	1.365	0.502	1.407	435.935	861.527	3.564	433	857	3	7	12	3
34	45.763	130.806	278	213	5710619	20541.795	8265.787	18168.000	10882	45899	363.529	870.011	4.964	2.166	0.756	2.196	363.729	869.608	4.933	358	862	3	11	17	5
35	12.346	41.648	75	69	1306848	17424.641	5465.921	15662.000	11048	34663	384.613	876.453	4.627	1.151	0.286	1.180	384.673	876.277	4.644	382	874	3	7	7	4
36	12.017	39.476	73	64	1294290	17730.000	5015.581	16210.000	10968	28392	449.137	895.712	3.740	1.220	0.317	1.243	449.163	895.705	3.734	447	892	3	6	8	3
37	5.926	29.685	36	35	501281	13924.473	2785.601	13074.000	10877	21756	435.778	896.167	3.778	0.961	0.389	0.929	435.753	896.266	3.804	434	891	3	5	9	3
38	26.503	66.782	161	109	3833291	23809.262	10844.653	20651.000	11074	54450	367.522	905.429	4.596	1.655	0.297	1.660	367.505	905.324	4.615	364	901	3	8	10	4
39	23.704	61.230	144	111	3076112	21361.889	7455.312	20989.500	11069	43462	465.271	907.618	4.097	1.501	0.315	1.484	465.385	907.643	4.138	460	904	3	11	8	3
40	8.889	34.581	54	49	843645	15623.056	3981.424	15425.000	10901	27557	402.759	914.593	4.278	1.063	0.253	1.040	402.740	914.584	4.279	400	912	3	6	7	3
41	48.561	109.879	295	192	8888378	30130.096	16423.488	23758.000	10908	65535	655.336	187.258	6.617	2.144	0.573	2.059	655.349	187.213	6.584	652	180	4	8	16	6
42	16.297	50.820	99	77	2282541	23055.969	9347.426	21350.000	10888	45933	581.657	336.030	5.737	1.346	0.257	1.376	581.722	336.004	5.717	579	333	4	6	7	4
43	42.141	95.674	256	168	6089829	23788.395	11319.501	18916.000	10894	50829	551.840	340.289	6.426	1.932	0.370	1.900	552.007	340.202	6.485	548	335	4	9	12	5
44	4.774	22.065	29	29	426686	14713.311	3230.141	14213.000	10946	22474	552.828	357.655	4.552	0.852	0.254	0.813	552.805	357.647	4.542	551	355	4	4	7	2
45	23.046	71.540	140	110	3755123	26822.307	13014.486	23923.500	11123	63636	641.679	377.386	5.850	1.628	0.503	1.562	641.532	377.365	5.891	637	373	4	14	9	5
46	55.310	107.014	336	214	9036426	26894.125	13175.262	22029.500	10988	56746	566.372	394.012	5.366	2.115	0.455	2.055	566.457	394.155	5.390	562	387	4	10	15	4
47	2.963	17.963	18	18	223902	12439.000	1332.003	12246.000	10986	15567	520.389	429.889	4.722	0.866	0.361	0.833	520.379	429.862	4.721	518	428	4	5	6	2
