Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
72	126	72	54	72	1.000	0.000	1.000	1	1	866.903	53.222	6.347	2.217	0.349	2.198	866.903	53.222	6.347	865	51	4	5	6	5
519	724	519	349	1038	2.000	0.000	2.000	2	2	761.682	14.119	9.210	5.281	1.787	5.116	761.682	14.119	9.210	752	12	5	19	9	10
48	116	48	44	144	3.000	0.000	3.000	3	3	815.521	15.750	6.646	2.099	0.769	2.011	815.521	15.750	6.646	812	15	5	8	4	4
83	192	83	79	40428	487.084	76.292	499.000	4	499	826.145	15.783	7.831	2.723	1.097	2.452	826.148	15.778	7.901	821	15	5	10	3	7
243	522	243	220	2673	11.000	0.000	11.000	11	11	840.798	18.597	6.909	4.818	2.265	4.233	840.798	18.597	6.909	832	16	5	19	9	5
165	316	165	126	990	6.000	0.000	6.000	6	6	803.358	16.752	7.812	3.199	0.935	3.144	803.358	16.752	7.812	799	14	5	9	7	9
46	108	46	40	368	8.000	0.000	8.000	8	8	858.000	17.978	6.696	1.925	0.523	1.946	858.000	17.978	6.696	856	17	5	5	4	6
330	542	330	248	4620	14.000	0.000	14.000	14	14	890.964	20.652	8.330	4.656	2.190	4.263	890.964	20.652	8.330	877	18	5	21	8	9
544	738	544	366	612490	1125.901	67.544	1130.000	15	1130	907.331	22.840	9.463	4.982	1.481	4.892	907.339	22.843	9.478	898	19	5	19	10	10
817	1206	817	530	17974	22.000	0.000	22.000	22	22	848.278	31.065	7.750	6.719	2.539	6.510	848.278	31.065	7.750	837	23	5	21	18	9
115	226	115	99	2185	19.000	0.000	19.000	19	19	788.070	26.522	6.365	3.294	1.504	3.171	788.070	26.522	6.365	781	23	5	12	8	4
95	204	95	87	1520	16.000	0.000	16.000	16	16	923.611	22.484	7.811	2.776	0.978	2.819	923.611	22.484	7.811	920	20	5	9	6	6
247	508	247	197	369265	1495.000	0.000	1495.000	1495	1495	798.640	26.538	10.105	4.193	1.636	4.190	798.639	26.538	10.105	794	23	5	12	11	10
107	236	107	88	1819	17.000	0.000	17.000	17	17	821.131	23.252	7.841	2.947	1.042	2.894	821.131	23.252	7.841	818	20	5	7	8	8
176	336	176	142	262944	1494.000	0.000	1494.000	1494	1494	915.324	26.886	8.188	3.359	1.013	3.226	915.324	26.886	8.188	911	23	5	11	7	9
358	626	358	271	536284	1498.000	0.000	1498.000	1498	1498	862.204	32.025	9.039	4.431	1.558	4.338	862.204	32.025	9.039	858	27	5	14	12	9
249	388	249	169	5976	24.000	0.000	24.000	24	24	875.936	31.361	6.988	3.968	1.278	3.918	875.936	31.361	6.988	871	27	5	11	12	5
121	302	121	107	180479	1491.562	752.539	1874.000	23	1874	798.050	32.521	9.008	3.188	1.104	3.228	797.375	33.013	9.513	795	28	5	8	9	9
