 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	60.413	153.665	367	256	11971089	32618.771	14261.617	28490.000	15211	65535	835.888	537.240	7.005	2.373	0.725	2.504	835.992	537.533	6.898	828	530	4	16	16	6
2	15.309	48.889	93	72	3085922	33181.957	14564.314	29665.000	15502	65535	804.710	566.183	5.903	1.330	0.284	1.307	804.524	566.213	5.902	801	563	4	8	7	5
3	26.667	64.266	162	107	6002494	37052.434	16693.539	31455.000	15215	65535	817.210	646.204	6.352	1.630	0.187	1.642	817.200	646.152	6.333	814	643	4	8	8	5
4	69.467	162.455	422	290	13665666	32383.096	13753.609	28521.500	15167	65535	898.656	418.128	8.737	2.889	0.987	2.993	898.550	418.469	8.829	892	409	5	13	18	8
5	21.729	56.509	132	91	4601277	34858.160	15013.578	31742.000	15223	65535	909.250	456.992	6.333	1.533	0.215	1.526	909.281	456.971	6.268	906	454	5	8	7	4
6	23.046	60.508	140	99	4459791	31855.650	12749.218	28881.000	15165	64223	985.821	458.264	6.671	1.556	0.299	1.588	985.908	458.194	6.665	982	455	5	9	8	4
7	7.243	29.307	44	38	1217580	27672.273	8999.980	25799.000	15171	45486	946.886	523.182	6.750	1.117	0.348	1.114	946.859	523.165	6.726	945	522	5	5	4	4
8	35.063	78.367	213	140	7843517	36824.023	16416.938	33586.000	15222	65535	866.549	527.028	7.460	1.803	0.275	1.764	866.609	527.053	7.439	863	523	5	8	10	5
9	14.980	47.511	91	70	3039604	33402.242	14904.059	30015.000	15175	65535	770.659	543.033	7.209	1.372	0.344	1.306	770.655	543.027	7.152	769	540	5	5	8	5
10	13.498	41.959	82	67	2178141	26562.695	8110.895	25791.500	15301	45981	992.573	574.024	6.841	1.251	0.238	1.285	992.483	574.021	6.803	989	571	5	8	6	4
11	29.631	73.575	180	116	6898054	38322.523	18418.648	32693.000	15181	65535	710.094	590.178	7.083	1.774	0.328	1.795	710.003	590.050	7.053	706	587	5	9	8	5
12	21.729	59.955	132	96	3955208	29963.697	11958.997	27043.000	15462	60248	622.697	607.674	6.394	1.496	0.288	1.520	622.730	607.751	6.410	619	604	5	9	8	4
13	30.783	78.300	187	122	7229909	38662.613	17748.271	33057.000	15210	65535	887.043	646.059	6.733	1.830	0.390	1.875	887.075	646.038	6.719	884	642	5	8	10	5
14	15.474	57.232	94	85	2056775	21880.586	5507.615	20582.500	15212	35167	839.691	648.521	6.223	1.358	0.439	1.301	839.732	648.474	6.223	835	645	5	10	9	3
15	49.713	127.841	302	217	10471639	34674.301	17334.174	27802.000	15280	65535	799.219	655.632	6.530	2.497	0.925	2.523	798.197	656.103	6.630	791	647	5	18	14	5
16	27.161	63.991	165	106	6926492	41978.738	18510.248	36457.000	15301	65535	447.473	678.533	7.048	1.725	0.324	1.732	447.493	678.567	7.046	445	675	5	6	8	5
17	25.351	66.059	154	102	5707963	37064.695	17302.783	34662.000	15273	65535	465.305	697.175	6.922	1.622	0.284	1.592	465.328	697.303	6.934	462	693	5	8	9	5
18	13.992	46.165	85	70	2536168	29837.271	11767.832	26866.000	15189	65535	517.000	698.953	7.118	1.318	0.350	1.241	516.988	698.849	7.090	515	695	5	5	9	5
19	56.463	138.325	343	219	11228761	32736.912	13955.585	28826.000	15216	65535	803.732	705.105	10.472	2.795	1.122	2.860	803.746	705.136	10.492	800	699	5	8	14	10
20	25.186	66.230	153	119	4399963	28757.928	10967.546	26454.000	15527	59808	366.373	769.431	7.000	1.610	0.436	1.525	366.360	769.097	6.961	363	764	5	7	12	4
21	20.741	53.544	126	91	4781999	37952.371	17138.217	35173.000	15353	65535	999.897	386.516	7.595	1.520	0.228	1.528	999.856	386.423	7.594	996	384	6	8	6	4
22	7.243	27.962	44	38	1147366	26076.500	8231.070	23186.000	15468	45003	1001.091	432.682	7.023	1.052	0.221	1.060	1001.067	432.730	7.024	999	431	6	5	5	3
23	26.667	66.022	162	126	4327271	26711.549	7768.140	26002.500	15250	48926	999.068	451.080	7.864	1.585	0.390	1.541	999.070	450.988	7.802	994	448	6	11	8	4
24	23.046	57.680	140	104	4212310	30087.928	12933.998	26157.000	15379	65535	828.207	464.207	7.379	1.516	0.231	1.521	828.191	464.132	7.378	825	461	6	7	8	4
25	23.540	61.301	143	99	4937747	34529.699	14726.372	32429.000	15169	65535	816.147	504.350	8.280	1.566	0.214	1.549	816.072	504.272	8.264	813	501	6	8	8	5
26	25.351	62.438	154	100	5231046	33967.832	15605.065	28561.000	15246	65535	780.234	509.169	7.506	1.612	0.171	1.615	780.224	509.097	7.486	777	505	6	8	9	4
27	19.424	52.406	118	84	4322282	36629.508	16396.658	31961.000	15223	65535	901.339	539.415	7.551	1.505	0.234	1.548	901.301	539.375	7.509	898	537	6	8	7	4
28	16.461	48.200	100	70	3328208	33282.078	13811.377	29554.500	15846	62662	955.010	555.970	7.550	1.425	0.226	1.448	954.999	556.016	7.534	952	553	6	7	7	4
29	13.992	50.164	85	70	1987578	23383.271	6890.208	22207.000	15225	41543	718.094	561.529	6.953	1.311	0.311	1.273	718.200	561.577	6.960	716	557	6	6	10	3
30	27.326	63.680	166	114	6663587	40142.090	17289.576	35855.500	15218	65535	1008.422	564.898	7.596	1.674	0.248	1.677	1008.479	564.843	7.580	1005	562	6	8	8	4
31	5.926	24.341	36	36	726025	20167.361	3229.391	19700.000	15274	26835	949.722	568.250	6.472	0.876	0.236	0.875	949.654	568.277	6.494	948	566	6	5	6	2
32	13.169	38.442	80	66	2324272	29053.400	9257.347	28716.500	15257	51700	980.925	576.350	6.988	1.215	0.172	1.225	980.924	576.320	6.966	978	573	6	6	7	3
33	23.211	63.610	141	110	3826274	27136.695	9374.279	25086.000	15248	51817	653.645	600.369	7.858	1.492	0.314	1.490	653.661	600.151	7.808	650	596	6	8	10	4
34	4.609	24.686	28	28	504742	18026.500	2008.499	18178.500	15165	22064	922.536	598.500	6.750	0.896	0.385	0.774	922.556	598.497	6.752	919	597	6	9	5	2
35	22.881	62.991	139	101	4933139	35490.207	14822.259	33200.000	15296	65535	848.683	605.655	8.050	1.520	0.255	1.501	848.857	605.727	8.017	845	602	6	9	8	5
36	34.404	82.054	209	155	5900926	28234.096	10529.979	24548.000	15169	62473	598.813	616.636	7.789	1.798	0.492	1.769	598.790	616.392	7.769	596	610	6	8	14	4
