Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
106	186	106	80	841	7.934	0.680	8.000	1	8	168.519	224.123	7.698	2.694	0.665	2.723	168.507	224.124	7.729	166	221	4	6	7	8
1261	1342	1261	656	6305	5.000	0.000	5.000	5	5	468.059	329.904	7.788	7.252	2.273	7.059	468.059	329.904	7.788	459	318	4	19	23	9
277	352	277	167	1662	6.000	0.000	6.000	6	6	474.736	343.491	7.282	3.817	0.925	3.791	474.736	343.491	7.282	471	339	4	9	10	8
195	342	195	153	216123	1108.323	1296.174	7.000	7	2626	159.615	222.554	7.287	4.047	1.480	4.201	155.902	221.919	8.286	154	220	5	13	8	6
111	188	111	78	1110	10.000	0.000	10.000	10	10	151.829	227.072	6.495	2.639	0.568	2.640	151.829	227.072	6.495	149	224	5	7	7	5
693	836	693	397	8316	12.000	0.000	12.000	12	12	163.645	236.752	8.505	5.690	1.747	5.443	163.645	236.752	8.505	156	228	5	15	18	8
863	1096	863	532	9493	11.000	0.000	11.000	11	11	140.514	236.127	8.270	6.689	2.407	6.582	140.514	236.127	8.270	135	225	5	19	23	8
51	114	51	45	663	13.000	0.000	13.000	13	13	151.882	234.078	6.078	2.040	0.582	2.121	151.882	234.078	6.078	150	231	5	5	6	3
132	232	132	100	1848	14.000	0.000	14.000	14	14	186.008	238.818	7.795	2.933	0.782	2.975	186.008	238.818	7.795	182	236	5	9	6	7
473	678	473	318	9180	19.408	30.623	18.000	18	684	152.347	247.004	8.302	4.947	1.653	4.921	152.467	246.931	8.135	145	239	5	14	16	8
361	522	361	242	949430	2630.000	0.000	2630.000	2630	2630	165.352	247.468	9.343	4.638	1.676	4.527	165.352	247.468	9.343	159	243	5	15	11	8
357	566	357	257	6069	17.000	0.000	17.000	17	17	169.479	252.479	8.266	4.575	1.545	4.679	169.479	252.479	8.266	164	246	5	11	15	8
318	422	318	198	6360	20.000	0.000	20.000	20	20	139.855	253.767	8.239	3.951	0.998	3.938	139.855	253.767	8.239	135	249	5	11	10	8
192	272	192	126	3648	19.000	0.000	19.000	19	19	130.771	251.646	8.229	3.341	0.796	3.323	130.771	251.646	8.229	127	247	5	8	9	7
497	724	497	340	10437	21.000	0.000	21.000	21	21	185.215	252.406	8.960	4.864	1.520	4.924	185.215	252.406	8.960	179	245	5	14	14	8
142	230	142	104	323192	2276.000	0.000	2276.000	2276	2276	202.106	253.965	8.162	2.981	0.784	3.051	202.106	253.965	8.162	199	251	5	8	6	8
150	264	150	114	3300	22.000	0.000	22.000	22	22	159.880	256.840	7.720	3.027	0.804	3.137	159.880	256.840	7.720	156	253	5	8	8	7
242	386	242	173	6050	25.000	0.000	25.000	25	25	200.037	259.430	7.562	4.353	1.814	4.223	200.037	259.430	7.562	193	254	5	13	11	8
9	32	9	9	207	23.000	0.000	23.000	23	23	166.000	257.778	5.556	1.283	0.607	1.301	166.000	257.778	5.556	166	256	5	1	5	2
54	120	54	45	1296	24.000	0.000	24.000	24	24	145.389	259.444	6.481	2.025	0.480	2.105	145.389	259.444	6.481	143	257	5	5	6	4
155	214	155	101	4030	26.000	0.000	26.000	26	26	129.813	259.961	7.097	2.983	0.531	3.031	129.813	259.961	7.097	127	257	5	7	8	5
394	620	394	273	584105	1482.500	795.511	1482.500	688	2277	179.028	262.898	9.213	4.660	1.514	4.751	180.000	261.391	9.205	173	256	5	14	14	8
63	130	63	53	1701	27.000	0.000	27.000	27	27	173.397	261.159	6.159	2.165	0.593	2.112	173.397	261.159	6.159	171	258	5	6	7	4
636	780	636	372	18444	29.000	0.000	29.000	29	29	211.579	266.755	8.022	5.177	1.493	5.172	211.579	266.755	8.022	206	258	5	12	18	8
329	532	329	239	233027	708.289	247.015	689.000	689	3862	141.061	268.714	7.350	4.508	1.625	4.330	141.100	268.722	7.449	138	262	5	12	16	7
68	136	68	54	1904	28.000	0.000	28.000	28	28	154.956	264.206	6.515	2.256	0.569	2.169	154.956	264.206	6.515	152	261	5	6	7	4
579	774	579	368	17370	30.000	0.000	30.000	30	30	131.682	270.807	7.774	5.233	1.627	5.153	131.682	270.807	7.774	126	261	5	12	18	8
538	726	538	338	16678	31.000	0.000	31.000	31	31	162.580	270.757	7.552	5.452	1.839	5.458	162.580	270.757	7.552	155	263	5	17	15	8
284	526	284	229	903732	3182.155	345.008	3237.000	33	3237	219.437	272.229	8.401	4.632	1.824	4.542	219.444	272.236	8.440	210	265	5	15	14	8
5	20	5	5	3450	690.000	0.000	690.000	690	690	172.000	274.200	5.600	0.848	0.319	0.894	172.000	274.200	5.600	172	273	5	1	3	2
44	106	44	43	1408	32.000	0.000	32.000	32	32	176.341	274.773	6.295	1.942	0.646	1.961	176.341	274.773	6.295	174	272	5	6	6	3
46	120	46	43	100478	2184.304	463.296	2282.000	35	2282	127.652	280.304	6.543	1.901	0.546	1.873	127.726	280.273	6.590	126	278	5	5	6	4
81	160	81	62	2916	36.000	0.000	36.000	36	36	201.370	280.901	6.420	2.423	0.665	2.352	201.370	280.901	6.420	199	278	5	8	7	4
303	522	303	217	446935	1475.033	1079.689	2283.000	37	2283	143.551	281.574	8.670	4.284	1.480	4.309	141.481	280.587	9.273	137	277	5	14	11	8
705	990	705	456	30315	43.000	0.000	43.000	43	43	161.491	286.695	8.201	6.018	2.135	5.872	161.491	286.695	8.201	152	280	5	19	15	8
732	970	732	452	29280	40.000	0.000	40.000	40	40	186.519	283.357	8.109	6.121	2.097	5.992	186.519	283.357	8.109	179	275	5	19	21	8
147	228	147	101	6027	41.000	0.000	41.000	41	41	121.531	284.190	8.483	3.003	0.734	2.921	121.531	284.190	8.483	118	281	5	8	7	8
394	534	394	253	20882	53.000	0.000	53.000	53	53	210.734	290.949	8.030	5.021	1.924	4.794	210.734	290.949	8.030	204	282	5	13	16	8
272	472	272	199	12796	47.044	0.419	47.000	47	51	243.787	290.158	7.504	4.149	1.407	3.954	243.784	290.160	7.501	238	283	5	11	14	8
341	516	341	239	16709	49.000	0.000	49.000	49	49	175.868	293.457	8.041	4.325	1.433	4.009	175.868	293.457	8.041	171	288	5	11	12	7
