Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
240	406	240	174	240	1.000	0.000	1.000	1	1	50.633	263.925	7.329	3.795	1.111	3.663	50.633	263.925	7.329	46	258	4	10	11	9
1036	1270	1036	596	23392	22.579	330.710	2.000	2	5332	157.293	271.337	8.992	6.302	1.872	6.207	153.380	269.207	13.101	148	264	4	20	17	12
331	538	331	251	1325	4.003	0.055	4.000	4	5	110.879	276.758	6.347	4.567	1.540	4.779	110.876	276.759	6.346	106	271	4	12	14	6
300	470	300	193	1802	6.007	0.115	6.000	6	8	68.613	280.400	8.470	3.999	1.121	3.817	68.612	280.402	8.465	61	277	4	12	9	11
520	548	520	276	5200	10.000	0.000	10.000	10	10	254.660	304.546	9.471	4.644	0.814	4.602	254.660	304.546	9.471	250	300	4	11	11	11
343	530	343	241	3774	11.003	0.195	11.000	9	14	68.431	306.985	7.364	4.615	1.717	4.449	68.431	306.987	7.364	64	298	4	9	19	10
605	996	605	461	671171	1109.374	1176.070	228.000	13	2675	242.993	304.236	7.856	5.323	1.794	5.360	246.367	304.525	8.103	234	297	4	16	15	11
692	798	692	395	10380	15.000	0.000	15.000	15	15	58.801	314.728	8.721	5.471	1.569	5.128	58.801	314.728	8.721	48	311	4	19	10	11
312	434	312	204	5304	17.000	0.000	17.000	17	17	201.821	324.644	6.910	4.219	1.409	4.241	201.821	324.644	6.910	197	320	4	11	13	9
148	224	148	100	2664	18.000	0.000	18.000	18	18	270.716	325.831	6.750	2.963	0.599	2.923	270.716	325.831	6.750	268	322	4	7	8	6
233	372	233	175	64515	276.888	16.968	278.000	19	278	305.824	323.773	6.266	4.104	1.544	4.102	305.835	323.764	6.275	300	320	4	14	9	6
652	1030	652	471	1421039	2179.508	675.519	2421.000	20	2421	338.979	330.497	8.015	6.102	2.485	5.656	339.051	329.925	8.232	327	325	4	25	14	11
948	926	948	474	19908	21.000	0.000	21.000	21	21	40.220	338.290	9.842	5.848	1.297	5.668	40.220	338.290	9.842	33	334	4	17	10	12
294	438	294	205	6468	22.000	0.000	22.000	22	22	87.524	342.276	7.629	4.319	1.567	3.868	87.524	342.276	7.629	85	336	4	11	14	9
544	816	544	366	221025	406.296	16.421	407.000	24	407	175.311	372.158	7.653	5.495	2.078	5.230	175.317	372.163	7.659	168	364	4	18	15	10
958	1068	958	511	23950	25.000	0.000	25.000	25	25	32.548	371.682	9.285	6.005	1.583	5.946	32.548	371.682	9.285	25	364	4	17	17	12
248	464	248	190	133408	537.935	32.512	540.000	28	540	437.770	405.645	7.903	4.288	1.516	4.111	437.758	405.651	7.918	430	401	4	15	12	10
245	374	245	171	7105	29.000	0.000	29.000	29	29	116.482	405.604	6.518	4.003	1.389	3.741	116.482	405.604	6.518	113	398	4	10	15	6
676	896	676	391	20280	30.000	0.000	30.000	30	30	52.559	409.749	9.885	5.308	1.393	5.220	52.559	409.749	9.885	47	401	4	13	16	12
760	1048	760	488	454672	598.253	20.604	599.000	31	599	469.388	422.325	7.896	6.115	2.434	5.724	469.385	422.328	7.901	455	413	4	22	16	10
176	274	176	117	5632	32.000	0.000	32.000	32	32	442.040	421.653	6.727	3.329	1.093	3.072	442.040	421.653	6.727	434	419	4	13	7	7
267	454	267	203	360990	1352.022	1591.045	33.000	33	3264	455.408	431.498	8.202	4.271	1.306	4.384	453.891	433.482	10.538	451	427	4	12	10	9
429	644	429	283	935565	2180.804	1527.060	3265.000	35	3265	534.534	431.860	9.357	4.635	1.460	4.767	536.050	432.140	10.987	528	427	4	13	12	11
200	328	200	144	6800	34.000	0.000	34.000	34	34	495.870	430.325	7.975	3.552	1.075	3.591	495.870	430.325	7.975	492	427	4	9	8	10
421	540	421	264	15156	36.000	0.000	36.000	36	36	130.995	443.437	8.102	4.648	1.410	4.540	130.995	443.437	8.102	126	439	4	13	11	11
371	532	371	249	13727	37.000	0.000	37.000	37	37	533.650	445.202	7.706	4.858	1.755	4.826	533.650	445.202	7.706	529	438	4	13	16	10
292	418	292	193	11096	38.000	0.000	38.000	38	38	484.134	451.401	6.890	3.915	1.017	3.877	484.134	451.401	6.890	479	445	4	12	11	7
357	540	357	255	265615	744.020	37.419	746.000	39	746	223.235	461.328	6.832	4.911	1.933	4.701	223.233	461.334	6.839	213	456	4	17	12	7
137	252	137	115	103128	752.759	61.343	758.000	40	758	555.248	463.066	6.489	3.105	1.063	3.016	555.243	463.080	6.506	553	459	4	7	9	8
394	672	394	271	27931	70.891	418.968	41.000	41	5929	546.698	465.543	8.442	4.586	1.435	4.314	545.561	464.682	10.574	542	459	4	13	13	11
134	272	134	112	202515	1511.306	909.624	2071.000	44	2071	583.351	471.373	6.418	3.668	1.590	3.471	582.129	472.592	6.743	579	466	4	10	13	5
524	706	524	349	24626	46.996	0.087	47.000	45	47	597.641	472.851	6.361	5.645	2.168	5.442	597.641	472.851	6.361	589	467	4	19	15	6
274	438	274	201	12604	46.000	0.000	46.000	46	46	345.153	470.803	7.876	4.147	1.405	3.787	345.153	470.803	7.876	339	464	4	12	13	9
574	720	574	336	28126	49.000	0.000	49.000	49	49	643.587	491.002	7.023	5.354	1.661	5.340	643.587	491.002	7.023	636	485	4	16	14	7
413	544	413	243	860283	2083.010	60.771	2086.000	851	2086	601.235	486.499	8.944	4.338	0.857	4.258	601.235	486.496	8.950	597	483	4	11	9	11
386	474	386	226	19686	51.000	0.000	51.000	51	51	157.358	493.171	7.679	4.334	1.060	4.197	157.358	493.171	7.679	153	488	4	11	10	10
692	874	692	412	597077	862.828	30.830	864.000	53	864	365.587	490.851	9.208	5.362	1.665	5.175	365.586	490.848	9.215	355	484	4	19	15	11
326	484	326	217	17930	55.000	0.000	55.000	55	55	619.546	498.724	7.279	4.565	1.667	4.408	619.546	498.724	7.279	613	492	4	15	12	9
342	546	342	229	304569	890.553	45.260	893.000	56	893	585.485	499.746	7.649	4.256	1.107	4.300	585.478	499.739	7.659	579	495	4	12	10	10
435	756	435	322	26196	60.221	1.317	61.000	58	61	623.152	507.179	7.434	4.956	1.734	4.848	623.123	507.241	7.446	615	499	4	15	18	9
1001	1214	1001	586	60060	60.000	0.000	60.000	60	60	686.798	506.139	8.286	6.449	2.103	6.222	686.798	506.139	8.286	674	500	4	24	13	10
633	810	633	416	1329785	2100.766	81.361	2104.000	57	2104	351.141	507.188	8.021	5.268	1.659	5.424	351.143	507.192	8.027	346	500	4	14	16	11
68	122	68	60	4216	62.000	0.000	62.000	62	62	633.618	508.662	5.897	2.202	0.616	2.143	633.618	508.662	5.897	632	505	4	4	7	4
343	470	343	215	21609	63.000	0.000	63.000	63	63	672.461	511.767	8.956	4.377	1.331	4.464	672.461	511.767	8.956	668	506	4	12	11	11
288	548	288	227	19296	67.000	0.000	67.000	67	67	540.847	516.806	7.205	4.476	1.559	4.368	540.847	516.806	7.205	534	513	4	15	11	9
538	674	538	332	512900	953.346	38.371	955.000	65	955	607.751	515.725	8.013	5.058	1.447	4.973	607.743	515.724	8.020	600	509	4	15	12	10
151	292	151	121	9966	66.000	0.000	66.000	66	66	644.192	516.735	7.033	3.088	0.899	3.080	644.192	516.735	7.033	640	514	4	9	7	7
465	662	465	297	43484	93.514	388.616	68.000	68	6000	692.535	519.021	7.469	4.759	1.377	4.784	691.162	519.016	8.978	687	513	4	13	14	10
611	814	611	354	1272245	2082.234	297.079	2126.000	69	2126	612.299	524.918	9.491	5.160	1.368	4.941	612.431	524.978	9.576	603	519	4	16	12	11
327	530	327	212	330634	1011.113	52.203	1014.000	70	1014	725.511	533.297	8.486	4.032	0.993	3.899	725.507	533.297	8.499	720	529	4	12	10	11
498	754	498	347	36355	73.002	0.100	73.000	72	75	664.884	560.564	7.627	4.907	1.627	4.952	664.882	560.564	7.626	659	554	4	18	14	10
75	136	75	61	5700	76.000	0.000	76.000	76	76	785.867	563.600	5.867	2.270	0.573	2.265	785.867	563.600	5.867	783	561	4	6	7	4
679	852	679	403	787915	1160.405	41.561	1162.000	79	1162	425.867	569.001	8.642	5.036	1.258	5.092	425.871	568.999	8.649	420	563	4	13	13	11
250	350	250	170	20000	80.000	0.000	80.000	80	80	725.380	577.944	6.420	3.772	1.192	3.812	725.380	577.944	6.420	720	574	4	12	9	7
911	1234	911	576	1081161	1186.785	36.677	1188.000	81	1188	644.053	577.662	9.383	6.754	2.644	6.268	644.053	577.661	9.389	634	571	4	22	19	11
457	592	457	286	572363	1252.435	54.824	1255.000	83	1255	834.057	595.330	9.079	4.536	1.220	4.461	834.053	595.331	9.089	826	591	4	14	9	11
534	726	534	334	45390	85.000	0.000	85.000	85	85	505.815	602.223	7.597	5.357	1.838	5.324	505.814	602.223	7.597	497	596	4	19	13	10
172	258	172	117	14792	86.000	0.000	86.000	86	86	878.145	606.948	6.634	3.222	0.876	3.019	878.145	606.948	6.634	873	604	4	11	6	8
759	902	759	410	991551	1306.391	44.320	1308.000	87	1308	745.689	608.821	9.203	5.601	1.609	5.347	745.689	608.818	9.209	734	603	4	20	13	12
696	1074	696	460	61944	89.000	0.000	89.000	89	89	923.861	629.999	8.034	5.733	1.870	5.770	923.859	629.999	8.034	916	624	4	19	17	11
