 	Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	36.874	90.537	224	154	5720480	25537.857	11244.168	25138.000	11557	59649	454.737	834.402	4.348	1.852	0.420	1.786	454.707	834.032	4.285	451	829	2	8	13	5
2	37.038	84.711	225	146	6934970	30822.090	15461.938	26043.000	11544	65535	494.102	1002.524	3.667	1.903	0.366	1.913	494.103	1002.434	3.651	490	998	2	9	11	5
3	28.643	68.127	174	113	4848426	27864.518	13493.435	22916.500	11596	65535	385.195	369.805	5.402	1.679	0.210	1.659	385.290	369.793	5.381	382	366	3	8	8	5
4	33.417	88.124	203	141	5569680	27436.848	13090.152	24798.000	11620	62153	468.616	506.867	5.202	1.873	0.513	1.860	468.644	506.835	5.185	465	500	3	8	14	5
5	28.314	73.197	172	113	5438711	31620.412	16972.400	27057.500	11697	65535	397.942	695.953	5.378	1.751	0.394	1.762	397.924	695.906	5.419	395	691	3	7	11	6
6	18.108	56.060	110	83	2188843	19898.572	7055.904	17154.500	11617	36189	345.300	805.064	4.709	1.456	0.353	1.424	345.236	804.921	4.674	342	801	3	7	9	4
7	26.503	74.887	161	114	4515229	28044.900	15638.116	22749.000	11656	65535	365.161	810.453	4.845	1.792	0.495	1.868	365.116	810.298	4.847	363	805	3	6	12	5
8	12.675	45.339	77	58	1936567	25150.221	12559.790	22522.000	11660	65535	423.208	862.831	5.026	1.306	0.324	1.242	423.289	862.784	5.040	421	860	3	6	7	5
9	34.404	98.605	209	159	4460407	21341.660	7977.745	19554.000	11545	47785	342.383	883.043	6.163	1.984	0.742	1.999	342.110	883.057	6.095	336	879	3	13	10	7
10	32.594	74.679	198	121	6363193	32137.338	17437.920	25480.000	11542	65535	465.833	913.237	5.101	1.841	0.301	1.874	465.888	913.179	5.098	462	910	3	9	7	5
11	11.688	41.029	71	58	1538983	21675.816	7850.446	19970.000	11541	42886	425.225	929.944	4.155	1.264	0.322	1.232	425.240	930.002	4.163	423	927	3	6	7	4
12	17.778	48.993	108	78	3202699	29654.621	14786.729	25177.500	11653	65328	505.583	939.176	4.389	1.460	0.243	1.458	505.554	939.134	4.341	503	936	3	6	7	4
13	23.869	63.543	145	92	3828376	26402.594	13525.681	23869.000	11857	64929	434.931	969.400	5.069	1.649	0.316	1.592	434.960	969.313	5.083	431	966	3	9	7	5
14	13.992	43.097	85	66	1753169	20625.518	7181.872	19414.000	11596	38486	475.294	988.153	4.847	1.294	0.247	1.293	475.286	988.088	4.844	473	985	3	6	8	4
15	45.269	121.534	275	187	7587779	27591.924	14848.825	22219.000	11647	65535	385.953	533.015	7.149	2.399	0.896	2.394	386.385	532.999	6.894	380	528	4	12	11	8
16	29.301	70.851	178	122	4815703	27054.512	13419.899	22773.000	11540	61074	427.000	554.118	5.433	1.743	0.370	1.745	427.029	554.046	5.393	424	549	4	7	11	4
17	15.968	48.200	97	69	2199285	22673.041	9378.150	19146.000	11732	42969	342.660	652.237	5.536	1.380	0.216	1.415	342.679	652.163	5.507	340	649	4	7	7	4
18	35.721	87.539	217	138	6713438	30937.502	16460.137	26054.000	11530	65535	413.479	659.359	6.535	1.872	0.356	1.815	413.550	659.324	6.478	410	655	4	10	9	6
19	17.120	51.406	104	78	2332245	22425.434	10704.642	19083.000	11652	54847	451.240	715.144	5.346	1.426	0.269	1.446	451.216	715.044	5.349	449	711	4	6	9	4
20	16.626	50.820	101	76	2532689	25076.129	11748.561	22404.000	11563	59594	398.515	846.644	5.881	1.380	0.285	1.353	398.535	846.726	5.877	396	843	4	6	8	5
21	17.614	53.785	107	82	2185504	20425.271	7276.069	18173.000	11571	38593	352.776	870.112	5.533	1.391	0.311	1.415	352.773	870.121	5.514	350	866	4	6	9	4
22	21.400	59.544	130	87	3983058	30638.908	16243.019	28397.500	11649	65535	443.031	910.669	5.815	1.619	0.349	1.572	443.110	910.649	5.839	440	907	4	7	8	5
23	9.712	39.339	59	52	1114792	18894.779	5855.776	17754.000	11643	28272	384.475	916.983	5.627	1.173	0.386	1.148	384.444	917.004	5.584	383	913	4	4	9	4
24	5.761	29.789	35	35	506358	14467.371	2170.581	14217.000	11719	21215	293.571	279.114	5.629	0.938	0.308	0.921	293.632	279.165	5.659	290	277	5	8	5	2
